name_1,date_1,name_2,date_2,name_3,date_3,context,correct_date,correct_answer
Frank,1945-08-17,Joy,1945-08-15,Richard,1943-05-15,Frank was born on the day Independence of Indonesia was proclaimed. Joy was born on Victory over Japan Day. Richard was born on the day the American Broadcasting Company was founded. The oldest is,1943-05-15,Richard
Martin,1958-10-02,Charlie,1942-08-13,Leon,1945-10-08,Martin was born on the day Guinea gained independence from France. Charlie was born on the release date of Disney's Bambi. Leon was born on the day the microwave cooking oven was patented. The oldest is,1942-08-13,Charlie
Matt,1946-07-04,Bob,1946-08-16,Brandon,1955-05-14,Matt was born on the day the Philippines declared independence. Bob was born on the day Mustafa Barzani founded the Kurdistan Democratic Party. Brandon was born on the day the Warsaw Pact was signed. The oldest is,1946-07-04,Matt
April,1944-09-19,Andrew,1949-06-08,Leon,1953-07-27,April was born on the day the Continuation War ended. Andrew was born on the day George Orwell published Nineteen Eighty-Four. Leon was born on the day the Korean War ended. The oldest is,1944-09-19,April
Dallas,1948-02-04,Neil,1951-09-08,Kevin,1948-06-24,Dallas was born on the day Burma and Ceylon gained independence from Britain. Neil was born on the day the Occupation of Japan ended. Kevin was born on the day the Berlin Blockade began. The oldest is,1948-02-04,Dallas
Mark,1955-05-01,John,1942-04-09,Luke,1954-09-03,Mark was born on the First Taiwan Strait Crisis ended. John was born on the day of the Bataan Death March. Luke was born on the day the First Taiwan Strait Crisis began. The oldest is,1942-04-09,John
Mark,1955-05-01,Alex,1951-09-08,George,1945-09-02,Mark was born on the First Taiwan Strait Crisis ended. Alex was born on the day the Occupation of Japan ended. George was born on the day World War II ended in Asia. The oldest is,1945-09-02,George
John,1942-04-09,Hunter,1948-04-16,Henry,1958-10-02,John was born on the day of the Bataan Death March. Hunter was born on the day the OECD was founded. Henry was born on the day Guinea gained independence from France. The oldest is,1942-04-09,John
Emily,1953-11-09,Andrew,1949-10-01,Maria,1952-05-02,Emily was born on the day Cambodia gained independence. Andrew was born on the day the People's Republic of China was established. Maria was born on the day the first passenger jet flight route opened between London and Johannesburg. The oldest is,1949-10-01,Andrew
Frank,1943-02-02,Jack,1942-04-09,Maria,1941-12-07,Frank was born on the day the Battle of Stalingrad ended. Jack was born on the day of the Bataan Death March. Maria was born on the day the Japanese Attack on Pearl Harbor occurred. The oldest is,1941-12-07,Maria
Marco,1954-04-12,Ryan,1946-06-02,Ian,1959-02-19,Marco was born on the day Rock Around the Clock brought rock and roll to the American mainstream. Ryan was born on the day Italy became a republic. Ian was born on the day Cyprus gained independence. The oldest is,1946-06-02,Ryan
John,1954-08-01,Jerry,1950-12-30,Bob,1946-08-16,John was born on the day the First Indochina War ended. Jerry was born on the day Peoples' World Convention took place. Bob was born on the day Mustafa Barzani founded the Kurdistan Democratic Party. The oldest is,1946-08-16,Bob
Connor,1945-09-02,Andrew,1949-06-08,John,1951-09-18,Connor was born on the day World War II ended in Asia. Andrew was born on the day George Orwell published Nineteen Eighty-Four. John was born on the day The Day the Earth Stood Still was released. The oldest is,1945-09-02,Connor
Andrew,1954-11-01,Alex,1943-01-15,Charlie,1951-07-01,Andrew was born on the day the Algerian War began. Alex was born on the day The Pentagon was completed. Charlie was born on the day the Colombo Plan commenced. The oldest is,1943-01-15,Alex
Hope,1957-03-25,Kyle,1954-04-12,Martin,1955-02-24,Hope was born on the day the Treaty of Rome was signed. Kyle was born on the day Rock Around the Clock brought rock and roll to the American mainstream. Martin was born on the day the Central Treaty Organization was formed. The oldest is,1954-04-12,Kyle
Ian,1959-02-19,John,1954-08-01,Henry,1958-10-02,Ian was born on the day Cyprus gained independence. John was born on the day the First Indochina War ended. Henry was born on the day Guinea gained independence from France. The oldest is,1954-08-01,John
Mark,1944-06-06,Andrew,1956-03-20,Charlie,1946-10-27,Mark was born on the day of D-Day landings Andrew was born on the day Tunisia gained independence from France. Charlie was born on the day the French Fourth Republic was established. The oldest is,1944-06-06,Mark
Jason,1944-06-06,Joy,1948-01-30,Alex,1951-09-08,Jason was born on the day of D-Day landings Joy was born on the day Mahatma Gandhi was assassinated. Alex was born on the day the Occupation of Japan ended. The oldest is,1944-06-06,Jason
Jerry,1942-04-09,Jack,1945-10-29,Maria,1958-10-02,Jerry was born on the day of the Bataan Death March. Jack was born on the day Getúlio Vargas was deposed. Maria was born on the day Guinea gained independence from France. The oldest is,1942-04-09,Jerry
Andrew,1950-08-25,Hope,1959-02-19,Martin,1955-02-24,Andrew was born on the day Bertie the Brain was released. Hope was born on the day Cyprus gained independence. Martin was born on the day the Central Treaty Organization was formed. The oldest is,1950-08-25,Andrew
Jack,1950-08-25,Maria,1958-10-02,Matt,1946-07-04,Jack was born on the day Bertie the Brain was released. Maria was born on the day Guinea gained independence from France. Matt was born on the day the Philippines declared independence. The oldest is,1946-07-04,Matt
Jack,1956-05-09,Emily,1954-05-17,Andrew,1958-10-28,Jack was born on the day the first Eurovision was held. Emily was born on the day the Supreme Court decided Brown v. Board of Education. John XXIII was born on the day he became Pope. The oldest is,1954-05-17,Emily
Hunter,1949-10-01,Jason,1944-06-06,Brandon,1955-05-14,Hunter was born on the day the People's Republic of China was established. Jason was born on the day of D-Day landings Brandon was born on the day the Warsaw Pact was signed. The oldest is,1944-06-06,Jason
Peter,1948-04-16,George,1948-12-10,Frank,1959-08-21,Peter was born on the day the OECD was founded. George was born on the day the Universal Declaration of Human Rights was adopted. Frank was born on the day Hawaii was admitted to the United States. The oldest is,1948-04-16,Peter
April,1954-10-23,Frank,1945-08-17,Steve,1949-10-01,April was born on the day the Western European Union was established. Frank was born on the day Independence of Indonesia was proclaimed. Steve was born on the day the People's Republic of China was established. The oldest is,1945-08-17,Frank
Hope,1943-02-02,Henry,1954-09-03,Hunter,1949-10-07,Hope was born on the day the Battle of Stalingrad ended. Henry was born on the day the First Taiwan Strait Crisis began. Hunter was born on the day East Germany was created. The oldest is,1943-02-02,Hope
Peter,1948-04-16,Charlie,1946-10-27,Marco,1954-04-12,Peter was born on the day the OECD was founded. Charlie was born on the day the French Fourth Republic was established. Marco was born on the day Rock Around the Clock brought rock and roll to the American mainstream. The oldest is,1946-10-27,Charlie
Hope,1957-03-25,Leon,1944-07-20,Joy,1953-03-05,Hope was born on the day the Treaty of Rome was signed. Leon was born on the day Adolf Hitler survived the assassination attempt. Joy was born on the day Death of Stalin occurred. The oldest is,1944-07-20,Leon
Henry,1958-10-02,Rose,1940-09-07,Jack,1956-05-09,Henry was born on the day Guinea gained independence from France. Rose was born on the day The Blitz began. Jack was born on the day the first Eurovision was held. The oldest is,1940-09-07,Rose
Maria,1941-12-07,John,1954-08-01,Charlie,1945-04-12,Maria was born on the day the Japanese Attack on Pearl Harbor occurred. John was born on the day the First Indochina War ended. Charlie was born on the day Harry Truman assumed office. The oldest is,1941-12-07,Maria
Andrew,1949-10-01,Aaron,1941-09-08,Dean,1954-09-14,Andrew was born on the day the People's Republic of China was established. Aaron was born on the day the Siege of Leningrad began. Dean was born on the day the Soviet Union generated its first electricity by nuclear power. The oldest is,1941-09-08,Aaron
Ryan,1946-06-02,Marco,1950-08-25,Bob,1956-03-23,Ryan was born on the day Italy became a republic. Marco was born on the day Bertie the Brain was released. Bob was born on the day Pakistan became a republic. The oldest is,1946-06-02,Ryan
Peter,1948-04-16,Charlie,1942-08-13,Fred,1944-01-27,Peter was born on the day the OECD was founded. Charlie was born on the release date of Disney's Bambi. Fred was born on the day the Siege of Leningrad ended. The oldest is,1942-08-13,Charlie
John,1954-08-01,Frank,1959-01-03,Andrew,1950-08-25,John was born on the day the First Indochina War ended. Frank was born on the day Alaska became a US state. Andrew was born on the day Bertie the Brain was released. The oldest is,1950-08-25,Andrew
Matt,1949-10-07,Mark,1959-01-01,Leon,1945-10-08,Matt was born on the day East Germany was created. Mark was born on the day the Cuban Revolution ended. Leon was born on the day the microwave cooking oven was patented. The oldest is,1945-10-08,Leon
Bob,1959-10-07,Frank,1943-02-02,Jason,1944-06-06,Bob was born on the day the USSR probe Luna 3 sent back the first photos of the far side of the Moon. Frank was born on the day the Battle of Stalingrad ended. Jason was born on the day of D-Day landings The oldest is,1943-02-02,Frank
Frank,1945-08-17,Matt,1949-10-07,John,1944-06-06,Frank was born on the day Independence of Indonesia was proclaimed. Matt was born on the day East Germany was created. John was born on the day of D-Day landings The oldest is,1944-06-06,John
William,1948-02-04,John,1942-04-09,Robert,1949-06-14,William was born on the day Burma and Ceylon gained independence from Britain. John was born on the day of the Bataan Death March. Robert was born on the day Albert II became the first mammal in space. The oldest is,1942-04-09,John
Fred,1944-01-27,Dean,1955-08-18,Max,1948-02-04,Fred was born on the day the Siege of Leningrad ended. Dean was born on the day the First Sudanese Civil War began. Max was born on the day Burma and Ceylon gained independence from Britain. The oldest is,1944-01-27,Fred
Andrew,1949-05-23,Peter,1948-04-16,Ryan,1945-08-15,Andrew was born on the day West Germany was created. Peter was born on the day the OECD was founded. Ryan was born on Victory over Japan Day. The oldest is,1945-08-15,Ryan
Emily,1953-11-09,Marco,1950-08-25,Michael,1959-08-21,Emily was born on the day Cambodia gained independence. Marco was born on the day Bertie the Brain was released. Michael was born on the day Hawaii was admitted to the United States. The oldest is,1950-08-25,Marco
Jerry,1941-09-08,George,1953-05-29,Connor,1957-08-31,Jerry was born on the day the Siege of Leningrad began. George was born on the day the first ascent of Mount Everest took place. Connor was born on the day the Federation of Malaya gained independence. The oldest is,1941-09-08,Jerry
John,1944-06-06,Hope,1957-03-25,Leon,1944-07-20,John was born on the day of D-Day landings Hope was born on the day the Treaty of Rome was signed. Leon was born on the day Adolf Hitler survived the assassination attempt. The oldest is,1944-06-06,John
Michael,1959-08-21,Ian,1959-02-19,George,1948-12-10,Michael was born on the day Hawaii was admitted to the United States. Ian was born on the day Cyprus gained independence. George was born on the day the Universal Declaration of Human Rights was adopted. The oldest is,1948-12-10,George
Frank,1959-01-03,Ryan,1945-08-15,Leon,1944-06-06,Frank was born on the day Alaska became a US state. Ryan was born on Victory over Japan Day. Leon was born on the day of D-Day landings The oldest is,1944-06-06,Leon
Walker,1965-09-30,Michael,1952-02-06,Rachel,1953-11-09,Walker was born on the day the 30 September Movement occurred. Michael was born on the day Queen Elizabeth II became monarch. Rachel was born on the day Cambodia gained independence. The oldest is,1952-02-06,Michael
Dean,1963-06-21,Andrew,1954-11-01,Frank,1959-08-21,Dean was born on the day Paul VI became Pope. Andrew was born on the day the Algerian War began. Frank was born on the day Hawaii was admitted to the United States. The oldest is,1954-11-01,Andrew
Luke,1969-03-02,Peter,1962-07-02,Hunter,1967-07-06,Luke was born on the day Concorde made its first flight. Peter was born on the day Walmart was founded. Hunter was born on the day the Biafran secession triggered the Nigerian Civil War. The oldest is,1962-07-02,Peter
Henry,1969-07-20,Jerry,1953-05-29,Josh,1967-07-17,Henry was born on the day of Apollo 11 Moon landing. Jerry was born on the day the first ascent of Mount Everest took place. Josh was born on the day John Coltrane died. The oldest is,1953-05-29,Jerry
Walker,1965-12-08,Alex,1960-01-22,Maria,1953-11-09,Walker was born on the day the Second Vatican Council was closed. Alex was born on the day the first crewed descent to the Mariana Trench occurred. Maria was born on the day Cambodia gained independence. The oldest is,1953-11-09,Maria
Hunter,1967-07-06,Grant,1962-07-02,Laura,1968-09-06,Hunter was born on the day the Biafran secession triggered the Nigerian Civil War. Grant was born on the day Walmart was founded. Laura was born on the day Swaziland gained independence. The oldest is,1962-07-02,Grant
Hope,1959-02-19,Andrew,1958-10-28,Marco,1954-04-12,Hope was born on the day Cyprus gained independence. John XXIII was born on the day he became Pope. Marco was born on the day Rock Around the Clock brought rock and roll to the American mainstream. The oldest is,1954-04-12,Marco
Matt,1965-04-26,Rose,1953-04-25,Luke,1968-09-06,Matt was born on the day Rede Globo was established. Rose was born on the day the structure of DNA was discovered. Luke was born on the day Swaziland gained independence. The oldest is,1953-04-25,Rose
Neil,1965-04-26,Robert,1965-12-30,Joy,1953-03-05,Neil was born on the day Rede Globo was established. Robert was born on the day Ferdinand Marcos became President of the Philippines. Joy was born on the day Death of Stalin occurred. The oldest is,1953-03-05,Joy
Joy,1953-03-05,Andrew,1964-07-04,Henry,1955-04-18,Joy was born on the day Death of Stalin occurred. Andrew was born on the day the Rhodesian Bush War began. Henry was born on the day Albert Einstein died. The oldest is,1953-03-05,Joy
Frank,1964-09-21,Connor,1967-07-06,Alex,1963-11-22,Frank was born on the day Malta gained independence. Connor was born on the day the Biafran secession triggered the Nigerian Civil War. Alex was born on the day John F. Kennedy was assassinated. The oldest is,1963-11-22,Alex
Andrew,1954-11-01,Connor,1966-08-11,Marco,1964-07-04,Andrew was born on the day the Algerian War began. Connor was born on the day the Indonesia–Malaysia confrontation ended. Marco was born on the day the Rhodesian Bush War began. The oldest is,1954-11-01,Andrew
Mark,1966-10-04,Michael,1952-02-06,Maria,1957-12-20,Mark was born on the day Lesotho gained independence. Michael was born on the day Queen Elizabeth II became monarch. Maria was born on the day the Boeing 707 first flew. The oldest is,1952-02-06,Michael
John,1954-08-01,Bob,1959-10-07,George,1952-11-01,John was born on the day the First Indochina War ended. Bob was born on the day the USSR probe Luna 3 sent back the first photos of the far side of the Moon. George was born on the day the United States detonated the first hydrogen bomb. The oldest is,1952-11-01,George
Jack,1956-05-09,Alex,1963-06-21,Luke,1964-10-16,Jack was born on the day the first Eurovision was held. Alex was born on the day Paul VI became Pope. Luke was born on the day China detonated its first nuclear weapon. The oldest is,1956-05-09,Jack
Fred,1962-09-26,Grant,1969-11-10,Jerry,1953-05-29,Fred was born on the day the Mutawakkilite Kingdom of Yemen ended with a coup. Grant was born on the day Sesame Street premiered its debut episode. Jerry was born on the day the first ascent of Mount Everest took place. The oldest is,1953-05-29,Jerry
Ian,1965-12-30,Jack,1956-05-09,Maria,1957-12-20,Ian was born on the day Ferdinand Marcos became President of the Philippines. Jack was born on the day the first Eurovision was held. Maria was born on the day the Boeing 707 first flew. The oldest is,1956-05-09,Jack
Hunter,1967-07-06,Alice,1960-04-21,Emily,1953-11-09,Hunter was born on the day the Biafran secession triggered the Nigerian Civil War. Alice was born on the day the construction of Brasília was finished. Emily was born on the day Cambodia gained independence. The oldest is,1953-11-09,Emily
William,1966-11-30,Walker,1964-03-27,Bob,1962-09-26,William was born on the day Barbados gained independence. Walker was born on the day The Great Alaska Earthquake occurred. Bob was born on the day the Mutawakkilite Kingdom of Yemen ended with a coup. The oldest is,1962-09-26,Bob
Josh,1964-01-12,Peter,1962-07-02,Luke,1954-09-03,Josh was born on the day the Zanzibar Revolution overthrew the Afro Shiraz ruling class. Peter was born on the day Walmart was founded. Luke was born on the day the First Taiwan Strait Crisis began. The oldest is,1954-09-03,Luke
Matt,1955-04-18,Dean,1955-08-18,William,1966-11-30,Matt was born on the day Albert Einstein died. Dean was born on the day the First Sudanese Civil War began. William was born on the day Barbados gained independence. The oldest is,1955-04-18,Matt
Leon,1953-07-27,Walker,1964-03-27,Alice,1960-04-21,Leon was born on the day the Korean War ended. Walker was born on the day The Great Alaska Earthquake occurred. Alice was born on the day the construction of Brasília was finished. The oldest is,1953-07-27,Leon
Charlie,1951-07-01,Ian,1958-07-29,Leon,1965-09-30,Charlie was born on the day the Colombo Plan commenced. Ian was born on the day NASA was formed. Leon was born on the day the 30 September Movement occurred. The oldest is,1951-07-01,Charlie
Dean,1965-05-18,Jack,1960-11-08,Jason,1964-07-04,Dean was born on the day Eli Cohen was hanged. Jack was born on the day the first televised presidential debates took place. Jason was born on the day the Rhodesian Bush War began. The oldest is,1960-11-08,Jack
Neil,1965-04-26,Rachel,1969-11-10,Kevin,1963-08-28,Neil was born on the day Rede Globo was established. Rachel was born on the day Sesame Street premiered its debut episode. Kevin was born on the day Martin Luther King Jr. delivered his 'I Have a Dream' speech. The oldest is,1963-08-28,Kevin
Rachel,1958-10-04,Henry,1954-09-03,Dean,1955-08-18,Rachel was born on the day the French Fifth Republic was established. Henry was born on the day the First Taiwan Strait Crisis began. Dean was born on the day the First Sudanese Civil War began. The oldest is,1954-09-03,Henry
Hope,1957-03-25,Richard,1964-03-27,Brandon,1967-12-17,Hope was born on the day the Treaty of Rome was signed. Richard was born on the day The Great Alaska Earthquake occurred. Brandon was born on the day Australian Prime Minister Harold Holt disappeared. The oldest is,1957-03-25,Hope
Maria,1952-05-02,Andrew,1956-03-20,Henry,1958-10-02,Maria was born on the day the first passenger jet flight route opened between London and Johannesburg. Andrew was born on the day Tunisia gained independence from France. Henry was born on the day Guinea gained independence from France. The oldest is,1952-05-02,Maria
Dean,1965-05-18,Walker,1966-10-04,William,1956-11-11,Dean was born on the day Eli Cohen was hanged. Walker was born on the day Lesotho gained independence. William was born on the day the Hungarian Uprising was crushed. The oldest is,1956-11-11,William
Henry,1969-07-20,Rachel,1956-11-11,William,1958-10-28,Henry was born on the day of Apollo 11 Moon landing. Rachel was born on the day the Hungarian Uprising was crushed. John XXIII was born on the day he became Pope. The oldest is,1956-11-11,Rachel
Josh,1966-12-15,Frank,1964-09-21,Jerry,1953-05-29,Josh was born on the death of Walt Disney. Frank was born on the day Malta gained independence. Jerry was born on the day the first ascent of Mount Everest took place. The oldest is,1953-05-29,Jerry
Maria,1964-07-02,Connor,1957-08-31,Richard,1964-03-27,Maria was born on the day the Civil Rights Act abolished segregation. Connor was born on the day the Federation of Malaya gained independence. Richard was born on the day The Great Alaska Earthquake occurred. The oldest is,1957-08-31,Connor
Richard,1964-03-27,Dean,1969-01-13,Luke,1963-11-22,Richard was born on the day The Great Alaska Earthquake occurred. Dean was born on the day Samsung Electronics was founded. Luke was born on the day John F. Kennedy was assassinated. The oldest is,1963-11-22,Luke
Andrew,1964-07-04,Rachel,1968-06-05,George,1960-01-22,Andrew was born on the day the Rhodesian Bush War began. Rachel was born on the day Robert F. Kennedy was assassinated. George was born on the day the first crewed descent to the Mariana Trench occurred. The oldest is,1960-01-22,George
Andrew,1965-04-24,Alex,1960-01-22,Grant,1968-03-16,Andrew was born on the day the Dominican Civil War ended. Alex was born on the day the first crewed descent to the Mariana Trench occurred. Grant was born on the day the My Lai massacre occurred. The oldest is,1960-01-22,Alex
Matt,1965-04-26,Marco,1964-07-04,Connor,1956-03-23,Matt was born on the day Rede Globo was established. Marco was born on the day the Rhodesian Bush War began. Connor was born on the day Pakistan became a republic. The oldest is,1956-03-23,Connor
John,1954-08-01,April,1968-09-06,Charlie,1951-07-01,John was born on the day the First Indochina War ended. April was born on the day Swaziland gained independence. Charlie was born on the day the Colombo Plan commenced. The oldest is,1951-07-01,Charlie
Grant,1968-03-16,George,1964-07-06,Leon,1963-05-27,Grant was born on the day the My Lai massacre occurred. George was born on the day Malawi gained independence. Leon was born on the day Bob Dylan released The Freewheelin' Bob Dylan. The oldest is,1963-05-27,Leon
Henry,1969-07-20,Jack,1956-05-09,Joy,1961-01-20,Henry was born on the day of Apollo 11 Moon landing. Jack was born on the day the first Eurovision was held. Joy was born on the day John F. Kennedy became President. The oldest is,1956-05-09,Jack
Andrew,1958-10-28,John,1951-09-18,April,1968-09-06,John XXIII was born on the day he became Pope. John was born on the day The Day the Earth Stood Still was released. April was born on the day Swaziland gained independence. The oldest is,1951-09-18,John
William,1958-10-28,Brandon,1967-12-17,Jack,1956-05-09,John XXIII was born on the day he became Pope. Brandon was born on the day Australian Prime Minister Harold Holt disappeared. Jack was born on the day the first Eurovision was held. The oldest is,1956-05-09,Jack
Andrew,1964-05-27,Henry,1968-03-21,William,1956-11-11,Andrew was born on the day the Colombian armed conflict began. Henry was born on the day the Battle of Karameh occurred. William was born on the day the Hungarian Uprising was crushed. The oldest is,1956-11-11,William
William,1969-04-28,Walker,1963-01-01,Rachel,1969-11-10,William was born on the day Charles de Gaulle resigned. Walker was born on the day the Astro Boy anime premiered. Rachel was born on the day Sesame Street premiered its debut episode. The oldest is,1963-01-01,Walker
Walker,1960-11-08,Martin,1955-02-24,Laura,1969-03-02,Walker was born on the day the first televised presidential debates took place. Martin was born on the day the Central Treaty Organization was formed. Laura was born on the day Concorde made its first flight. The oldest is,1955-02-24,Martin
Walker,1965-12-08,Connor,1966-08-11,Rachel,1956-11-11,Walker was born on the day the Second Vatican Council was closed. Connor was born on the day the Indonesia–Malaysia confrontation ended. Rachel was born on the day the Hungarian Uprising was crushed. The oldest is,1956-11-11,Rachel
Andrew,1965-04-24,Frank,1959-01-03,Matt,1962-10-11,Andrew was born on the day the Dominican Civil War ended. Frank was born on the day Alaska became a US state. Matt was born on the day the Second Vatican Council was opened. The oldest is,1959-01-03,Frank
Andrew,1964-05-27,Robert,1965-12-30,Tyler,1951-09-08,Andrew was born on the day the Colombian armed conflict began. Robert was born on the day Ferdinand Marcos became President of the Philippines. Tyler was born on the day the Occupation of Japan ended. The oldest is,1951-09-08,Tyler
Brandon,1955-05-14,Walker,1960-11-08,Alex,1963-11-22,Brandon was born on the day the Warsaw Pact was signed. Walker was born on the day the first televised presidential debates took place. Alex was born on the day John F. Kennedy was assassinated. The oldest is,1955-05-14,Brandon
Frank,1964-09-21,Maria,1958-10-02,Alex,1965-09-30,Frank was born on the day Malta gained independence. Maria was born on the day Guinea gained independence from France. Alex was born on the day the 30 September Movement occurred. The oldest is,1958-10-02,Maria
Walker,1965-09-30,Leon,1953-07-27,Jack,1960-11-08,Walker was born on the day the 30 September Movement occurred. Leon was born on the day the Korean War ended. Jack was born on the day the first televised presidential debates took place. The oldest is,1953-07-27,Leon
Jason,1965-04-26,Walker,1964-03-27,Rachel,1953-11-09,Jason was born on the day Rede Globo was established. Walker was born on the day The Great Alaska Earthquake occurred. Rachel was born on the day Cambodia gained independence. The oldest is,1953-11-09,Rachel
Hope,1959-02-19,Andrew,1956-03-20,Rose,1964-03-27,Hope was born on the day Cyprus gained independence. Andrew was born on the day Tunisia gained independence from France. Rose was born on the day The Great Alaska Earthquake occurred. The oldest is,1956-03-20,Andrew
Maria,1958-10-02,Ian,1958-07-29,Marco,1964-07-04,Maria was born on the day Guinea gained independence from France. Ian was born on the day NASA was formed. Marco was born on the day the Rhodesian Bush War began. The oldest is,1958-07-29,Ian
Maria,1958-10-02,Henry,1968-03-21,Luke,1969-03-02,Maria was born on the day Guinea gained independence from France. Henry was born on the day the Battle of Karameh occurred. Luke was born on the day Concorde made its first flight. The oldest is,1958-10-02,Maria
Robert,1963-01-20,Leon,1953-07-27,Laura,1961-05-25,Robert was born on the day the Indonesia-Malaysia confrontation began. Leon was born on the day the Korean War ended. Laura was born on the day John F. Kennedy declared his objective of landing a man on the Moon. The oldest is,1953-07-27,Leon
Maria,1964-07-02,Bob,1956-03-23,Robert,1965-12-30,Maria was born on the day the Civil Rights Act abolished segregation. Bob was born on the day Pakistan became a republic. Robert was born on the day Ferdinand Marcos became President of the Philippines. The oldest is,1956-03-23,Bob
Hope,1960-10-12,Matt,1955-04-18,Richard,1952-07-26,Hope was born on the day Inejiro Asanuma was assassinated. Matt was born on the day Albert Einstein died. Richard was born on the day Eva Perón died. The oldest is,1952-07-26,Richard
Neil,1951-09-08,Marco,1964-07-04,George,1965-08-09,Neil was born on the day the Occupation of Japan ended. Marco was born on the day the Rhodesian Bush War began. George was born on the day Singapore gained independence. The oldest is,1951-09-08,Neil
Laura,1968-09-06,Emily,1953-11-09,Ian,1965-12-30,Laura was born on the day Swaziland gained independence. Emily was born on the day Cambodia gained independence. Ian was born on the day Ferdinand Marcos became President of the Philippines. The oldest is,1953-11-09,Emily
Fred,1962-09-26,Andrew,1954-11-01,Martin,1958-10-04,Fred was born on the day the Mutawakkilite Kingdom of Yemen ended with a coup. Andrew was born on the day the Algerian War began. Martin was born on the day the French Fifth Republic was established. The oldest is,1954-11-01,Andrew
Connor,1966-08-11,Peter,1962-07-02,Walker,1960-11-08,Connor was born on the day the Indonesia–Malaysia confrontation ended. Peter was born on the day Walmart was founded. Walker was born on the day the first televised presidential debates took place. The oldest is,1960-11-08,Walker
Maria,1958-10-02,Alex,1963-11-22,Richard,1952-07-26,Maria was born on the day Guinea gained independence from France. Alex was born on the day John F. Kennedy was assassinated. Richard was born on the day Eva Perón died. The oldest is,1952-07-26,Richard
Mark,1969-01-13,Bob,1959-10-07,Neil,1951-09-08,Mark was born on the day Samsung Electronics was founded. Bob was born on the day the USSR probe Luna 3 sent back the first photos of the far side of the Moon. Neil was born on the day the Occupation of Japan ended. The oldest is,1951-09-08,Neil
Dean,1954-09-14,Kevin,1963-08-28,Steve,1965-04-24,Dean was born on the day the Soviet Union generated its first electricity by nuclear power. Kevin was born on the day Martin Luther King Jr. delivered his 'I Have a Dream' speech. Steve was born on the day the Dominican Civil War ended. The oldest is,1954-09-14,Dean
Andrew,1950-08-25,Bob,1960-05-22,Martin,1958-10-04,"Andrew was born on the day Bertie the Brain was released. Bob was born on the day a devastating earthquake hit Valdivia, Chile. Martin was born on the day the French Fifth Republic was established. The oldest is",1950-08-25,Andrew
Laura,1968-09-06,Steve,1966-09-30,Maria,1958-10-02,Laura was born on the day Swaziland gained independence. Steve was born on the day Botswana gained independence. Maria was born on the day Guinea gained independence from France. The oldest is,1958-10-02,Maria
Frank,1959-08-21,Marco,1950-01-26,Luke,1969-03-02,Frank was born on the day Hawaii was admitted to the United States. Marco was born on the day the Constitution of India came into effect. Luke was born on the day Concorde made its first flight. The oldest is,1950-01-26,Marco
Robert,1965-12-30,Marco,1965-03-17,Alex,1951-09-08,Robert was born on the day Ferdinand Marcos became President of the Philippines. Marco was born on the day The Voting Rights Act of 1965 was inspired. Alex was born on the day the Occupation of Japan ended. The oldest is,1951-09-08,Alex
Bob,1960-05-22,Maria,1958-10-02,Joy,1961-08-13,"Bob was born on the day a devastating earthquake hit Valdivia, Chile. Maria was born on the day Guinea gained independence from France. Joy was born on the day the Berlin Wall was constructed. The oldest is",1958-10-02,Maria
Michael,1952-02-06,Connor,1953-07-27,Scott,1961-08-13,Michael was born on the day Queen Elizabeth II became monarch. Connor was born on the day the Korean War ended. Scott was born on the day the Berlin Wall was constructed. The oldest is,1952-02-06,Michael
Fred,1962-09-26,Richard,1952-07-26,Charlie,1961-01-17,Fred was born on the day the Mutawakkilite Kingdom of Yemen ended with a coup. Richard was born on the day Eva Perón died. Charlie was born on the day the Congo Crisis began. The oldest is,1952-07-26,Richard
Ian,1966-10-04,Michael,1959-08-21,Martin,1955-02-24,Ian was born on the day Lesotho gained independence. Michael was born on the day Hawaii was admitted to the United States. Martin was born on the day the Central Treaty Organization was formed. The oldest is,1955-02-24,Martin
George,1952-11-01,Dallas,1951-09-08,Hope,1959-02-19,George was born on the day the United States detonated the first hydrogen bomb. Dallas was born on the day the Occupation of Japan ended. Hope was born on the day Cyprus gained independence. The oldest is,1951-09-08,Dallas
William,1966-11-30,John,1960-01-22,Michael,1959-08-21,William was born on the day Barbados gained independence. John was born on the day the first crewed descent to the Mariana Trench occurred. Michael was born on the day Hawaii was admitted to the United States. The oldest is,1959-08-21,Michael
Alex,1963-06-21,Connor,1967-07-06,Kevin,1959-08-21,Alex was born on the day Paul VI became Pope. Connor was born on the day the Biafran secession triggered the Nigerian Civil War. Kevin was born on the day Hawaii was admitted to the United States. The oldest is,1959-08-21,Kevin
Mark,1955-05-01,Connor,1963-06-21,Brandon,1955-05-14,Mark was born on the First Taiwan Strait Crisis ended. Connor was born on the day Paul VI became Pope. Brandon was born on the day the Warsaw Pact was signed. The oldest is,1955-05-01,Mark
Emily,1954-05-17,Henry,1958-10-02,Kyle,1954-04-12,Emily was born on the day the Supreme Court decided Brown v. Board of Education. Henry was born on the day Guinea gained independence from France. Kyle was born on the day Rock Around the Clock brought rock and roll to the American mainstream. The oldest is,1954-04-12,Kyle
Laura,1967-05-26,Connor,1953-07-27,Bob,1959-10-07,Laura was born on the day The Beatles released Sgt. Pepper's Lonely Hearts Club Band. Connor was born on the day the Korean War ended. Bob was born on the day the USSR probe Luna 3 sent back the first photos of the far side of the Moon. The oldest is,1953-07-27,Connor
