name_1,period_length_1,period_str_1,name_2,period_length_2,period_str_2,name_3,period_length_3,period_str_3,context,period_type,correct_period_str,correct_period_length,correct_answer
Dallas,5.0,six times a month,Marco,7.0,every week,Hunter,30.0,every month,Dallas goes on a vacation six times a month. Marco goes on a vacation every week. Hunter goes on a vacation every month. The person who goes on a vacation more often is,weeks,six times a month,5.0,Dallas
Joy,3.5,twice a week,Laura,1.4,five times a week,Grant,6.0,every 6 days,Joy changes the bed sheets twice a week. Laura changes the bed sheets five times a week. Grant changes the bed sheets every 6 days. The person who changes the bed sheets more often is,days,five times a week,1.4,Laura
Blake,150.0,every 5 months,Brandon,121.66666666666667,three times a year,Leon,30.0,monthly,Blake attends a concert every 5 months. Brandon attends a concert three times a year. Leon attends a concert monthly. The person who attends a concert more often is,months,monthly,30.0,Leon
Hunter,1.1666666666666667,six times a week,Max,1.75,four times a week,Richard,2.3333333333333335,three times a week,Hunter goes shopping six times a week. Max goes shopping four times a week. Richard goes shopping three times a week. The person who goes shopping more often is,days,six times a week,1.1666666666666667,Hunter
Laura,2190.0,every 6 years,Kyle,1825.0,every 5 years,Richard,365.0,every year,Laura visits Italy every 6 years. Kyle visits Italy every 5 years. Richard visits Italy every year. The person who visits Italy more often is,years,every year,365.0,Richard
Kevin,1460.0,every 4 years,Dean,1095.0,every 3 years,Ryan,365.0,every year,Kevin renews their driver's license every 4 years. Dean renews their driver's license every 3 years. Ryan renews their driver's license every year. The person who renews their driver's license more often is,years,every year,365.0,Ryan
Kyle,7.0,every week,Blake,1.0,every day,Peter,1.4,five times a week,Kyle plays tennis every week. Blake plays tennis every day. Peter plays tennis five times a week. The person who plays tennis more often is,days,every day,1.0,Blake
Rachel,365.0,every year,Martin,90.0,every 3 months,Laura,120.0,every 4 months,Rachel goes on a business trip every year. Martin goes on a business trip every 3 months. Laura goes on a business trip every 4 months. The person who goes on a business trip more often is,months,every 3 months,90.0,Martin
Kyle,5.0,every 5 days,Aaron,1.75,four times a week,William,1.1666666666666667,six times a week,Kyle refuels the car every 5 days. Aaron refuels the car four times a week. William refuels the car six times a week. The person who refuels the car more often is,days,six times a week,1.1666666666666667,William
Dallas,3.0,every 3 days,Ian,1.0,every day,Hope,3.5,twice a week,Dallas visits their grandparents every 3 days. Ian visits their grandparents every day. Hope visits their grandparents twice a week. The person who visits their grandparents more often is,days,every day,1.0,Ian
Ian,90.0,every 3 months,Rose,30.0,monthly,Josh,365.0,every year,Ian visits their grandparents every 3 months. Rose visits their grandparents monthly. Josh visits their grandparents every year. The person who visits their grandparents more often is,months,monthly,30.0,Rose
Blake,1.0,daily,Kevin,3.5,twice a week,Andrew,1.75,four times a week,Blake takes out the trash daily. Kevin takes out the trash twice a week. Andrew takes out the trash four times a week. The person who takes out the trash more often is,days,daily,1.0,Blake
Blake,1.0,every day,William,1.1666666666666667,six times a week,Ian,5.0,every 5 days,Blake goes shopping every day. William goes shopping six times a week. Ian goes shopping every 5 days. The person who goes shopping more often is,days,every day,1.0,Blake
William,15.0,twice a month,Jason,6.0,five times a month,Connor,30.0,every month,William plays tennis twice a month. Jason plays tennis five times a month. Connor plays tennis every month. The person who plays tennis more often is,weeks,five times a month,6.0,Jason
Josh,7.0,every week,Rachel,6.0,every 6 days,Luke,5.0,every 5 days,Josh plays volleyball every week. Rachel plays volleyball every 6 days. Luke plays volleyball every 5 days. The person who plays volleyball more often is,days,every 5 days,5.0,Luke
Emily,73.0,five times a year,Ryan,180.0,every 6 months,Charlie,182.5,twice a year,Emily visits the US five times a year. Ryan visits the US every 6 months. Charlie visits the US twice a year. The person who visits the US more often is,months,five times a year,73.0,Emily
Grant,3.5,twice a week,Jack,7.0,every week,Rose,3.0,every 3 days,Grant plays soccer twice a week. Jack plays soccer every week. Rose plays soccer every 3 days. The person who plays soccer more often is,days,every 3 days,3.0,Rose
Emily,182.5,twice a year,Luke,150.0,every 5 months,Kevin,73.0,five times a year,Emily throws a party twice a year. Luke throws a party every 5 months. Kevin throws a party five times a year. The person who throws a party more often is,months,five times a year,73.0,Kevin
Connor,35.0,every 5 weeks,Bob,10.0,three times a month,Kevin,14.0,every other week,Connor takes out the trash every 5 weeks. Bob takes out the trash three times a month. Kevin takes out the trash every other week. The person who takes out the trash more often is,weeks,three times a month,10.0,Bob
Charlie,21.0,every 3 weeks,William,15.0,twice a month,Michael,14.0,every other week,Charlie participates in the meditation group every 3 weeks. William participates in the meditation group twice a month. Michael participates in the meditation group every other week. The person who participates in the meditation group more often is,weeks,every other week,14.0,Michael
Dean,121.66666666666667,three times a year,Henry,90.0,every 3 months,Blake,182.5,twice a year,Dean goes on a business trip three times a year. Henry goes on a business trip every 3 months. Blake goes on a business trip twice a year. The person who goes on a business trip more often is,months,every 3 months,90.0,Henry
Neil,7.0,every week,Steve,1.0,every day,Andrew,4.0,every 4 days,Neil changes the bed sheets every week. Steve changes the bed sheets every day. Andrew changes the bed sheets every 4 days. The person who changes the bed sheets more often is,days,every day,1.0,Steve
Martin,35.0,every 5 weeks,Bob,7.5,four times a month,Charlie,5.0,six times a month,Martin attends a festival every 5 weeks. Bob attends a festival four times a month. Charlie attends a festival six times a month. The person who attends a festival more often is,weeks,six times a month,5.0,Charlie
Michael,7.0,every week,Kyle,1.0,daily,Tyler,1.4,five times a week,Michael plays basketball every week. Kyle plays basketball daily. Tyler plays basketball five times a week. The person who plays basketball more often is,days,daily,1.0,Kyle
Luke,5.0,every 5 days,Max,1.1666666666666667,six times a week,Michael,7.0,every week,Luke plays soccer every 5 days. Max plays soccer six times a week. Michael plays soccer every week. The person who plays soccer more often is,days,six times a week,1.1666666666666667,Max
Henry,14.0,every other week,William,7.0,every week,Matt,10.0,three times a month,Henry plays tennis every other week. William plays tennis every week. Matt plays tennis three times a month. The person who plays tennis more often is,weeks,every week,7.0,William
Charlie,1095.0,every 3 years,Michael,1825.0,every 5 years,Max,365.0,every year,Charlie visits Europe every 3 years. Michael visits Europe every 5 years. Max visits Europe every year. The person who visits Europe more often is,years,every year,365.0,Max
Josh,35.0,every 5 weeks,Connor,15.0,twice a month,Emily,10.0,three times a month,Josh goes on a business trip every 5 weeks. Connor goes on a business trip twice a month. Emily goes on a business trip three times a month. The person who goes on a business trip more often is,weeks,three times a month,10.0,Emily
Martin,6.0,every 6 days,Kyle,3.5,twice a week,Alice,5.0,every 5 days,Martin bakes a cake every 6 days. Kyle bakes a cake twice a week. Alice bakes a cake every 5 days. The person who bakes a cake more often is,days,twice a week,3.5,Kyle
Steve,91.25,four times a year,Marco,73.0,five times a year,Martin,60.833333333333336,six times a year,Steve goes hiking four times a year. Marco goes hiking five times a year. Martin goes hiking six times a year. The person who goes hiking more often is,months,six times a year,60.833333333333336,Martin
Matt,21.0,every 3 weeks,Bob,7.5,four times a month,Rachel,7.0,every week,Matt visits their grandparents every 3 weeks. Bob visits their grandparents four times a month. Rachel visits their grandparents every week. The person who visits their grandparents more often is,weeks,every week,7.0,Rachel
Alice,42.0,every 6 weeks,Dallas,15.0,twice a month,Max,7.5,four times a month,Alice goes to the dentist every 6 weeks. Dallas goes to the dentist twice a month. Max goes to the dentist four times a month. The person who goes to the dentist more often is,weeks,four times a month,7.5,Max
Kevin,6.0,every 6 days,Alex,2.3333333333333335,three times a week,Laura,7.0,every week,Kevin does the laundry every 6 days. Alex does the laundry three times a week. Laura does the laundry every week. The person who does the laundry more often is,days,three times a week,2.3333333333333335,Alex
Joy,30.0,monthly,Michael,73.0,five times a year,Dallas,60.0,every other month,Joy visits Italy monthly. Michael visits Italy five times a year. Dallas visits Italy every other month. The person who visits Italy more often is,months,monthly,30.0,Joy
Leon,2.3333333333333335,three times a week,Brandon,5.0,every 5 days,John,3.5,twice a week,Leon changes the bed sheets three times a week. Brandon changes the bed sheets every 5 days. John changes the bed sheets twice a week. The person who changes the bed sheets more often is,days,three times a week,2.3333333333333335,Leon
Richard,1.1666666666666667,six times a week,Jack,3.5,twice a week,Josh,7.0,every week,Richard buys groceries six times a week. Jack buys groceries twice a week. Josh buys groceries every week. The person who buy groceries more often is,days,six times a week,1.1666666666666667,Richard
Marco,7.0,every week,Max,35.0,every 5 weeks,John,30.0,every month,Marco goes to the gym every week. Max goes to the gym every 5 weeks. John goes to the gym every month. The person who goes to the gym more often is,weeks,every week,7.0,Marco
Rose,2.3333333333333335,three times a week,Kyle,5.0,every 5 days,Hunter,3.0,every 3 days,Rose changes the bed sheets three times a week. Kyle changes the bed sheets every 5 days. Hunter changes the bed sheets every 3 days. The person who changes the bed sheets more often is,days,three times a week,2.3333333333333335,Rose
Matt,2.0,every other day,John,4.0,every 4 days,Marco,2.3333333333333335,three times a week,Matt bakes a cake every other day. John bakes a cake every 4 days. Marco bakes a cake three times a week. The person who bakes a cake more often is,days,every other day,2.0,Matt
Kyle,182.5,twice a year,Michael,30.0,monthly,Kevin,60.0,every two months,Kyle attends a conference twice a year. Michael attends a conference monthly. Kevin attends a conference every two months. The person who attends a conference more often is,months,monthly,30.0,Michael
Scott,3.0,every 3 days,Bob,2.0,every other day,Frank,1.4,five times a week,Scott cleans the house every 3 days. Bob cleans the house every other day. Frank cleans the house five times a week. The person who cleans the house more often is,days,five times a week,1.4,Frank
Richard,60.833333333333336,six times a year,Ian,91.25,four times a year,Dallas,121.66666666666667,three times a year,Richard goes on a business trip six times a year. Ian goes on a business trip four times a year. Dallas goes on a business trip three times a year. The person who goes on a business trip more often is,months,six times a year,60.833333333333336,Richard
Tyler,60.0,every other month,Laura,73.0,five times a year,April,150.0,every 5 months,Tyler mows the lawn every other month. Laura mows the lawn five times a year. April mows the lawn every 5 months. The person who mows the lawn more often is,months,every other month,60.0,Tyler
Charlie,42.0,every 6 weeks,Kevin,14.0,every other week,Bob,6.0,five times a month,Charlie takes out the trash every 6 weeks. Kevin takes out the trash every other week. Bob takes out the trash five times a month. The person who takes out the trash more often is,weeks,five times a month,6.0,Bob
Dean,90.0,every 3 months,Peter,150.0,every 5 months,Michael,73.0,five times a year,Dean visits the US every 3 months. Peter visits the US every 5 months. Michael visits the US five times a year. The person who visits the US more often is,months,five times a year,73.0,Michael
Joy,35.0,every 5 weeks,Kevin,14.0,every other week,Matt,21.0,every 3 weeks,Joy changes the bed sheets every 5 weeks. Kevin changes the bed sheets every other week. Matt changes the bed sheets every 3 weeks. The person who changes the bed sheets more often is,weeks,every other week,14.0,Kevin
Josh,21.0,every 3 weeks,Jason,7.0,every week,Robert,35.0,every 5 weeks,Josh visits the doctor every 3 weeks. Jason visits the doctor every week. Robert visits the doctor every 5 weeks. The person who visits the doctor more often is,weeks,every week,7.0,Jason
Leon,7.5,four times a month,Hunter,28.0,every 4 weeks,Aaron,14.0,every other week,Leon goes hiking four times a month. Hunter goes hiking every 4 weeks. Aaron goes hiking every other week. The person who goes hiking more often is,weeks,four times a month,7.5,Leon
Ian,91.25,four times a year,Michael,60.833333333333336,six times a year,Neil,365.0,every year,Ian visits the doctor four times a year. Michael visits the doctor six times a year. Neil visits the doctor every year. The person who visits the doctor more often is,months,six times a year,60.833333333333336,Michael
Neil,365.0,every year,Tyler,30.0,monthly,Dallas,60.0,every other month,Neil visits the US every year. Tyler visits the US monthly. Dallas visits the US every other month. The person who visits the US more often is,months,monthly,30.0,Tyler
Mark,6.0,five times a month,Neil,21.0,every 3 weeks,Emily,42.0,every 6 weeks,Mark visits France five times a month. Neil visits France every 3 weeks. Emily visits France every 6 weeks. The person who visits France more often is,weeks,five times a month,6.0,Mark
Peter,2.3333333333333335,three times a week,Frank,3.0,every 3 days,Neil,1.75,four times a week,Peter visits their grandparents three times a week. Frank visits their grandparents every 3 days. Neil visits their grandparents four times a week. The person who visits their grandparents more often is,days,four times a week,1.75,Neil
Kyle,2.3333333333333335,three times a week,Fred,6.0,every 6 days,Max,1.1666666666666667,six times a week,Kyle takes out the trash three times a week. Fred takes out the trash every 6 days. Max takes out the trash six times a week. The person who takes out the trash more often is,days,six times a week,1.1666666666666667,Max
Kevin,1.1666666666666667,six times a week,Hunter,3.0,every 3 days,Dean,3.5,twice a week,Kevin watches a movie six times a week. Hunter watches a movie every 3 days. Dean watches a movie twice a week. The person who watches a movie more often is,days,six times a week,1.1666666666666667,Kevin
Scott,2.0,every other day,Charlie,1.0,daily,Neil,3.0,every 3 days,Scott goes for a swim every other day. Charlie goes for a swim daily. Neil goes for a swim every 3 days. The person who goes for a swim more often is,days,daily,1.0,Charlie
Charlie,182.5,twice a year,Robert,150.0,every 5 months,Maria,91.25,four times a year,Charlie goes hiking twice a year. Robert goes hiking every 5 months. Maria goes hiking four times a year. The person who goes hiking more often is,months,four times a year,91.25,Maria
Max,120.0,every 4 months,Emily,73.0,five times a year,Robert,365.0,every year,Max attends a concert every 4 months. Emily attends a concert five times a year. Robert attends a concert every year. The person who attends a concert more often is,months,five times a year,73.0,Emily
Emily,365.0,every year,Luke,730.0,every two years,Josh,1095.0,every 3 years,Emily renews their driver's license every year. Luke renews their driver's license every two years. Josh renews their driver's license every 3 years. The person who renews their driver's license more often is,years,every year,365.0,Emily
Henry,7.0,every week,John,3.0,every 3 days,Steve,1.1666666666666667,six times a week,Henry reads the newspaper every week. John reads the newspaper every 3 days. Steve reads the newspaper six times a week. The person who reads the newspaper more often is,days,six times a week,1.1666666666666667,Steve
Joy,14.0,every other week,Dallas,5.0,six times a month,Bob,7.5,four times a month,Joy does the laundry every other week. Dallas does the laundry six times a month. Bob does the laundry four times a month. The person who does the laundry more often is,weeks,six times a month,5.0,Dallas
Jerry,2.0,every other day,Jack,1.4,five times a week,Kyle,7.0,every week,Jerry visits their grandparents every other day. Jack visits their grandparents five times a week. Kyle visits their grandparents every week. The person who visits their grandparents more often is,days,five times a week,1.4,Jack
Dallas,5.0,every 5 days,Hunter,3.0,every 3 days,Luke,1.0,daily,Dallas walks the dog every 5 days. Hunter walks the dog every 3 days. Luke walks the dog daily. The person who walks the dog more often is,days,daily,1.0,Luke
Jack,3.5,twice a week,Jason,3.0,every 3 days,John,1.0,every day,Jack goes shopping twice a week. Jason goes shopping every 3 days. John goes shopping every day. The person who goes shopping more often is,days,every day,1.0,John
Marco,7.0,every week,Emily,21.0,every 3 weeks,April,15.0,twice a month,Marco goes for a swim every week. Emily goes for a swim every 3 weeks. April goes for a swim twice a month. The person who goes for a swim more often is,weeks,every week,7.0,Marco
Jack,60.0,every two months,Emily,182.5,twice a year,Charlie,73.0,five times a year,Jack attends a workshop every two months. Emily attends a workshop twice a year. Charlie attends a workshop five times a year. The person who attends a workshop more often is,months,every two months,60.0,Jack
George,1.4,five times a week,Jason,2.0,every other day,Charlie,6.0,every 6 days,George goes shopping five times a week. Jason goes shopping every other day. Charlie goes shopping every 6 days. The person who goes shopping more often is,days,five times a week,1.4,George
Aaron,1.0,every day,Rachel,6.0,every 6 days,Peter,1.75,four times a week,Aaron plays basketball every day. Rachel plays basketball every 6 days. Peter plays basketball four times a week. The person who plays basketball more often is,days,every day,1.0,Aaron
Jason,1.4,five times a week,Blake,4.0,every 4 days,Walker,1.75,four times a week,Jason bakes a cake five times a week. Blake bakes a cake every 4 days. Walker bakes a cake four times a week. The person who bakes a cake more often is,days,five times a week,1.4,Jason
Bob,90.0,every 3 months,Dallas,60.0,every two months,Henry,180.0,every 6 months,Bob visits the US every 3 months. Dallas visits the US every two months. Henry visits the US every 6 months. The person who visits the US more often is,months,every two months,60.0,Dallas
Laura,1.4,five times a week,Kevin,5.0,every 5 days,Richard,2.3333333333333335,three times a week,Laura cleans the house five times a week. Kevin cleans the house every 5 days. Richard cleans the house three times a week. The person who cleans the house more often is,days,five times a week,1.4,Laura
Kevin,6.0,every 6 days,Leon,2.3333333333333335,three times a week,Kyle,1.75,four times a week,Kevin plays volleyball every 6 days. Leon plays volleyball three times a week. Kyle plays volleyball four times a week. The person who plays volleyball more often is,days,four times a week,1.75,Kyle
Blake,1460.0,every 4 years,Martin,1095.0,every 3 years,Robert,365.0,every year,Blake visits Italy every 4 years. Martin visits Italy every 3 years. Robert visits Italy every year. The person who visits Italy more often is,years,every year,365.0,Robert
Charlie,6.0,every 6 days,John,1.0,daily,Fred,1.4,five times a week,Charlie goes for a run every 6 days. John goes for a run daily. Fred goes for a run five times a week. The person who goes for a run more often is,days,daily,1.0,John
Hunter,60.0,every two months,George,60.833333333333336,six times a year,Matt,30.0,monthly,Hunter visits the doctor every two months. George visits the doctor six times a year. Matt visits the doctor monthly. The person who visits the doctor more often is,months,monthly,30.0,Matt
Luke,5.0,six times a month,Max,6.0,five times a month,Walker,21.0,every 3 weeks,Luke does the laundry six times a month. Max does the laundry five times a month. Walker does the laundry every 3 weeks. The person who does the laundry more often is,weeks,six times a month,5.0,Luke
Connor,730.0,every two years,Mark,1825.0,every 5 years,Scott,365.0,every other year,Connor visits France every two years. Mark visits France every 5 years. Scott visits France every other year. The person who visits France more often is,years,every other year,365.0,Scott
Scott,3.5,twice a week,Martin,6.0,every 6 days,Kevin,1.1666666666666667,six times a week,Scott takes out the trash twice a week. Martin takes out the trash every 6 days. Kevin takes out the trash six times a week. The person who takes out the trash more often is,days,six times a week,1.1666666666666667,Kevin
George,1.0,every day,Dallas,5.0,every 5 days,Walker,3.5,twice a week,George reads the newspaper every day. Dallas reads the newspaper every 5 days. Walker reads the newspaper twice a week. The person who reads the newspaper more often is,days,every day,1.0,George
Charlie,6.0,every 6 days,Martin,1.75,four times a week,Kyle,7.0,every week,Charlie buys groceries every 6 days. Martin buys groceries four times a week. Kyle buys groceries every week. The person who buy groceries more often is,days,four times a week,1.75,Martin
Max,6.0,every 6 days,Maria,2.3333333333333335,three times a week,Kyle,3.5,twice a week,Max bakes a cake every 6 days. Maria bakes a cake three times a week. Kyle bakes a cake twice a week. The person who bakes a cake more often is,days,three times a week,2.3333333333333335,Maria
Martin,1.1666666666666667,six times a week,Scott,3.5,twice a week,Luke,2.0,every other day,Martin plays basketball six times a week. Scott plays basketball twice a week. Luke plays basketball every other day. The person who plays basketball more often is,days,six times a week,1.1666666666666667,Martin
Luke,1.0,daily,Bob,2.0,every other day,Henry,1.1666666666666667,six times a week,Luke plays basketball daily. Bob plays basketball every other day. Henry plays basketball six times a week. The person who plays basketball more often is,days,daily,1.0,Luke
Josh,365.0,every other year,Aaron,1095.0,every 3 years,Richard,730.0,every two years,Josh visits Italy every other year. Aaron visits Italy every 3 years. Richard visits Italy every two years. The person who visits Italy more often is,years,every other year,365.0,Josh
Jerry,4.0,every 4 days,John,3.5,twice a week,Dallas,2.0,every other day,Jerry goes to the gym every 4 days. John goes to the gym twice a week. Dallas goes to the gym every other day. The person who goes to the gym more often is,days,every other day,2.0,Dallas
Michael,73.0,five times a year,Brandon,60.0,every two months,Robert,120.0,every 4 months,Michael attends a workshop five times a year. Brandon attends a workshop every two months. Robert attends a workshop every 4 months. The person who attends a workshop more often is,months,every two months,60.0,Brandon
George,6.0,every 6 days,Leon,2.3333333333333335,three times a week,Rachel,4.0,every 4 days,George visits their grandparents every 6 days. Leon visits their grandparents three times a week. Rachel visits their grandparents every 4 days. The person who visits their grandparents more often is,days,three times a week,2.3333333333333335,Leon
Kyle,1.75,four times a week,Matt,2.0,every other day,Joy,3.5,twice a week,Kyle goes to the gym four times a week. Matt goes to the gym every other day. Joy goes to the gym twice a week. The person who goes to the gym more often is,days,four times a week,1.75,Kyle
Peter,2.3333333333333335,three times a week,Alex,3.5,twice a week,Emily,6.0,every 6 days,Peter cleans the house three times a week. Alex cleans the house twice a week. Emily cleans the house every 6 days. The person who cleans the house more often is,days,three times a week,2.3333333333333335,Peter
Andrew,4.0,every 4 days,Max,5.0,every 5 days,Scott,3.5,twice a week,Andrew does the laundry every 4 days. Max does the laundry every 5 days. Scott does the laundry twice a week. The person who does the laundry more often is,days,twice a week,3.5,Scott
Frank,121.66666666666667,three times a year,Matt,60.833333333333336,six times a year,Connor,180.0,every 6 months,Frank visits the doctor three times a year. Matt visits the doctor six times a year. Connor visits the doctor every 6 months. The person who visits the doctor more often is,months,six times a year,60.833333333333336,Matt
Marco,4.0,every 4 days,Rose,3.0,every 3 days,Henry,1.75,four times a week,Marco waters the plants every 4 days. Rose waters the plants every 3 days. Henry waters the plants four times a week. The person who waters the plants more often is,days,four times a week,1.75,Henry
Connor,5.0,six times a month,Martin,7.5,four times a month,Neil,28.0,every 4 weeks,Connor plays tennis six times a month. Martin plays tennis four times a month. Neil plays tennis every 4 weeks. The person who plays tennis more often is,weeks,six times a month,5.0,Connor
Steve,1825.0,every 5 years,Tyler,365.0,every year,George,1095.0,every 3 years,Steve visits India every 5 years. Tyler visits India every year. George visits India every 3 years. The person who visits India more often is,years,every year,365.0,Tyler
Alex,365.0,every other year,Marco,1095.0,every 3 years,Luke,1460.0,every 4 years,Alex visits the US every other year. Marco visits the US every 3 years. Luke visits the US every 4 years. The person who visits the US more often is,years,every other year,365.0,Alex
Jerry,10.0,three times a month,Leon,5.0,six times a month,Dallas,15.0,twice a month,Jerry goes hiking three times a month. Leon goes hiking six times a month. Dallas goes hiking twice a month. The person who goes hiking more often is,weeks,six times a month,5.0,Leon
Brandon,1.0,daily,Laura,1.75,four times a week,Neil,7.0,every week,Brandon plays volleyball daily. Laura plays volleyball four times a week. Neil plays volleyball every week. The person who plays volleyball more often is,days,daily,1.0,Brandon
Richard,60.833333333333336,six times a year,Michael,73.0,five times a year,Jason,150.0,every 5 months,Richard throws a party six times a year. Michael throws a party five times a year. Jason throws a party every 5 months. The person who throws a party more often is,months,six times a year,60.833333333333336,Richard
Emily,120.0,every 4 months,Joy,91.25,four times a year,John,90.0,every 3 months,Emily visits the doctor every 4 months. Joy visits the doctor four times a year. John visits the doctor every 3 months. The person who visits the doctor more often is,months,every 3 months,90.0,John
Rachel,6.0,five times a month,Tyler,30.0,every month,Andrew,7.0,every week,Rachel refuels the car five times a month. Tyler refuels the car every month. Andrew refuels the car every week. The person who refuels the car more often is,weeks,five times a month,6.0,Rachel
Max,14.0,every other week,Neil,5.0,six times a month,Peter,7.5,four times a month,Max plays tennis every other week. Neil plays tennis six times a month. Peter plays tennis four times a month. The person who plays tennis more often is,weeks,six times a month,5.0,Neil
Kyle,1825.0,every 5 years,Rose,1095.0,every 3 years,Tyler,730.0,every two years,Kyle attends a conference every 5 years. Rose attends a conference every 3 years. Tyler attends a conference every two years. The person who attends a conference more often is,years,every two years,730.0,Tyler
Michael,2.3333333333333335,three times a week,Mark,1.0,daily,Scott,3.5,twice a week,Michael goes shopping three times a week. Mark goes shopping daily. Scott goes shopping twice a week. The person who goes shopping more often is,days,daily,1.0,Mark
Andrew,1.75,four times a week,Aaron,1.0,every day,Kevin,5.0,every 5 days,Andrew goes for a run four times a week. Aaron goes for a run every day. Kevin goes for a run every 5 days. The person who goes for a run more often is,days,every day,1.0,Aaron
Rose,28.0,every 4 weeks,John,42.0,every 6 weeks,Alice,15.0,twice a month,Rose goes for a run every 4 weeks. John goes for a run every 6 weeks. Alice goes for a run twice a month. The person who goes for a run more often is,weeks,twice a month,15.0,Alice
Leon,7.0,every week,Mark,6.0,five times a month,Matt,21.0,every 3 weeks,Leon goes for a run every week. Mark goes for a run five times a month. Matt goes for a run every 3 weeks. The person who goes for a run more often is,weeks,five times a month,6.0,Mark
Ian,1.1666666666666667,six times a week,William,2.3333333333333335,three times a week,Aaron,3.5,twice a week,Ian plays basketball six times a week. William plays basketball three times a week. Aaron plays basketball twice a week. The person who plays basketball more often is,days,six times a week,1.1666666666666667,Ian
Joy,3.5,twice a week,Andrew,1.0,daily,Max,3.0,every 3 days,Joy plays basketball twice a week. Andrew plays basketball daily. Max plays basketball every 3 days. The person who plays basketball more often is,days,daily,1.0,Andrew
Bob,73.0,five times a year,Alice,30.0,monthly,Hunter,60.0,every other month,Bob goes on a vacation five times a year. Alice goes on a vacation monthly. Hunter goes on a vacation every other month. The person who goes on a vacation more often is,months,monthly,30.0,Alice
Joy,730.0,every two years,Connor,1460.0,every 4 years,Martin,1095.0,every 3 years,Joy goes to a wedding every two years. Connor goes to a wedding every 4 years. Martin goes to a wedding every 3 years. The person who goes to a wedding more often is,years,every two years,730.0,Joy
Charlie,5.0,six times a month,Aaron,7.5,four times a month,Mark,14.0,every other week,Charlie mows the lawn six times a month. Aaron mows the lawn four times a month. Mark mows the lawn every other week. The person who mows the lawn more often is,weeks,six times a month,5.0,Charlie
William,1.1666666666666667,six times a week,Ryan,1.0,daily,Andrew,2.0,every other day,William plays tennis six times a week. Ryan plays tennis daily. Andrew plays tennis every other day. The person who plays tennis more often is,days,daily,1.0,Ryan
Hunter,150.0,every 5 months,Alex,180.0,every 6 months,Brandon,60.0,every two months,Hunter goes on a business trip every 5 months. Alex goes on a business trip every 6 months. Brandon goes on a business trip every two months. The person who goes on a business trip more often is,months,every two months,60.0,Brandon
Leon,60.0,every other month,Fred,90.0,every 3 months,Laura,120.0,every 4 months,Leon goes on a business trip every other month. Fred goes on a business trip every 3 months. Laura goes on a business trip every 4 months. The person who goes on a business trip more often is,months,every other month,60.0,Leon
Alex,3.0,every 3 days,Dean,1.75,four times a week,Dallas,7.0,every week,Alex visits their grandparents every 3 days. Dean visits their grandparents four times a week. Dallas visits their grandparents every week. The person who visits their grandparents more often is,days,four times a week,1.75,Dean
Josh,2.0,every other day,Hope,1.0,daily,Marco,2.3333333333333335,three times a week,Josh bakes a cake every other day. Hope bakes a cake daily. Marco bakes a cake three times a week. The person who bakes a cake more often is,days,daily,1.0,Hope
Ryan,1460.0,every 4 years,Laura,2190.0,every 6 years,Kevin,730.0,every two years,Ryan donates to charity every 4 years. Laura donates to charity every 6 years. Kevin donates to charity every two years. The person who donates to charity more often is,years,every two years,730.0,Kevin
Charlie,21.0,every 3 weeks,Tyler,35.0,every 5 weeks,Martin,6.0,five times a month,Charlie refuels the car every 3 weeks. Tyler refuels the car every 5 weeks. Martin refuels the car five times a month. The person who refuels the car more often is,weeks,five times a month,6.0,Martin
Peter,35.0,every 5 weeks,Luke,7.5,four times a month,Joy,7.0,every week,Peter bakes a cake every 5 weeks. Luke bakes a cake four times a month. Joy bakes a cake every week. The person who bakes a cake more often is,weeks,every week,7.0,Joy
April,5.0,six times a month,Bob,35.0,every 5 weeks,Joy,21.0,every 3 weeks,April takes the dance class six times a month. Bob takes the dance class every 5 weeks. Joy takes the dance class every 3 weeks. The person who takes the dance class more often is,weeks,six times a month,5.0,April
Leon,6.0,every 6 days,Ryan,5.0,every 5 days,Peter,3.5,twice a week,Leon plays tennis every 6 days. Ryan plays tennis every 5 days. Peter plays tennis twice a week. The person who plays tennis more often is,days,twice a week,3.5,Peter
Martin,7.0,every week,Fred,6.0,five times a month,Maria,30.0,every month,Martin throws a party every week. Fred throws a party five times a month. Maria throws a party every month. The person who throws a party more often is,weeks,five times a month,6.0,Fred
Maria,5.0,six times a month,Richard,6.0,five times a month,Kevin,14.0,every other week,Maria goes to the gym six times a month. Richard goes to the gym five times a month. Kevin goes to the gym every other week. The person who goes to the gym more often is,weeks,six times a month,5.0,Maria
Robert,1.75,four times a week,Brandon,5.0,every 5 days,Walker,6.0,every 6 days,Robert waters the plants four times a week. Brandon waters the plants every 5 days. Walker waters the plants every 6 days. The person who waters the plants more often is,days,four times a week,1.75,Robert
William,2.3333333333333335,three times a week,Jerry,4.0,every 4 days,Ian,5.0,every 5 days,William plays basketball three times a week. Jerry plays basketball every 4 days. Ian plays basketball every 5 days. The person who plays basketball more often is,days,three times a week,2.3333333333333335,William
Jason,7.0,every week,Bob,7.5,four times a month,Steve,14.0,every other week,Jason cleans the windows every week. Bob cleans the windows four times a month. Steve cleans the windows every other week. The person who cleans the windows more often is,weeks,every week,7.0,Jason
