name_1,date_1,name_2,date_2,name_3,date_3,alternatives,context,correct_date,correct_month,correct_month_label,correct_answer
Aaron,2019-02-23,Kevin,2019-02-19,John,2019-04-29,"['Aaron', 'Kevin', 'John']",Aaron arrived in Italy on the 23rd of February. Kevin arrived in Italy on the 19th of February. John arrived in Italy on the 29th of April. The only person that arrived in Italy in April is,2019-04-29,April,3,John
Charlie,2019-10-03,Emily,2019-10-14,Bob,2019-12-30,"['Charlie', 'Emily', 'Bob']",Charlie arrived in Germany on the 3rd of October. Emily arrived in Germany on the 14th of October. Bob arrived in Germany on the 30th of December. The only person that arrived in Germany in December is,2019-12-30,December,11,Bob
Kevin,2019-02-11,Fred,2019-09-10,Rachel,2019-08-21,"['Kevin', 'Fred', 'Rachel']",Kevin donated clothes on the 11th of February. Fred donated clothes on the 10th of September. Rachel donated clothes on the 21st of August. The only person that donated clothes in September is,2019-09-10,September,8,Fred
Grant,2019-09-27,Laura,2019-04-21,Neil,2019-04-03,"['Grant', 'Laura', 'Neil']",Grant arrived in the UK on the 27th of September. Laura arrived in the UK on the 21st of April. Neil arrived in the UK on the 3rd of April. The only person that arrived in the UK in September is,2019-09-27,September,8,Grant
Dallas,2019-10-12,Brandon,2019-04-06,Rachel,2019-03-14,"['Dallas', 'Brandon', 'Rachel']",Dallas built a desktop computer on the 12th of October. Brandon built a desktop computer on the 6th of April. Rachel built a desktop computer on the 14th of March. The only person that built a desktop computer in October is,2019-10-12,October,9,Dallas
Hunter,2019-05-03,Matt,2019-03-22,Richard,2019-09-20,"['Hunter', 'Matt', 'Richard']",Hunter repaired the bike on the 3rd of May. Matt repaired the bike on the 22nd of March. Richard repaired the bike on the 20th of September. The only person that repaired the bike in March is,2019-03-22,March,2,Matt
Jack,2019-01-18,William,2019-01-02,Kyle,2019-06-01,"['Jack', 'William', 'Kyle']",Jack arrived in the UK on the 18th of January. William arrived in the UK on the 2nd of January. Kyle arrived in the UK on the 1st of June. The only person that arrived in the UK in June is,2019-06-01,June,5,Kyle
Hope,2019-02-21,Max,2019-03-06,William,2019-03-16,"['Hope', 'Max', 'William']",Hope donated clothes on the 21st of February. Max donated clothes on the 6th of March. William donated clothes on the 16th of March. The only person that donated clothes in February is,2019-02-21,February,1,Hope
Alice,2019-07-27,Marco,2019-04-16,Peter,2019-05-17,"['Alice', 'Marco', 'Peter']",Alice got a haircut on the 27th of July. Marco got a haircut on the 16th of April. Peter got a haircut on the 17th of May. The only person that got a haircut in July is,2019-07-27,July,6,Alice
Bob,2019-12-30,John,2019-11-15,Tyler,2019-11-25,"['Bob', 'John', 'Tyler']",Bob watched a documentary on the 30th of December. John watched a documentary on the 15th of November. Tyler watched a documentary on the 25th of November. The only person that watched a documentary in December is,2019-12-30,December,11,Bob
Kevin,2019-12-10,Marco,2019-09-18,Michael,2019-05-31,"['Kevin', 'Marco', 'Michael']",Kevin won the lottery on the 10th of December. Marco won the lottery on the 18th of September. Michael won the lottery on the 31st of May. The only person that won the lottery in September is,2019-09-18,September,8,Marco
Mark,2019-05-22,Fred,2019-12-27,Laura,2019-11-16,"['Mark', 'Fred', 'Laura']",Mark took a ferry on the 22nd of May. Fred took a ferry on the 27th of December. Laura took a ferry on the 16th of November. The only person that took a ferry in November is,2019-11-16,November,10,Laura
Hope,2019-10-28,Max,2019-01-19,Ryan,2019-04-04,"['Hope', 'Max', 'Ryan']",Hope washed the dog on the 28th of October. Max washed the dog on the 19th of January. Ryan washed the dog on the 4th of April. The only person that washed the dog in January is,2019-01-19,January,0,Max
Emily,2019-11-06,Frank,2019-10-12,Joy,2019-08-31,"['Emily', 'Frank', 'Joy']",Emily got a manicure on the 6th of November. Frank got a manicure on the 12th of October. Joy got a manicure on the 31st of August. The only person that got a manicure in October is,2019-10-12,October,9,Frank
Steve,2019-08-09,William,2019-01-02,Dean,2019-06-09,"['Steve', 'William', 'Dean']",Steve baked a cake on the 9th of August. William baked a cake on the 2nd of January. Dean baked a cake on the 9th of June. The only person that baked a cake in January is,2019-01-02,January,0,William
Emily,2019-03-31,Scott,2019-12-10,Hope,2019-05-31,"['Emily', 'Scott', 'Hope']",Emily took a walk in the park on the 31st of March. Scott took a walk in the park on the 10th of December. Hope took a walk in the park on the 31st of May. The only person that took a walk in the park in December is,2019-12-10,December,11,Scott
Scott,2019-08-29,April,2019-06-09,Alice,2019-07-27,"['Scott', 'April', 'Alice']",Scott took a walk in the park on the 29th of August. April took a walk in the park on the 9th of June. Alice took a walk in the park on the 27th of July. The only person that took a walk in the park in July is,2019-07-27,July,6,Alice
Bob,2019-02-16,Rose,2019-05-31,Blake,2019-06-16,"['Bob', 'Rose', 'Blake']",Bob arrived in Italy on the 16th of February. Rose arrived in Italy on the 31st of May. Blake arrived in Italy on the 16th of June. The only person that arrived in Italy in June is,2019-06-16,June,5,Blake
Luke,2019-11-07,Mark,2019-10-14,Charlie,2019-06-30,"['Luke', 'Mark', 'Charlie']",Luke won the lottery on the 7th of November. Mark won the lottery on the 14th of October. Charlie won the lottery on the 30th of June. The only person that won the lottery in June is,2019-06-30,June,5,Charlie
Rachel,2019-03-14,Matt,2019-10-29,Ryan,2019-05-04,"['Rachel', 'Matt', 'Ryan']",Rachel arrived in the US on the 14th of March. Matt arrived in the US on the 29th of October. Ryan arrived in the US on the 4th of May. The only person that arrived in the US in March is,2019-03-14,March,2,Rachel
Frank,2019-11-27,Jason,2019-03-08,Richard,2019-01-26,"['Frank', 'Jason', 'Richard']",Frank sold their car on the 27th of November. Jason sold their car on the 8th of March. Richard sold their car on the 26th of January. The only person that sold their car in March is,2019-03-08,March,2,Jason
Marco,2019-11-21,William,2019-05-04,Joy,2019-11-04,"['Marco', 'William', 'Joy']",Marco threw a party on the 21st of November. William threw a party on the 4th of May. Joy threw a party on the 4th of November. The only person that threw a party in May is,2019-05-04,May,4,William
Rachel,2019-10-05,Laura,2019-12-22,Aaron,2019-02-04,"['Rachel', 'Laura', 'Aaron']",Rachel went to the beach on the 5th of October. Laura went to the beach on the 22nd of December. Aaron went to the beach on the 4th of February. The only person that went to the beach in February is,2019-02-04,February,1,Aaron
George,2019-07-24,Andrew,2019-08-25,Alex,2019-02-11,"['George', 'Andrew', 'Alex']",George watered the plants on the 24th of July. Andrew watered the plants on the 25th of August. Alex watered the plants on the 11th of February. The only person that watered the plants in February is,2019-02-11,February,1,Alex
Mark,2019-04-14,Steve,2019-08-09,Michael,2019-11-18,"['Mark', 'Steve', 'Michael']",Mark donated clothes on the 14th of April. Steve donated clothes on the 9th of August. Michael donated clothes on the 18th of November. The only person that donated clothes in April is,2019-04-14,April,3,Mark
Tyler,2019-11-21,Emily,2019-05-21,Hope,2019-11-23,"['Tyler', 'Emily', 'Hope']",Tyler participated in a triathlon on the 21st of November. Emily participated in a triathlon on the 21st of May. Hope participated in a triathlon on the 23rd of November. The only person that participated in a triathlon in May is,2019-05-21,May,4,Emily
Brandon,2019-07-21,Steve,2019-11-19,Luke,2019-10-24,"['Brandon', 'Steve', 'Luke']",Brandon washed the dog on the 21st of July. Steve washed the dog on the 19th of November. Luke washed the dog on the 24th of October. The only person that washed the dog in November is,2019-11-19,November,10,Steve
Jack,2019-06-16,Robert,2019-08-01,Emily,2019-02-20,"['Jack', 'Robert', 'Emily']",Jack won a contest on the 16th of June. Robert won a contest on the 1st of August. Emily won a contest on the 20th of February. The only person that won a contest in February is,2019-02-20,February,1,Emily
Frank,2019-04-10,Alice,2019-03-14,Alex,2019-02-06,"['Frank', 'Alice', 'Alex']",Frank returned from vacation on the 10th of April. Alice returned from vacation on the 14th of March. Alex returned from vacation on the 6th of February. The only person that returned from vacation in April is,2019-04-10,April,3,Frank
Rachel,2019-05-16,April,2019-12-03,Dean,2019-04-09,"['Rachel', 'April', 'Dean']",Rachel watched a movie on the 16th of May. April watched a movie on the 3rd of December. Dean watched a movie on the 9th of April. The only person that watched a movie in April is,2019-04-09,April,3,Dean
Scott,2019-08-13,John,2019-03-14,Jerry,2019-02-10,"['Scott', 'John', 'Jerry']",Scott arrived in the UK on the 13th of August. John arrived in the UK on the 14th of March. Jerry arrived in the UK on the 10th of February. The only person that arrived in the UK in March is,2019-03-14,March,2,John
Emily,2019-10-16,Hunter,2019-03-05,Luke,2019-01-27,"['Emily', 'Hunter', 'Luke']",Emily washed the dog on the 16th of October. Hunter washed the dog on the 5th of March. Luke washed the dog on the 27th of January. The only person that washed the dog in January is,2019-01-27,January,0,Luke
George,2019-05-25,Bob,2019-07-11,April,2019-05-29,"['George', 'Bob', 'April']",George watered the plants on the 25th of May. Bob watered the plants on the 11th of July. April watered the plants on the 29th of May. The only person that watered the plants in July is,2019-07-11,July,6,Bob
Emily,2019-07-20,Andrew,2019-12-04,Connor,2019-10-15,"['Emily', 'Andrew', 'Connor']",Emily arrived in Italy on the 20th of July. Andrew arrived in Italy on the 4th of December. Connor arrived in Italy on the 15th of October. The only person that arrived in Italy in July is,2019-07-20,July,6,Emily
Henry,2019-04-03,Walker,2019-09-14,Alice,2019-02-22,"['Henry', 'Walker', 'Alice']",Henry took a bus on the 3rd of April. Walker took a bus on the 14th of September. Alice took a bus on the 22nd of February. The only person that took a bus in February is,2019-02-22,February,1,Alice
Hope,2019-09-26,Andrew,2019-05-25,Ian,2019-05-11,"['Hope', 'Andrew', 'Ian']",Hope purchased a new laptop on the 26th of September. Andrew purchased a new laptop on the 25th of May. Ian purchased a new laptop on the 11th of May. The only person that purchased a new laptop in September is,2019-09-26,September,8,Hope
Blake,2019-06-12,Scott,2019-05-15,Peter,2019-05-17,"['Blake', 'Scott', 'Peter']",Blake cooked cheesecake on the 12th of June. Scott cooked cheesecake on the 15th of May. Peter cooked cheesecake on the 17th of May. The only person that cooked cheesecake in June is,2019-06-12,June,5,Blake
Mark,2019-06-18,Jason,2019-07-26,Josh,2019-06-16,"['Mark', 'Jason', 'Josh']",Mark participated in a triathlon on the 18th of June. Jason participated in a triathlon on the 26th of July. Josh participated in a triathlon on the 16th of June. The only person that participated in a triathlon in July is,2019-07-26,July,6,Jason
William,2019-01-15,Mark,2019-08-13,Hunter,2019-02-02,"['William', 'Mark', 'Hunter']",William mowed the lawn on the 15th of January. Mark mowed the lawn on the 13th of August. Hunter mowed the lawn on the 2nd of February. The only person that mowed the lawn in August is,2019-08-13,August,7,Mark
Max,2019-06-18,Charlie,2019-09-27,Kyle,2019-01-18,"['Max', 'Charlie', 'Kyle']",Max washed the floors on the 18th of June. Charlie washed the floors on the 27th of September. Kyle washed the floors on the 18th of January. The only person that washed the floors in September is,2019-09-27,September,8,Charlie
Robert,2019-09-10,Andrew,2019-03-05,Emily,2019-03-31,"['Robert', 'Andrew', 'Emily']",Robert sold their car on the 10th of September. Andrew sold their car on the 5th of March. Emily sold their car on the 31st of March. The only person that sold their car in September is,2019-09-10,September,8,Robert
Emily,2019-11-06,Andrew,2019-02-28,George,2019-05-28,"['Emily', 'Andrew', 'George']",Emily went to the gym on the 6th of November. Andrew went to the gym on the 28th of February. George went to the gym on the 28th of May. The only person that went to the gym in November is,2019-11-06,November,10,Emily
Frank,2019-11-02,Fred,2019-12-27,Mark,2019-03-13,"['Frank', 'Fred', 'Mark']",Frank cooked cheesecake on the 2nd of November. Fred cooked cheesecake on the 27th of December. Mark cooked cheesecake on the 13th of March. The only person that cooked cheesecake in November is,2019-11-02,November,10,Frank
Neil,2019-10-22,Matt,2019-10-09,Maria,2019-06-20,"['Neil', 'Matt', 'Maria']",Neil painted a mural on the 22nd of October. Matt painted a mural on the 9th of October. Maria painted a mural on the 20th of June. The only person that painted a mural in June is,2019-06-20,June,5,Maria
Jason,2019-02-28,Mark,2019-03-05,Tyler,2019-11-25,"['Jason', 'Mark', 'Tyler']",Jason baked a cake on the 28th of February. Mark baked a cake on the 5th of March. Tyler baked a cake on the 25th of November. The only person that baked a cake in February is,2019-02-28,February,1,Jason
Connor,2019-02-24,Henry,2019-03-14,Dallas,2019-04-14,"['Connor', 'Henry', 'Dallas']",Connor cleaned the basement on the 24th of February. Henry cleaned the basement on the 14th of March. Dallas cleaned the basement on the 14th of April. The only person that cleaned the basement in February is,2019-02-24,February,1,Connor
Ian,2019-09-28,Brandon,2019-01-21,William,2019-12-07,"['Ian', 'Brandon', 'William']",Ian took a train on the 28th of September. Brandon took a train on the 21st of January. William took a train on the 7th of December. The only person that took a train in January is,2019-01-21,January,0,Brandon
Frank,2019-11-02,Jack,2019-05-28,Hope,2019-02-21,"['Frank', 'Jack', 'Hope']",Frank went to a concert on the 2nd of November. Jack went to a concert on the 28th of May. Hope went to a concert on the 21st of February. The only person that went to a concert in May is,2019-05-28,May,4,Jack
Laura,2019-06-07,Martin,2019-01-21,Charlie,2019-02-28,"['Laura', 'Martin', 'Charlie']",Laura alphabetized the bookshelf on the 7th of June. Martin alphabetized the bookshelf on the 21st of January. Charlie alphabetized the bookshelf on the 28th of February. The only person that alphabetized the bookshelf in June is,2019-06-07,June,5,Laura
Scott,2019-08-29,Matt,2019-06-22,Bob,2019-12-19,"['Scott', 'Matt', 'Bob']",Scott went to the cinema on the 29th of August. Matt went to the cinema on the 22nd of June. Bob went to the cinema on the 19th of December. The only person that went to the cinema in August is,2019-08-29,August,7,Scott
Henry,2019-06-27,Alice,2019-06-28,Andrew,2019-12-04,"['Henry', 'Alice', 'Andrew']",Henry went to the museum on the 27th of June. Alice went to the museum on the 28th of June. Andrew went to the museum on the 4th of December. The only person that went to the museum in December is,2019-12-04,December,11,Andrew
Hunter,2019-05-03,Grant,2019-08-25,Josh,2019-03-20,"['Hunter', 'Grant', 'Josh']",Hunter got a haircut on the 3rd of May. Grant got a haircut on the 25th of August. Josh got a haircut on the 20th of March. The only person that got a haircut in August is,2019-08-25,August,7,Grant
Mark,2019-06-04,Jason,2019-02-23,Tyler,2019-01-07,"['Mark', 'Jason', 'Tyler']",Mark renovated the kitchen on the 4th of June. Jason renovated the kitchen on the 23rd of February. Tyler renovated the kitchen on the 7th of January. The only person that renovated the kitchen in February is,2019-02-23,February,1,Jason
Max,2019-10-17,Mark,2019-03-07,Dallas,2019-02-18,"['Max', 'Mark', 'Dallas']",Max got a haircut on the 17th of October. Mark got a haircut on the 7th of March. Dallas got a haircut on the 18th of February. The only person that got a haircut in February is,2019-02-18,February,1,Dallas
Hope,2019-07-08,Frank,2019-10-12,Neil,2019-09-27,"['Hope', 'Frank', 'Neil']",Hope washed the floors on the 8th of July. Frank washed the floors on the 12th of October. Neil washed the floors on the 27th of September. The only person that washed the floors in July is,2019-07-08,July,6,Hope
Brandon,2019-05-03,Matt,2019-02-17,William,2019-09-06,"['Brandon', 'Matt', 'William']",Brandon mowed the lawn on the 3rd of May. Matt mowed the lawn on the 17th of February. William mowed the lawn on the 6th of September. The only person that mowed the lawn in May is,2019-05-03,May,4,Brandon
Kevin,2019-09-10,Alice,2019-01-21,Dean,2019-11-16,"['Kevin', 'Alice', 'Dean']",Kevin went hiking on the 10th of September. Alice went hiking on the 21st of January. Dean went hiking on the 16th of November. The only person that went hiking in November is,2019-11-16,November,10,Dean
George,2019-01-19,Frank,2019-09-14,Walker,2019-03-17,"['George', 'Frank', 'Walker']",George washed the dog on the 19th of January. Frank washed the dog on the 14th of September. Walker washed the dog on the 17th of March. The only person that washed the dog in January is,2019-01-19,January,0,George
Brandon,2019-07-21,Grant,2019-02-06,Emily,2019-03-30,"['Brandon', 'Grant', 'Emily']",Brandon wrote a letter on the 21st of July. Grant wrote a letter on the 6th of February. Emily wrote a letter on the 30th of March. The only person that wrote a letter in February is,2019-02-06,February,1,Grant
Aaron,2019-12-16,Andrew,2019-07-26,Maria,2019-03-17,"['Aaron', 'Andrew', 'Maria']",Aaron sent a postcard on the 16th of December. Andrew sent a postcard on the 26th of July. Maria sent a postcard on the 17th of March. The only person that sent a postcard in March is,2019-03-17,March,2,Maria
Dallas,2019-10-30,Alice,2019-01-09,Kyle,2019-11-13,"['Dallas', 'Alice', 'Kyle']",Dallas threw a party on the 30th of October. Alice threw a party on the 9th of January. Kyle threw a party on the 13th of November. The only person that threw a party in November is,2019-11-13,November,10,Kyle
Walker,2019-08-23,William,2019-06-06,Leon,2019-10-04,"['Walker', 'William', 'Leon']",Walker watched a movie on the 23rd of August. William watched a movie on the 6th of June. Leon watched a movie on the 4th of October. The only person that watched a movie in October is,2019-10-04,October,9,Leon
Maria,2019-06-20,Grant,2019-07-29,Scott,2019-06-10,"['Maria', 'Grant', 'Scott']",Maria returned from vacation on the 20th of June. Grant returned from vacation on the 29th of July. Scott returned from vacation on the 10th of June. The only person that returned from vacation in July is,2019-07-29,July,6,Grant
Andrew,2019-12-04,Mark,2019-05-14,Luke,2019-08-09,"['Andrew', 'Mark', 'Luke']",Andrew cleaned the windows on the 4th of December. Mark cleaned the windows on the 14th of May. Luke cleaned the windows on the 9th of August. The only person that cleaned the windows in December is,2019-12-04,December,11,Andrew
Jason,2019-12-02,Rose,2019-09-01,George,2019-05-25,"['Jason', 'Rose', 'George']",Jason took a boat on the 2nd of December. Rose took a boat on the 1st of September. George took a boat on the 25th of May. The only person that took a boat in September is,2019-09-01,September,8,Rose
Matt,2019-05-08,Bob,2019-09-12,Rachel,2019-04-10,"['Matt', 'Bob', 'Rachel']",Matt took a walk in the park on the 8th of May. Bob took a walk in the park on the 12th of September. Rachel took a walk in the park on the 10th of April. The only person that took a walk in the park in September is,2019-09-12,September,8,Bob
Charlie,2019-10-13,Brandon,2019-01-22,Martin,2019-04-25,"['Charlie', 'Brandon', 'Martin']",Charlie arrived in France on the 13th of October. Brandon arrived in France on the 22nd of January. Martin arrived in France on the 25th of April. The only person that arrived in France in April is,2019-04-25,April,3,Martin
Scott,2019-07-20,Connor,2019-04-18,Andrew,2019-01-24,"['Scott', 'Connor', 'Andrew']",Scott arrived in Spain on the 20th of July. Connor arrived in Spain on the 18th of April. Andrew arrived in Spain on the 24th of January. The only person that arrived in Spain in January is,2019-01-24,January,0,Andrew
Aaron,2019-12-16,Scott,2019-10-15,Frank,2019-12-25,"['Aaron', 'Scott', 'Frank']",Aaron attended a graduation on the 16th of December. Scott attended a graduation on the 15th of October. Frank attended a graduation on the 25th of December. The only person that attended a graduation in October is,2019-10-15,October,9,Scott
Alex,2019-02-06,Neil,2019-06-06,Joy,2019-04-21,"['Alex', 'Neil', 'Joy']",Alex went to the zoo on the 6th of February. Neil went to the zoo on the 6th of June. Joy went to the zoo on the 21st of April. The only person that went to the zoo in April is,2019-04-21,April,3,Joy
Kevin,2019-10-25,Fred,2019-04-10,Martin,2019-03-13,"['Kevin', 'Fred', 'Martin']",Kevin alphabetized the bookshelf on the 25th of October. Fred alphabetized the bookshelf on the 10th of April. Martin alphabetized the bookshelf on the 13th of March. The only person that alphabetized the bookshelf in March is,2019-03-13,March,2,Martin
Alice,2019-07-27,Laura,2019-06-07,Kevin,2019-12-10,"['Alice', 'Laura', 'Kevin']",Alice cleaned the shed on the 27th of July. Laura cleaned the shed on the 7th of June. Kevin cleaned the shed on the 10th of December. The only person that cleaned the shed in December is,2019-12-10,December,11,Kevin
Dean,2019-05-09,Leon,2019-09-18,Laura,2019-04-06,"['Dean', 'Leon', 'Laura']",Dean cleaned the basement on the 9th of May. Leon cleaned the basement on the 18th of September. Laura cleaned the basement on the 6th of April. The only person that cleaned the basement in May is,2019-05-09,May,4,Dean
Michael,2019-03-19,April,2019-09-27,Hope,2019-07-19,"['Michael', 'April', 'Hope']",Michael cleaned the shed on the 19th of March. April cleaned the shed on the 27th of September. Hope cleaned the shed on the 19th of July. The only person that cleaned the shed in March is,2019-03-19,March,2,Michael
Maria,2019-10-21,Joy,2019-12-14,Leon,2019-07-24,"['Maria', 'Joy', 'Leon']",Maria arrived in the UK on the 21st of October. Joy arrived in the UK on the 14th of December. Leon arrived in the UK on the 24th of July. The only person that arrived in the UK in July is,2019-07-24,July,6,Leon
Tyler,2019-01-07,Robert,2019-02-28,Jerry,2019-10-20,"['Tyler', 'Robert', 'Jerry']",Tyler went fishing on the 7th of January. Robert went fishing on the 28th of February. Jerry went fishing on the 20th of October. The only person that went fishing in February is,2019-02-28,February,1,Robert
Laura,2019-12-22,Rose,2019-12-06,Kevin,2019-02-19,"['Laura', 'Rose', 'Kevin']",Laura planted a tree on the 22nd of December. Rose planted a tree on the 6th of December. Kevin planted a tree on the 19th of February. The only person that planted a tree in February is,2019-02-19,February,1,Kevin
Hope,2019-08-22,Tyler,2019-02-06,Neil,2019-09-03,"['Hope', 'Tyler', 'Neil']",Hope went to a Mexican restaurant on the 22nd of August. Tyler went to a Mexican restaurant on the 6th of February. Neil went to a Mexican restaurant on the 3rd of September. The only person that went to a Mexican restaurant in September is,2019-09-03,September,8,Neil
Jack,2019-10-24,Matt,2019-12-21,Robert,2019-07-15,"['Jack', 'Matt', 'Robert']",Jack took a plane on the 24th of October. Matt took a plane on the 21st of December. Robert took a plane on the 15th of July. The only person that took a plane in December is,2019-12-21,December,11,Matt
Kyle,2019-01-30,Laura,2019-12-22,Rose,2019-03-01,"['Kyle', 'Laura', 'Rose']",Kyle cleaned the garage on the 30th of January. Laura cleaned the garage on the 22nd of December. Rose cleaned the garage on the 1st of March. The only person that cleaned the garage in January is,2019-01-30,January,0,Kyle
Dallas,2019-04-28,Rachel,2019-10-03,Max,2019-01-23,"['Dallas', 'Rachel', 'Max']",Dallas donated clothes on the 28th of April. Rachel donated clothes on the 3rd of October. Max donated clothes on the 23rd of January. The only person that donated clothes in October is,2019-10-03,October,9,Rachel
Rose,2019-12-16,Maria,2019-03-07,Charlie,2019-06-12,"['Rose', 'Maria', 'Charlie']",Rose got a haircut on the 16th of December. Maria got a haircut on the 7th of March. Charlie got a haircut on the 12th of June. The only person that got a haircut in March is,2019-03-07,March,2,Maria
George,2019-07-24,Alex,2019-09-28,Ian,2019-03-05,"['George', 'Alex', 'Ian']",George took an exam on the 24th of July. Alex took an exam on the 28th of September. Ian took an exam on the 5th of March. The only person that took an exam in March is,2019-03-05,March,2,Ian
Hope,2019-05-31,Bob,2019-05-24,Mark,2019-06-23,"['Hope', 'Bob', 'Mark']",Hope washed the floors on the 31st of May. Bob washed the floors on the 24th of May. Mark washed the floors on the 23rd of June. The only person that washed the floors in June is,2019-06-23,June,5,Mark
Dean,2019-05-09,Ryan,2019-02-17,Aaron,2019-07-04,"['Dean', 'Ryan', 'Aaron']",Dean bought a new phone on the 9th of May. Ryan bought a new phone on the 17th of February. Aaron bought a new phone on the 4th of July. The only person that bought a new phone in February is,2019-02-17,February,1,Ryan
Michael,2019-02-10,Leon,2019-08-26,Ian,2019-11-28,"['Michael', 'Leon', 'Ian']",Michael moved to a new city on the 10th of February. Leon moved to a new city on the 26th of August. Ian moved to a new city on the 28th of November. The only person that moved to a new city in November is,2019-11-28,November,10,Ian
Grant,2019-11-21,Luke,2019-02-17,Kevin,2019-02-19,"['Grant', 'Luke', 'Kevin']",Grant went camping on the 21st of November. Luke went camping on the 17th of February. Kevin went camping on the 19th of February. The only person that went camping in November is,2019-11-21,November,10,Grant
Luke,2019-11-12,Marco,2019-12-23,Neil,2019-04-03,"['Luke', 'Marco', 'Neil']",Luke took a bus on the 12th of November. Marco took a bus on the 23rd of December. Neil took a bus on the 3rd of April. The only person that took a bus in December is,2019-12-23,December,11,Marco
Grant,2019-12-03,Tyler,2019-05-27,April,2019-02-23,"['Grant', 'Tyler', 'April']",Grant won the lottery on the 3rd of December. Tyler won the lottery on the 27th of May. April won the lottery on the 23rd of February. The only person that won the lottery in December is,2019-12-03,December,11,Grant
Henry,2019-04-21,John,2019-12-04,Aaron,2019-12-16,"['Henry', 'John', 'Aaron']",Henry played beer pong on the 21st of April. John played beer pong on the 4th of December. Aaron played beer pong on the 16th of December. The only person that played beer pong in April is,2019-04-21,April,3,Henry
Joy,2019-05-01,Emily,2019-03-25,Frank,2019-10-21,"['Joy', 'Emily', 'Frank']",Joy washed the floors on the 1st of May. Emily washed the floors on the 25th of March. Frank washed the floors on the 21st of October. The only person that washed the floors in March is,2019-03-25,March,2,Emily
Dallas,2019-10-30,Tyler,2019-05-27,Alex,2019-01-16,"['Dallas', 'Tyler', 'Alex']",Dallas compiled the spreadsheet on the 30th of October. Tyler compiled the spreadsheet on the 27th of May. Alex compiled the spreadsheet on the 16th of January. The only person that compiled the spreadsheet in January is,2019-01-16,January,0,Alex
Maria,2019-11-18,Brandon,2019-07-06,Luke,2019-01-27,"['Maria', 'Brandon', 'Luke']",Maria went to a French restaurant on the 18th of November. Brandon went to a French restaurant on the 6th of July. Luke went to a French restaurant on the 27th of January. The only person that went to a French restaurant in January is,2019-01-27,January,0,Luke
Mark,2019-03-07,Tyler,2019-10-08,Emily,2019-01-31,"['Mark', 'Tyler', 'Emily']",Mark donated toys on the 7th of March. Tyler donated toys on the 8th of October. Emily donated toys on the 31st of January. The only person that donated toys in January is,2019-01-31,January,0,Emily
George,2019-07-24,Kyle,2019-01-30,Rachel,2019-01-24,"['George', 'Kyle', 'Rachel']",George got a raise on the 24th of July. Kyle got a raise on the 30th of January. Rachel got a raise on the 24th of January. The only person that got a raise in July is,2019-07-24,July,6,George
John,2019-08-13,Scott,2019-05-04,Jerry,2019-06-01,"['John', 'Scott', 'Jerry']",John attended a wedding on the 13th of August. Scott attended a wedding on the 4th of May. Jerry attended a wedding on the 1st of June. The only person that attended a wedding in June is,2019-06-01,June,5,Jerry
Steve,2019-11-19,Fred,2019-08-22,Dallas,2019-03-17,"['Steve', 'Fred', 'Dallas']",Steve washed the floors on the 19th of November. Fred washed the floors on the 22nd of August. Dallas washed the floors on the 17th of March. The only person that washed the floors in November is,2019-11-19,November,10,Steve
Steve,2019-02-11,Grant,2019-01-31,Charlie,2019-12-14,"['Steve', 'Grant', 'Charlie']",Steve filled out the application on the 11th of February. Grant filled out the application on the 31st of January. Charlie filled out the application on the 14th of December. The only person that filled out the application in February is,2019-02-11,February,1,Steve
Martin,2019-11-15,Mark,2019-06-20,Peter,2019-10-25,"['Martin', 'Mark', 'Peter']",Martin cooked lasagna on the 15th of November. Mark cooked lasagna on the 20th of June. Peter cooked lasagna on the 25th of October. The only person that cooked lasagna in November is,2019-11-15,November,10,Martin
Brandon,2019-01-03,Walker,2019-04-25,Peter,2019-09-20,"['Brandon', 'Walker', 'Peter']",Brandon arrived in Italy on the 3rd of January. Walker arrived in Italy on the 25th of April. Peter arrived in Italy on the 20th of September. The only person that arrived in Italy in January is,2019-01-03,January,0,Brandon
Blake,2019-03-11,Walker,2019-09-27,Luke,2019-01-27,"['Blake', 'Walker', 'Luke']",Blake went to a Mexican restaurant on the 11th of March. Walker went to a Mexican restaurant on the 27th of September. Luke went to a Mexican restaurant on the 27th of January. The only person that went to a Mexican restaurant in September is,2019-09-27,September,8,Walker
April,2019-12-24,John,2019-04-29,Steve,2019-07-30,"['April', 'John', 'Steve']",April went to the beach on the 24th of December. John went to the beach on the 29th of April. Steve went to the beach on the 30th of July. The only person that went to the beach in July is,2019-07-30,July,6,Steve
Aaron,2019-02-04,Emily,2019-08-12,Rose,2019-01-01,"['Aaron', 'Emily', 'Rose']",Aaron repotted the plants on the 4th of February. Emily repotted the plants on the 12th of August. Rose repotted the plants on the 1st of January. The only person that repotted the plants in August is,2019-08-12,August,7,Emily
Laura,2019-08-07,Mark,2019-08-08,Jerry,2019-11-03,"['Laura', 'Mark', 'Jerry']",Laura planted a tree on the 7th of August. Mark planted a tree on the 8th of August. Jerry planted a tree on the 3rd of November. The only person that planted a tree in November is,2019-11-03,November,10,Jerry
Walker,2019-07-26,Rachel,2019-08-22,Michael,2019-11-18,"['Walker', 'Rachel', 'Michael']",Walker washed the car on the 26th of July. Rachel washed the car on the 22nd of August. Michael washed the car on the 18th of November. The only person that washed the car in August is,2019-08-22,August,7,Rachel
