name_1,time_1,name_2,time_2,name_3,time_3,context,alternatives,correct_time,correct_time_expr,correct_answer,correct_phase,correct_phase_og,correct_phase_label,correct_phase_og_label,time_idx_start,time_idx_end
Kyle,12:15:00,Laura,18:15:00,Alice,22:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Kyle drinks tea at 12:15. Laura drinks tea at 18:15. Alice drinks tea at 22:15. The only person that drinks tea in the night is","['Kyle', 'Laura', 'Alice']",12:15:00,12:15,Kyle,night,afternoon,0,2,109,114
William,13:00:00,Jack,13:15:00,Hope,22:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. William listens to music at 13:00. Jack listens to music at 13:15. Hope listens to music at 22:00. The only person that listens to music in the morning is","['William', 'Jack', 'Hope']",22:00:00,22:00,Hope,morning,evening,1,3,182,187
Frank,22:00:00,George,07:30:00,Jack,04:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Frank exercises at 22:00. George exercises at 7:30. Jack exercises at 4:15. The only person that exercises in the morning is","['Frank', 'George', 'Jack']",22:00:00,22:00,Frank,morning,evening,1,3,109,114
Steve,15:00:00,Grant,04:45:00,Luke,19:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Steve plays video games at 15:00. Grant plays video games at 4:45. Luke plays video games at 19:00. The only person that plays video games in the night is","['Steve', 'Grant', 'Luke']",15:00:00,15:00,Steve,night,afternoon,0,2,117,122
Grant,21:30:00,Joy,04:00:00,Matt,20:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Grant washes the dishes at 21:30. Joy washes the dishes at 4:00. Matt washes the dishes at 20:30. The only person that washes the dishes in the evening is","['Grant', 'Joy', 'Matt']",04:00:00,4:00,Joy,evening,night,3,0,149,153
Luke,15:45:00,Alex,00:30:00,Blake,07:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Luke washes the dishes at 15:45. Alex washes the dishes at 00:30. Blake washes the dishes at 7:30. The only person that washes the dishes in the night is","['Luke', 'Alex', 'Blake']",15:45:00,15:45,Luke,night,afternoon,0,2,116,121
Neil,13:00:00,Hope,07:15:00,William,16:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Neil rides a bike at 13:00. Hope rides a bike at 7:15. William rides a bike at 16:45. The only person that rides a bike in the evening is","['Neil', 'Hope', 'William']",07:15:00,7:15,Hope,evening,morning,3,1,139,143
George,03:00:00,Andrew,00:30:00,Aaron,13:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. George sends some emails at 3:00. Andrew sends some emails at 00:30. Aaron sends some emails at 13:45. The only person that sends some emails in the night is","['George', 'Andrew', 'Aaron']",13:45:00,13:45,Aaron,night,afternoon,0,2,186,191
Kevin,03:00:00,Henry,15:15:00,April,05:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Kevin prepares food at 3:00. Henry prepares food at 15:15. April prepares food at 5:00. The only person that prepares food in the afternoon is","['Kevin', 'Henry', 'April']",03:00:00,3:00,Kevin,afternoon,night,2,0,113,117
Walker,21:30:00,Henry,00:30:00,Robert,23:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Walker watches the news at 21:30. Henry watches the news at 00:30. Robert watches the news at 23:00. The only person that watches the news in the morning is","['Walker', 'Henry', 'Robert']",21:30:00,21:30,Walker,morning,evening,1,3,117,122
Dallas,14:30:00,Kevin,01:15:00,Fred,00:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Dallas listens to a podcast at 14:30. Kevin listens to a podcast at 1:15. Fred listens to a podcast at 00:30. The only person that listens to a podcast in the night is","['Dallas', 'Kevin', 'Fred']",14:30:00,14:30,Dallas,night,afternoon,0,2,121,126
Josh,10:00:00,Peter,12:00:00,Richard,07:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Josh sends some emails at 10:00. Peter sends some emails at 12:00. Richard sends some emails at 7:30. The only person that sends some emails in the evening is","['Josh', 'Peter', 'Richard']",07:30:00,7:30,Richard,evening,morning,3,1,186,190
Emily,20:00:00,Jerry,13:45:00,William,12:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Emily watches a movie at 20:00. Jerry watches a movie at 13:45. William watches a movie at 12:45. The only person that watches a movie in the morning is","['Emily', 'Jerry', 'William']",20:00:00,20:00,Emily,morning,evening,1,3,115,120
Tyler,04:30:00,Joy,17:45:00,Peter,23:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Tyler goes to bed at 4:30. Joy goes to bed at 17:45. Peter goes to bed at 23:15. The only person that goes to bed in the evening is","['Tyler', 'Joy', 'Peter']",04:30:00,4:30,Tyler,evening,night,3,0,111,115
Rachel,05:00:00,Joy,18:00:00,Henry,15:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Rachel watches a movie at 5:00. Joy watches a movie at 18:00. Henry watches a movie at 15:00. The only person that watches a movie in the evening is","['Rachel', 'Joy', 'Henry']",05:00:00,5:00,Rachel,evening,night,3,0,116,120
Andrew,09:30:00,Aaron,08:30:00,Alice,06:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Andrew reads a novel at 9:30. Aaron reads a novel at 8:30. Alice reads a novel at 6:45. The only person that reads a novel in the night is","['Andrew', 'Aaron', 'Alice']",09:30:00,9:30,Andrew,night,morning,0,1,114,118
Brandon,05:45:00,Laura,10:00:00,Rose,14:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Brandon uses the computer at 5:45. Laura uses the computer at 10:00. Rose uses the computer at 14:00. The only person that uses the computer in the evening is","['Brandon', 'Laura', 'Rose']",05:45:00,5:45,Brandon,evening,night,3,0,119,123
Jack,13:45:00,George,22:00:00,April,05:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Jack listens to a podcast at 13:45. George listens to a podcast at 22:00. April listens to a podcast at 5:15. The only person that listens to a podcast in the night is","['Jack', 'George', 'April']",13:45:00,13:45,Jack,night,afternoon,0,2,119,124
Jason,08:15:00,Maria,20:45:00,Alex,13:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Jason prepares food at 8:15. Maria prepares food at 20:45. Alex prepares food at 13:00. The only person that prepares food in the evening is","['Jason', 'Maria', 'Alex']",08:15:00,8:15,Jason,evening,morning,3,1,113,117
Jack,07:45:00,Mark,09:30:00,Ryan,19:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Jack packs the bag at 7:45. Mark packs the bag at 9:30. Ryan packs the bag at 19:00. The only person that packs the bag in the evening is","['Jack', 'Mark', 'Ryan']",07:45:00,7:45,Jack,evening,morning,3,1,112,116
Jerry,08:15:00,Grant,04:15:00,Josh,03:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Jerry naps at 8:15. Grant naps at 4:15. Josh naps at 3:15. The only person that naps in the afternoon is","['Jerry', 'Grant', 'Josh']",03:15:00,3:15,Josh,afternoon,night,2,0,143,147
Jack,03:30:00,Robert,06:45:00,Alex,01:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Jack goes to bed at 3:30. Robert goes to bed at 6:45. Alex goes to bed at 1:15. The only person that goes to bed in the evening is","['Jack', 'Robert', 'Alex']",06:45:00,6:45,Robert,evening,morning,3,1,138,142
Ryan,00:45:00,Marco,01:00:00,Robert,06:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Ryan has a snack at 00:45. Marco has a snack at 1:00. Robert has a snack at 6:15. The only person that has a snack in the evening is","['Ryan', 'Marco', 'Robert']",06:15:00,6:15,Robert,evening,morning,3,1,166,170
Martin,23:15:00,Leon,09:15:00,Bob,14:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Martin washes the dishes at 23:15. Leon washes the dishes at 9:15. Bob washes the dishes at 14:15. The only person that washes the dishes in the afternoon is","['Martin', 'Leon', 'Bob']",23:15:00,23:15,Martin,afternoon,evening,2,3,118,123
Martin,09:15:00,Alex,13:15:00,Leon,05:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Martin does some chores at 9:15. Alex does some chores at 13:15. Leon does some chores at 5:45. The only person that does some chores in the evening is","['Martin', 'Alex', 'Leon']",05:45:00,5:45,Leon,evening,night,3,0,180,184
Neil,00:00:00,Max,14:15:00,Marco,04:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Neil makes a phone call at 00:00. Max makes a phone call at 14:15. Marco makes a phone call at 4:15. The only person that makes a phone call in the afternoon is","['Neil', 'Max', 'Marco']",00:00:00,0:00,Neil,afternoon,night,2,0,118,122
Andrew,14:30:00,Michael,18:45:00,Steve,06:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Andrew uses the phone at 14:30. Michael uses the phone at 18:45. Steve uses the phone at 6:15. The only person that uses the phone in the night is","['Andrew', 'Michael', 'Steve']",14:30:00,14:30,Andrew,night,afternoon,0,2,115,120
Henry,17:00:00,Brandon,21:15:00,Jerry,10:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Henry goes for a run at 17:00. Brandon goes for a run at 21:15. Jerry goes for a run at 10:30. The only person that goes for a run in the night is","['Henry', 'Brandon', 'Jerry']",10:30:00,10:30,Jerry,night,morning,0,1,178,183
Emily,14:45:00,Frank,16:15:00,Charlie,04:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Emily watches the news at 14:45. Frank watches the news at 16:15. Charlie watches the news at 4:30. The only person that watches the news in the evening is","['Emily', 'Frank', 'Charlie']",04:30:00,4:30,Charlie,evening,night,3,0,184,188
Michael,20:45:00,Mark,02:15:00,Scott,19:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Michael does yoga at 20:45. Mark does yoga at 2:15. Scott does yoga at 19:00. The only person that does yoga in the afternoon is","['Michael', 'Mark', 'Scott']",02:15:00,2:15,Mark,afternoon,night,2,0,136,140
Marco,12:15:00,Richard,07:45:00,Henry,04:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Marco packs the bag at 12:15. Richard packs the bag at 7:45. Henry packs the bag at 4:15. The only person that packs the bag in the night is","['Marco', 'Richard', 'Henry']",12:15:00,12:15,Marco,night,afternoon,0,2,113,118
Jason,00:15:00,Steve,09:45:00,Josh,03:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Jason reads the newspaper at 00:15. Steve reads the newspaper at 9:45. Josh reads the newspaper at 3:15. The only person that reads the newspaper in the night is","['Jason', 'Steve', 'Josh']",09:45:00,9:45,Steve,night,morning,0,1,155,159
Jack,13:15:00,Peter,12:45:00,Alice,02:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Jack watches TV at 13:15. Peter watches TV at 12:45. Alice watches TV at 2:45. The only person that watches TV in the afternoon is","['Jack', 'Peter', 'Alice']",02:45:00,2:45,Alice,afternoon,night,2,0,137,141
Steve,01:30:00,Kevin,12:30:00,Luke,15:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Steve listens to a podcast at 1:30. Kevin listens to a podcast at 12:30. Luke listens to a podcast at 15:45. The only person that listens to a podcast in the afternoon is","['Steve', 'Kevin', 'Luke']",01:30:00,1:30,Steve,afternoon,night,2,0,120,124
Kevin,01:45:00,Dean,08:15:00,Marco,23:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Kevin uses the computer at 1:45. Dean uses the computer at 8:15. Marco uses the computer at 23:45. The only person that uses the computer in the evening is","['Kevin', 'Dean', 'Marco']",08:15:00,8:15,Dean,evening,morning,3,1,149,153
Connor,04:15:00,Jack,00:30:00,Hope,19:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Connor rides a bike at 4:15. Jack rides a bike at 00:30. Hope rides a bike at 19:30. The only person that rides a bike in the evening is","['Connor', 'Jack', 'Hope']",04:15:00,4:15,Connor,evening,night,3,0,113,117
Alex,13:00:00,Aaron,10:30:00,Matt,20:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Alex makes a phone call at 13:00. Aaron makes a phone call at 10:30. Matt makes a phone call at 20:00. The only person that makes a phone call in the morning is","['Alex', 'Aaron', 'Matt']",20:00:00,20:00,Matt,morning,evening,1,3,186,191
Scott,03:30:00,Leon,06:45:00,Frank,04:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Scott calls a friend at 3:30. Leon calls a friend at 6:45. Frank calls a friend at 4:45. The only person that calls a friend in the afternoon is","['Scott', 'Leon', 'Frank']",03:30:00,3:30,Scott,afternoon,night,2,0,114,118
Neil,22:00:00,Richard,07:45:00,George,13:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Neil prepares food at 22:00. Richard prepares food at 7:45. George prepares food at 13:15. The only person that prepares food in the morning is","['Neil', 'Richard', 'George']",22:00:00,22:00,Neil,morning,evening,1,3,112,117
Jason,14:00:00,Henry,19:00:00,Steve,08:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Jason checks the news at 14:00. Henry checks the news at 19:00. Steve checks the news at 8:15. The only person that checks the news in the night is","['Jason', 'Henry', 'Steve']",14:00:00,14:00,Jason,night,afternoon,0,2,115,120
Ian,03:30:00,Maria,04:00:00,Emily,11:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Ian plays video games at 3:30. Maria plays video games at 4:00. Emily plays video games at 11:30. The only person that plays video games in the afternoon is","['Ian', 'Maria', 'Emily']",03:30:00,3:30,Ian,afternoon,night,2,0,115,119
Emily,04:15:00,Josh,08:30:00,Peter,23:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Emily checks the stock market at 4:15. Josh checks the stock market at 8:30. Peter checks the stock market at 23:00. The only person that checks the stock market in the afternoon is","['Emily', 'Josh', 'Peter']",23:00:00,23:00,Peter,afternoon,evening,2,3,200,205
Jack,13:30:00,George,12:45:00,Marco,08:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Jack writes in a journal at 13:30. George writes in a journal at 12:45. Marco writes in a journal at 8:30. The only person that writes in a journal in the evening is","['Jack', 'George', 'Marco']",08:30:00,8:30,Marco,evening,morning,3,1,191,195
April,01:30:00,Jack,13:15:00,Marco,12:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. April checks the stock market at 1:30. Jack checks the stock market at 13:15. Marco checks the stock market at 12:45. The only person that checks the stock market in the afternoon is","['April', 'Jack', 'Marco']",01:30:00,1:30,April,afternoon,night,2,0,123,127
Blake,19:00:00,Walker,03:15:00,Maria,16:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Blake watches a movie at 19:00. Walker watches a movie at 3:15. Maria watches a movie at 16:15. The only person that watches a movie in the morning is","['Blake', 'Walker', 'Maria']",19:00:00,19:00,Blake,morning,evening,1,3,115,120
John,23:00:00,Blake,21:45:00,Scott,19:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. John meditates at 23:00. Blake meditates at 21:45. Scott meditates at 19:00. The only person that meditates in the afternoon is","['John', 'Blake', 'Scott']",23:00:00,23:00,John,afternoon,evening,2,3,108,113
Dallas,22:45:00,Kevin,01:45:00,Max,09:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Dallas plays video games at 22:45. Kevin plays video games at 1:45. Max plays video games at 9:45. The only person that plays video games in the night is","['Dallas', 'Kevin', 'Max']",09:45:00,9:45,Max,night,morning,0,1,183,187
Emily,10:15:00,Steve,05:00:00,Ian,17:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Emily watches a movie at 10:15. Steve watches a movie at 5:00. Ian watches a movie at 17:45. The only person that watches a movie in the night is","['Emily', 'Steve', 'Ian']",10:15:00,10:15,Emily,night,morning,0,1,115,120
Scott,12:30:00,Peter,12:00:00,Jerry,08:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Scott does some chores at 12:30. Peter does some chores at 12:00. Jerry does some chores at 8:15. The only person that does some chores in the evening is","['Scott', 'Peter', 'Jerry']",08:15:00,8:15,Jerry,evening,morning,3,1,182,186
Charlie,20:00:00,Blake,10:45:00,Ian,11:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Charlie prints some documents at 20:00. Blake prints some documents at 10:45. Ian prints some documents at 11:45. The only person that prints some documents in the morning is","['Charlie', 'Blake', 'Ian']",20:00:00,20:00,Charlie,morning,evening,1,3,123,128
Leon,02:00:00,Charlie,04:30:00,Grant,02:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Leon drinks water at 2:00. Charlie drinks water at 4:30. Grant drinks water at 2:45. The only person that drinks water in the evening is","['Leon', 'Charlie', 'Grant']",04:30:00,4:30,Charlie,evening,night,3,0,141,145
Dallas,07:00:00,Michael,02:15:00,Hope,18:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Dallas goes to bed at 7:00. Michael goes to bed at 2:15. Hope goes to bed at 18:15. The only person that goes to bed in the evening is","['Dallas', 'Michael', 'Hope']",07:00:00,7:00,Dallas,evening,morning,3,1,73,77
Bob,23:45:00,William,21:45:00,Matt,16:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Bob has a meeting at 23:45. William has a meeting at 21:45. Matt has a meeting at 16:00. The only person that has a meeting in the afternoon is","['Bob', 'William', 'Matt']",23:45:00,23:45,Bob,afternoon,evening,2,3,111,116
Dallas,21:45:00,Peter,20:00:00,Brandon,13:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Dallas plays video games at 21:45. Peter plays video games at 20:00. Brandon plays video games at 13:00. The only person that plays video games in the night is","['Dallas', 'Peter', 'Brandon']",13:00:00,13:00,Brandon,night,afternoon,0,2,188,193
Hope,20:15:00,Alex,00:30:00,Jerry,04:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Hope sends some emails at 20:15. Alex sends some emails at 00:30. Jerry sends some emails at 4:45. The only person that sends some emails in the morning is","['Hope', 'Alex', 'Jerry']",20:15:00,20:15,Hope,morning,evening,1,3,116,121
Scott,20:30:00,Leon,08:30:00,George,01:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Scott checks the news at 20:30. Leon checks the news at 8:30. George checks the news at 1:45. The only person that checks the news in the morning is","['Scott', 'Leon', 'George']",20:30:00,20:30,Scott,morning,evening,1,3,115,120
Tyler,21:45:00,Max,14:15:00,Rose,10:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Tyler loads the laundry at 21:45. Max loads the laundry at 14:15. Rose loads the laundry at 10:00. The only person that loads the laundry in the morning is","['Tyler', 'Max', 'Rose']",21:45:00,21:45,Tyler,morning,evening,1,3,117,122
Max,05:00:00,Laura,18:45:00,Hunter,06:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Max takes a break at 5:00. Laura takes a break at 18:45. Hunter takes a break at 6:15. The only person that takes a break in the morning is","['Max', 'Laura', 'Hunter']",18:45:00,18:45,Laura,morning,evening,1,3,140,145
Joy,18:00:00,Walker,21:30:00,Frank,23:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Joy reads the mail at 18:00. Walker reads the mail at 21:30. Frank reads the mail at 23:00. The only person that reads the mail in the afternoon is","['Joy', 'Walker', 'Frank']",23:00:00,23:00,Frank,afternoon,evening,2,3,175,180
Aaron,22:45:00,Alice,02:45:00,Henry,19:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Aaron checks the news at 22:45. Alice checks the news at 2:45. Henry checks the news at 19:00. The only person that checks the news in the morning is","['Aaron', 'Alice', 'Henry']",19:00:00,19:00,Henry,morning,evening,1,3,178,183
Neil,08:45:00,Henry,14:15:00,George,23:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Neil writes in a journal at 8:45. Henry writes in a journal at 14:15. George writes in a journal at 23:15. The only person that writes in a journal in the evening is","['Neil', 'Henry', 'George']",08:45:00,8:45,Neil,evening,morning,3,1,118,122
Leon,00:45:00,Hunter,11:00:00,Blake,06:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Leon makes a phone call at 00:45. Hunter makes a phone call at 11:00. Blake makes a phone call at 6:45. The only person that makes a phone call in the afternoon is","['Leon', 'Hunter', 'Blake']",00:45:00,0:45,Leon,afternoon,night,2,0,118,122
Brandon,18:00:00,Jack,03:00:00,Richard,23:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Brandon tidies up the room at 18:00. Jack tidies up the room at 3:00. Richard tidies up the room at 23:30. The only person that tidies up the room in the morning is","['Brandon', 'Jack', 'Richard']",18:00:00,18:00,Brandon,morning,evening,1,3,120,125
Aaron,00:45:00,Emily,09:00:00,Joy,14:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Aaron drinks water at 00:45. Emily drinks water at 9:00. Joy drinks water at 14:15. The only person that drinks water in the afternoon is","['Aaron', 'Emily', 'Joy']",00:45:00,0:45,Aaron,afternoon,night,2,0,113,117
Alice,00:30:00,Max,15:45:00,John,07:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Alice loads the laundry at 00:30. Max loads the laundry at 15:45. John loads the laundry at 7:15. The only person that loads the laundry in the afternoon is","['Alice', 'Max', 'John']",00:30:00,0:30,Alice,afternoon,night,2,0,118,122
Hunter,04:45:00,Marco,01:15:00,Leon,03:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Hunter listens to music at 4:45. Marco listens to music at 1:15. Leon listens to music at 3:15. The only person that listens to music in the evening is","['Hunter', 'Marco', 'Leon']",04:45:00,4:45,Hunter,evening,night,3,0,117,121
Luke,13:30:00,Walker,16:30:00,Dean,20:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Luke leaves for work at 13:30. Walker leaves for work at 16:30. Dean leaves for work at 20:30. The only person that leaves for work in the morning is","['Luke', 'Walker', 'Dean']",20:30:00,20:30,Dean,morning,evening,1,3,178,183
Jerry,23:30:00,Scott,21:00:00,Steve,17:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Jerry looks at social media at 23:30. Scott looks at social media at 21:00. Steve looks at social media at 17:15. The only person that looks at social media in the afternoon is","['Jerry', 'Scott', 'Steve']",23:30:00,23:30,Jerry,afternoon,evening,2,3,121,126
Andrew,03:30:00,William,19:00:00,Leon,20:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Andrew calls a friend at 3:30. William calls a friend at 19:00. Leon calls a friend at 20:15. The only person that calls a friend in the afternoon is","['Andrew', 'William', 'Leon']",03:30:00,3:30,Andrew,afternoon,night,2,0,115,119
Jason,11:00:00,William,02:00:00,Michael,11:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Jason writes in a journal at 11:00. William writes in a journal at 2:00. Michael writes in a journal at 11:15. The only person that writes in a journal in the afternoon is","['Jason', 'William', 'Michael']",02:00:00,2:00,William,afternoon,night,2,0,157,161
Alice,06:45:00,Laura,16:00:00,Hope,18:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Alice listens to music at 6:45. Laura listens to music at 16:00. Hope listens to music at 18:30. The only person that listens to music in the evening is","['Alice', 'Laura', 'Hope']",06:45:00,6:45,Alice,evening,morning,3,1,116,120
Joy,13:45:00,Charlie,04:30:00,Connor,04:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Joy drinks coffee at 13:45. Charlie drinks coffee at 4:30. Connor drinks coffee at 4:15. The only person that drinks coffee in the night is","['Joy', 'Charlie', 'Connor']",13:45:00,13:45,Joy,night,afternoon,0,2,111,116
Aaron,07:30:00,Fred,08:45:00,Walker,03:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Aaron packs the bag at 7:30. Fred packs the bag at 8:45. Walker packs the bag at 3:15. The only person that packs the bag in the afternoon is","['Aaron', 'Fred', 'Walker']",03:15:00,3:15,Walker,afternoon,night,2,0,171,175
Alice,19:00:00,Blake,22:45:00,Kyle,00:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Alice watches a movie at 19:00. Blake watches a movie at 22:45. Kyle watches a movie at 00:45. The only person that watches a movie in the morning is","['Alice', 'Blake', 'Kyle']",19:00:00,19:00,Alice,morning,evening,1,3,115,120
Matt,03:45:00,Aaron,17:30:00,Andrew,14:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Matt calls a friend at 3:45. Aaron calls a friend at 17:30. Andrew calls a friend at 14:30. The only person that calls a friend in the evening is","['Matt', 'Aaron', 'Andrew']",03:45:00,3:45,Matt,evening,night,3,0,113,117
Rachel,23:15:00,Kyle,10:30:00,Bob,00:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Rachel exercises at 23:15. Kyle exercises at 10:30. Bob exercises at 00:30. The only person that exercises in the night is","['Rachel', 'Kyle', 'Bob']",10:30:00,10:30,Kyle,night,morning,0,1,135,140
Henry,19:30:00,Matt,10:45:00,Hunter,01:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Henry leaves for work at 19:30. Matt leaves for work at 10:45. Hunter leaves for work at 1:30. The only person that leaves for work in the morning is","['Henry', 'Matt', 'Hunter']",19:30:00,19:30,Henry,morning,evening,1,3,115,120
Brandon,13:00:00,Kevin,05:00:00,George,15:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Brandon naps at 13:00. Kevin naps at 5:00. George naps at 15:15. The only person that naps in the evening is","['Brandon', 'Kevin', 'George']",05:00:00,5:00,Kevin,evening,night,3,0,127,131
Frank,10:30:00,Dean,18:45:00,Scott,12:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Frank makes a phone call at 10:30. Dean makes a phone call at 18:45. Scott makes a phone call at 12:30. The only person that makes a phone call in the morning is","['Frank', 'Dean', 'Scott']",18:45:00,18:45,Dean,morning,evening,1,3,152,157
Jason,14:15:00,Luke,19:30:00,Kyle,01:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Jason looks at social media at 14:15. Luke looks at social media at 19:30. Kyle looks at social media at 1:45. The only person that looks at social media in the night is","['Jason', 'Luke', 'Kyle']",14:15:00,14:15,Jason,night,afternoon,0,2,121,126
Blake,00:15:00,Joy,13:00:00,Jerry,12:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Blake drinks water at 00:15. Joy drinks water at 13:00. Jerry drinks water at 12:30. The only person that drinks water in the afternoon is","['Blake', 'Joy', 'Jerry']",00:15:00,0:15,Blake,afternoon,night,2,0,113,117
Frank,06:15:00,Dallas,04:15:00,Grant,17:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Frank drinks coffee at 6:15. Dallas drinks coffee at 4:15. Grant drinks coffee at 17:00. The only person that drinks coffee in the morning is","['Frank', 'Dallas', 'Grant']",17:00:00,17:00,Grant,morning,afternoon,1,2,72,77
Walker,13:15:00,Rachel,01:15:00,Maria,22:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Walker drinks coffee at 13:15. Rachel drinks coffee at 1:15. Maria drinks coffee at 22:30. The only person that drinks coffee in the night is","['Walker', 'Rachel', 'Maria']",13:15:00,13:15,Walker,night,afternoon,0,2,114,119
