name_1,date_1,name_2,date_2,name_3,date_3,alternatives,context,correct_date,correct_date_str,correct_season,correct_season_label,correct_og_season,correct_og_season_label,correct_answer
Robert,2019-07-30,Emily,2019-10-13,Neil,2019-08-18,"['Robert', 'Emily', 'Neil']",The following events take place in the southern hemisphere. Robert won a contest on the 30th of July. Emily won a contest on the 13th of October. Neil won a contest on the 18th of August. The only person that won a contest in spring is,2019-10-13,13th of October,spring,1,fall,3,Emily
William,2019-02-08,John,2019-04-02,Dean,2019-08-15,"['William', 'John', 'Dean']",The following events take place in the southern hemisphere. William baked a cake on the 8th of February. John baked a cake on the 2nd of April. Dean baked a cake on the 15th of August. The only person that baked a cake in summer is,2019-02-08,8th of February,summer,2,winter,0,William
Marco,2019-01-05,Joy,2019-11-25,Blake,2019-12-28,"['Marco', 'Joy', 'Blake']",The following events take place in the southern hemisphere. Marco went hiking on the 5th of January. Joy went hiking on the 25th of November. Blake went hiking on the 28th of December. The only person that went hiking in spring is,2019-11-25,25th of November,spring,1,fall,3,Joy
Martin,2019-05-22,Marco,2019-05-15,Dallas,2019-10-01,"['Martin', 'Marco', 'Dallas']",The following events take place in the southern hemisphere. Martin renovated the bathroom on the 22nd of May. Marco renovated the bathroom on the 15th of May. Dallas renovated the bathroom on the 1st of October. The only person that renovated the bathroom in spring is,2019-10-01,1st of October,spring,1,fall,3,Dallas
Martin,2019-05-27,Michael,2019-10-11,William,2019-03-18,"['Martin', 'Michael', 'William']",The following events take place in the southern hemisphere. Martin arrived in Germany on the 27th of May. Michael arrived in Germany on the 11th of October. William arrived in Germany on the 18th of March. The only person that arrived in Germany in fall is,2019-05-27,27th of May,fall,3,spring,1,Martin
Michael,2019-12-06,William,2019-12-11,Blake,2019-08-07,"['Michael', 'William', 'Blake']",The following events take place in the southern hemisphere. Michael washed the car on the 6th of December. William washed the car on the 11th of December. Blake washed the car on the 7th of August. The only person that washed the car in winter is,2019-08-07,7th of August,winter,0,summer,2,Blake
Michael,2019-04-02,Luke,2019-04-06,Grant,2019-02-01,"['Michael', 'Luke', 'Grant']",The following events take place in the southern hemisphere. Michael alphabetized the bookshelf on the 2nd of April. Luke alphabetized the bookshelf on the 6th of April. Grant alphabetized the bookshelf on the 1st of February. The only person that alphabetized the bookshelf in summer is,2019-02-01,1st of February,summer,2,winter,0,Grant
Marco,2019-11-15,Dallas,2019-02-21,Robert,2019-06-17,"['Marco', 'Dallas', 'Robert']",The following events take place in the southern hemisphere. Marco took a walk in the park on the 15th of November. Dallas took a walk in the park on the 21st of February. Robert took a walk in the park on the 17th of June. The only person that took a walk in the park in spring is,2019-11-15,15th of November,spring,1,fall,3,Marco
Marco,2019-08-17,Michael,2019-08-03,Jack,2019-01-14,"['Marco', 'Michael', 'Jack']",The following events take place in the southern hemisphere. Marco arrived in Canada on the 17th of August. Michael arrived in Canada on the 3rd of August. Jack arrived in Canada on the 14th of January. The only person that arrived in Canada in summer is,2019-01-14,14th of January,summer,2,winter,0,Jack
Martin,2019-02-04,Henry,2019-08-13,Luke,2019-03-17,"['Martin', 'Henry', 'Luke']",The following events take place in the southern hemisphere. Martin went to a French restaurant on the 4th of February. Henry went to a French restaurant on the 13th of August. Luke went to a French restaurant on the 17th of March. The only person that went to a French restaurant in winter is,2019-08-13,13th of August,winter,0,summer,2,Henry
Martin,2019-03-17,Andrew,2019-11-08,William,2019-08-31,"['Martin', 'Andrew', 'William']",The following events take place in the southern hemisphere. Martin compiled the spreadsheet on the 17th of March. Andrew compiled the spreadsheet on the 8th of November. William compiled the spreadsheet on the 31st of August. The only person that compiled the spreadsheet in summer is,2019-03-17,17th of March,summer,2,winter,0,Martin
Hope,2019-11-18,George,2019-04-15,Mark,2019-02-08,"['Hope', 'George', 'Mark']",The following events take place in the southern hemisphere. Hope went to the zoo on the 18th of November. George went to the zoo on the 15th of April. Mark went to the zoo on the 8th of February. The only person that went to the zoo in spring is,2019-11-18,18th of November,spring,1,fall,3,Hope
Neil,2019-03-17,Dean,2019-09-03,Bob,2019-01-04,"['Neil', 'Dean', 'Bob']",The following events take place in the southern hemisphere. Neil cleaned the shed on the 17th of March. Dean cleaned the shed on the 3rd of September. Bob cleaned the shed on the 4th of January. The only person that cleaned the shed in winter is,2019-09-03,3rd of September,winter,0,summer,2,Dean
Tyler,2019-02-27,Neil,2019-07-06,Jack,2019-07-13,"['Tyler', 'Neil', 'Jack']",The following events take place in the southern hemisphere. Tyler went to a concert on the 27th of February. Neil went to a concert on the 6th of July. Jack went to a concert on the 13th of July. The only person that went to a concert in summer is,2019-02-27,27th of February,summer,2,winter,0,Tyler
Matt,2019-02-28,Michael,2019-07-15,Ian,2019-06-16,"['Matt', 'Michael', 'Ian']",The following events take place in the southern hemisphere. Matt had a picnic on the 28th of February. Michael had a picnic on the 15th of July. Ian had a picnic on the 16th of June. The only person that had a picnic in summer is,2019-02-28,28th of February,summer,2,winter,0,Matt
Jerry,2019-07-04,Walker,2019-01-26,George,2019-08-23,"['Jerry', 'Walker', 'George']",The following events take place in the southern hemisphere. Jerry attended a wedding on the 4th of July. Walker attended a wedding on the 26th of January. George attended a wedding on the 23rd of August. The only person that attended a wedding in summer is,2019-01-26,26th of January,summer,2,winter,0,Walker
Laura,2019-09-10,Josh,2019-03-14,Robert,2019-10-23,"['Laura', 'Josh', 'Robert']",The following events take place in the southern hemisphere. Laura built a desktop computer on the 10th of September. Josh built a desktop computer on the 14th of March. Robert built a desktop computer on the 23rd of October. The only person that built a desktop computer in winter is,2019-09-10,10th of September,winter,0,summer,2,Laura
Alice,2019-11-13,George,2019-08-25,Richard,2019-08-09,"['Alice', 'George', 'Richard']",The following events take place in the southern hemisphere. Alice arrived in Canada on the 13th of November. George arrived in Canada on the 25th of August. Richard arrived in Canada on the 9th of August. The only person that arrived in Canada in spring is,2019-11-13,13th of November,spring,1,fall,3,Alice
Aaron,2019-12-24,Matt,2019-01-19,John,2019-05-20,"['Aaron', 'Matt', 'John']",The following events take place in the southern hemisphere. Aaron got a raise on the 24th of December. Matt got a raise on the 19th of January. John got a raise on the 20th of May. The only person that got a raise in fall is,2019-05-20,20th of May,fall,3,spring,1,John
Martin,2019-11-24,Hope,2019-09-06,Marco,2019-03-29,"['Martin', 'Hope', 'Marco']",The following events take place in the southern hemisphere. Martin painted a portrait on the 24th of November. Hope painted a portrait on the 6th of September. Marco painted a portrait on the 29th of March. The only person that painted a portrait in spring is,2019-11-24,24th of November,spring,1,fall,3,Martin
Rachel,2019-10-08,Hunter,2019-04-11,Peter,2019-11-04,"['Rachel', 'Hunter', 'Peter']",The following events take place in the southern hemisphere. Rachel renovated the kitchen on the 8th of October. Hunter renovated the kitchen on the 11th of April. Peter renovated the kitchen on the 4th of November. The only person that renovated the kitchen in fall is,2019-04-11,11th of April,fall,3,spring,1,Hunter
Rose,2019-06-30,Henry,2019-12-22,Frank,2019-05-27,"['Rose', 'Henry', 'Frank']",The following events take place in the southern hemisphere. Rose threw a party on the 30th of June. Henry threw a party on the 22nd of December. Frank threw a party on the 27th of May. The only person that threw a party in winter is,2019-06-30,30th of June,winter,0,summer,2,Rose
Tyler,2019-01-09,Hope,2019-10-11,Leon,2019-12-09,"['Tyler', 'Hope', 'Leon']",The following events take place in the southern hemisphere. Tyler arrived in France on the 9th of January. Hope arrived in France on the 11th of October. Leon arrived in France on the 9th of December. The only person that arrived in France in summer is,2019-01-09,9th of January,summer,2,winter,0,Tyler
Maria,2019-12-15,Ian,2019-01-08,William,2019-01-28,"['Maria', 'Ian', 'William']",The following events take place in the southern hemisphere. Maria sent a package on the 15th of December. Ian sent a package on the 8th of January. William sent a package on the 28th of January. The only person that sent a package in spring is,2019-12-15,15th of December,spring,1,fall,3,Maria
Hunter,2019-03-10,Rose,2019-08-10,Connor,2019-04-09,"['Hunter', 'Rose', 'Connor']",The following events take place in the southern hemisphere. Hunter washed the dog on the 10th of March. Rose washed the dog on the 10th of August. Connor washed the dog on the 9th of April. The only person that washed the dog in summer is,2019-03-10,10th of March,summer,2,winter,0,Hunter
Rose,2019-08-30,Hope,2019-11-03,Kevin,2019-07-05,"['Rose', 'Hope', 'Kevin']",The following events take place in the southern hemisphere. Rose got surgery on the 30th of August. Hope got surgery on the 3rd of November. Kevin got surgery on the 5th of July. The only person that got surgery in spring is,2019-11-03,3rd of November,spring,1,fall,3,Hope
Alex,2019-10-26,Aaron,2019-09-30,Dean,2019-09-15,"['Alex', 'Aaron', 'Dean']",The following events take place in the southern hemisphere. Alex got a birthday gift on the 26th of October. Aaron got a birthday gift on the 30th of September. Dean got a birthday gift on the 15th of September. The only person that got a birthday gift in winter is,2019-09-15,15th of September,winter,0,summer,2,Dean
William,2019-06-21,Frank,2019-09-13,Alex,2019-10-11,"['William', 'Frank', 'Alex']",The following events take place in the southern hemisphere. William went to the zoo on the 21st of June. Frank went to the zoo on the 13th of September. Alex went to the zoo on the 11th of October. The only person that went to the zoo in spring is,2019-10-11,11th of October,spring,1,fall,3,Alex
Luke,2019-05-04,Alex,2019-02-06,Max,2019-11-08,"['Luke', 'Alex', 'Max']",The following events take place in the southern hemisphere. Luke took a train on the 4th of May. Alex took a train on the 6th of February. Max took a train on the 8th of November. The only person that took a train in fall is,2019-05-04,4th of May,fall,3,spring,1,Luke
Steve,2019-06-16,April,2019-08-13,Hope,2019-10-21,"['Steve', 'April', 'Hope']",The following events take place in the southern hemisphere. Steve filled out the application on the 16th of June. April filled out the application on the 13th of August. Hope filled out the application on the 21st of October. The only person that filled out the application in fall is,2019-06-16,16th of June,fall,3,spring,1,Steve
John,2019-01-15,Aaron,2019-10-15,Bob,2019-10-12,"['John', 'Aaron', 'Bob']",The following events take place in the southern hemisphere. John donated blood on the 15th of January. Aaron donated blood on the 15th of October. Bob donated blood on the 12th of October. The only person that donated blood in summer is,2019-01-15,15th of January,summer,2,winter,0,John
Steve,2019-06-21,Frank,2019-02-02,April,2019-09-09,"['Steve', 'Frank', 'April']",The following events take place in the southern hemisphere. Steve attended a wedding on the 21st of June. Frank attended a wedding on the 2nd of February. April attended a wedding on the 9th of September. The only person that attended a wedding in summer is,2019-02-02,2nd of February,summer,2,winter,0,Frank
Fred,2019-04-26,William,2019-01-28,Charlie,2019-09-06,"['Fred', 'William', 'Charlie']",The following events take place in the southern hemisphere. Fred mowed the lawn on the 26th of April. William mowed the lawn on the 28th of January. Charlie mowed the lawn on the 6th of September. The only person that mowed the lawn in fall is,2019-04-26,26th of April,fall,3,spring,1,Fred
Leon,2019-01-31,Robert,2019-01-27,Mark,2019-04-06,"['Leon', 'Robert', 'Mark']",The following events take place in the southern hemisphere. Leon took a bus on the 31st of January. Robert took a bus on the 27th of January. Mark took a bus on the 6th of April. The only person that took a bus in fall is,2019-04-06,6th of April,fall,3,spring,1,Mark
Joy,2019-08-11,Kevin,2019-05-27,Jason,2019-07-03,"['Joy', 'Kevin', 'Jason']",The following events take place in the southern hemisphere. Joy watched TV on the 11th of August. Kevin watched TV on the 27th of May. Jason watched TV on the 3rd of July. The only person that watched TV in fall is,2019-05-27,27th of May,fall,3,spring,1,Kevin
Walker,2019-02-26,Maria,2019-10-29,Jack,2019-01-23,"['Walker', 'Maria', 'Jack']",The following events take place in the southern hemisphere. Walker took an exam on the 26th of February. Maria took an exam on the 29th of October. Jack took an exam on the 23rd of January. The only person that took an exam in spring is,2019-10-29,29th of October,spring,1,fall,3,Maria
George,2019-01-15,Frank,2019-01-20,William,2019-11-26,"['George', 'Frank', 'William']",The following events take place in the southern hemisphere. George took an exam on the 15th of January. Frank took an exam on the 20th of January. William took an exam on the 26th of November. The only person that took an exam in spring is,2019-11-26,26th of November,spring,1,fall,3,William
Mark,2019-08-15,Tyler,2019-04-21,Matt,2019-04-29,"['Mark', 'Tyler', 'Matt']",The following events take place in the southern hemisphere. Mark bought a new phone on the 15th of August. Tyler bought a new phone on the 21st of April. Matt bought a new phone on the 29th of April. The only person that bought a new phone in winter is,2019-08-15,15th of August,winter,0,summer,2,Mark
Walker,2019-06-08,Jason,2019-07-03,Dean,2019-05-07,"['Walker', 'Jason', 'Dean']",The following events take place in the southern hemisphere. Walker arrived in the UK on the 8th of June. Jason arrived in the UK on the 3rd of July. Dean arrived in the UK on the 7th of May. The only person that arrived in the UK in winter is,2019-07-03,3rd of July,winter,0,summer,2,Jason
Ian,2019-10-13,Walker,2019-04-26,Josh,2019-07-11,"['Ian', 'Walker', 'Josh']",The following events take place in the southern hemisphere. Ian went camping on the 13th of October. Walker went camping on the 26th of April. Josh went camping on the 11th of July. The only person that went camping in spring is,2019-10-13,13th of October,spring,1,fall,3,Ian
Mark,2019-03-25,Michael,2019-08-03,Aaron,2019-04-01,"['Mark', 'Michael', 'Aaron']",The following events take place in the southern hemisphere. Mark got a raise on the 25th of March. Michael got a raise on the 3rd of August. Aaron got a raise on the 1st of April. The only person that got a raise in winter is,2019-08-03,3rd of August,winter,0,summer,2,Michael
Andrew,2019-10-05,Brandon,2019-08-04,Luke,2019-03-10,"['Andrew', 'Brandon', 'Luke']",The following events take place in the southern hemisphere. Andrew went to a Thai restaurant on the 5th of October. Brandon went to a Thai restaurant on the 4th of August. Luke went to a Thai restaurant on the 10th of March. The only person that went to a Thai restaurant in spring is,2019-10-05,5th of October,spring,1,fall,3,Andrew
Jason,2019-07-09,April,2019-01-12,Hope,2019-09-06,"['Jason', 'April', 'Hope']",The following events take place in the southern hemisphere. Jason won a contest on the 9th of July. April won a contest on the 12th of January. Hope won a contest on the 6th of September. The only person that won a contest in summer is,2019-01-12,12th of January,summer,2,winter,0,April
Scott,2019-02-09,Maria,2019-12-15,Hope,2019-10-21,"['Scott', 'Maria', 'Hope']",The following events take place in the southern hemisphere. Scott renovated the bathroom on the 9th of February. Maria renovated the bathroom on the 15th of December. Hope renovated the bathroom on the 21st of October. The only person that renovated the bathroom in summer is,2019-02-09,9th of February,summer,2,winter,0,Scott
Walker,2019-07-15,Mark,2019-04-06,Connor,2019-04-15,"['Walker', 'Mark', 'Connor']",The following events take place in the southern hemisphere. Walker ironed the clothes on the 15th of July. Mark ironed the clothes on the 6th of April. Connor ironed the clothes on the 15th of April. The only person that ironed the clothes in winter is,2019-07-15,15th of July,winter,0,summer,2,Walker
Steve,2019-01-23,Josh,2019-10-14,Leon,2019-08-16,"['Steve', 'Josh', 'Leon']",The following events take place in the southern hemisphere. Steve reorganized the closet on the 23rd of January. Josh reorganized the closet on the 14th of October. Leon reorganized the closet on the 16th of August. The only person that reorganized the closet in summer is,2019-01-23,23rd of January,summer,2,winter,0,Steve
April,2019-07-08,Michael,2019-04-09,William,2019-01-27,"['April', 'Michael', 'William']",The following events take place in the southern hemisphere. April took an exam on the 8th of July. Michael took an exam on the 9th of April. William took an exam on the 27th of January. The only person that took an exam in winter is,2019-07-08,8th of July,winter,0,summer,2,April
Blake,2019-03-03,Michael,2019-09-09,Kyle,2019-06-17,"['Blake', 'Michael', 'Kyle']",The following events take place in the southern hemisphere. Blake repotted the plants on the 3rd of March. Michael repotted the plants on the 9th of September. Kyle repotted the plants on the 17th of June. The only person that repotted the plants in summer is,2019-03-03,3rd of March,summer,2,winter,0,Blake
Frank,2019-11-24,George,2019-05-19,Aaron,2019-04-22,"['Frank', 'George', 'Aaron']",The following events take place in the southern hemisphere. Frank went to the cinema on the 24th of November. George went to the cinema on the 19th of May. Aaron went to the cinema on the 22nd of April. The only person that went to the cinema in spring is,2019-11-24,24th of November,spring,1,fall,3,Frank
Peter,2019-11-04,Walker,2019-06-23,George,2019-08-23,"['Peter', 'Walker', 'George']",The following events take place in the southern hemisphere. Peter went to the cinema on the 4th of November. Walker went to the cinema on the 23rd of June. George went to the cinema on the 23rd of August. The only person that went to the cinema in spring is,2019-11-04,4th of November,spring,1,fall,3,Peter
Richard,2019-08-09,Laura,2019-11-30,Matt,2019-12-17,"['Richard', 'Laura', 'Matt']",The following events take place in the southern hemisphere. Richard painted a portrait on the 9th of August. Laura painted a portrait on the 30th of November. Matt painted a portrait on the 17th of December. The only person that painted a portrait in winter is,2019-08-09,9th of August,winter,0,summer,2,Richard
Dean,2019-06-01,Tyler,2019-09-21,Jack,2019-08-20,"['Dean', 'Tyler', 'Jack']",The following events take place in the southern hemisphere. Dean received a letter on the 1st of June. Tyler received a letter on the 21st of September. Jack received a letter on the 20th of August. The only person that received a letter in fall is,2019-06-01,1st of June,fall,3,spring,1,Dean
Connor,2019-01-15,Josh,2019-10-14,Rachel,2019-09-11,"['Connor', 'Josh', 'Rachel']",The following events take place in the southern hemisphere. Connor watched a movie on the 15th of January. Josh watched a movie on the 14th of October. Rachel watched a movie on the 11th of September. The only person that watched a movie in summer is,2019-01-15,15th of January,summer,2,winter,0,Connor
Joy,2019-08-27,Maria,2019-12-25,Connor,2019-11-14,"['Joy', 'Maria', 'Connor']",The following events take place in the southern hemisphere. Joy arrived in the US on the 27th of August. Maria arrived in the US on the 25th of December. Connor arrived in the US on the 14th of November. The only person that arrived in the US in winter is,2019-08-27,27th of August,winter,0,summer,2,Joy
Jack,2019-01-14,Marco,2019-08-08,John,2019-08-25,"['Jack', 'Marco', 'John']",The following events take place in the southern hemisphere. Jack cleaned the windows on the 14th of January. Marco cleaned the windows on the 8th of August. John cleaned the windows on the 25th of August. The only person that cleaned the windows in summer is,2019-01-14,14th of January,summer,2,winter,0,Jack
Emily,2019-12-25,Neil,2019-07-12,Frank,2019-01-21,"['Emily', 'Neil', 'Frank']",The following events take place in the southern hemisphere. Emily had a barbecue on the 25th of December. Neil had a barbecue on the 12th of July. Frank had a barbecue on the 21st of January. The only person that had a barbecue in winter is,2019-07-12,12th of July,winter,0,summer,2,Neil
Jerry,2019-12-24,Connor,2019-09-14,Matt,2019-04-29,"['Jerry', 'Connor', 'Matt']",The following events take place in the southern hemisphere. Jerry received a letter on the 24th of December. Connor received a letter on the 14th of September. Matt received a letter on the 29th of April. The only person that received a letter in summer is,2019-12-24,24th of December,summer,2,winter,0,Jerry
Hunter,2019-09-29,Rose,2019-07-20,Matt,2019-12-17,"['Hunter', 'Rose', 'Matt']",The following events take place in the southern hemisphere. Hunter attended a graduation on the 29th of September. Rose attended a graduation on the 20th of July. Matt attended a graduation on the 17th of December. The only person that attended a graduation in winter is,2019-07-20,20th of July,winter,0,summer,2,Rose
Hope,2019-10-11,Martin,2019-09-13,Hunter,2019-09-16,"['Hope', 'Martin', 'Hunter']",The following events take place in the southern hemisphere. Hope planted a tree on the 11th of October. Martin planted a tree on the 13th of September. Hunter planted a tree on the 16th of September. The only person that planted a tree in spring is,2019-10-11,11th of October,spring,1,fall,3,Hope
Henry,2019-01-06,Jerry,2019-12-24,Richard,2019-08-06,"['Henry', 'Jerry', 'Richard']",The following events take place in the southern hemisphere. Henry went to the gym on the 6th of January. Jerry went to the gym on the 24th of December. Richard went to the gym on the 6th of August. The only person that went to the gym in winter is,2019-08-06,6th of August,winter,0,summer,2,Richard
Charlie,2019-05-03,Matt,2019-05-08,Bob,2019-03-06,"['Charlie', 'Matt', 'Bob']",The following events take place in the southern hemisphere. Charlie went to a Thai restaurant on the 3rd of May. Matt went to a Thai restaurant on the 8th of May. Bob went to a Thai restaurant on the 6th of March. The only person that went to a Thai restaurant in summer is,2019-03-06,6th of March,summer,2,winter,0,Bob
Joy,2019-07-18,Josh,2019-07-30,William,2019-10-17,"['Joy', 'Josh', 'William']",The following events take place in the southern hemisphere. Joy refinanced the mortgage on the 18th of July. Josh refinanced the mortgage on the 30th of July. William refinanced the mortgage on the 17th of October. The only person that refinanced the mortgage in spring is,2019-10-17,17th of October,spring,1,fall,3,William
Tyler,2019-09-21,Jerry,2019-05-17,Marco,2019-12-20,"['Tyler', 'Jerry', 'Marco']",The following events take place in the southern hemisphere. Tyler went to a festival on the 21st of September. Jerry went to a festival on the 17th of May. Marco went to a festival on the 20th of December. The only person that went to a festival in winter is,2019-09-21,21st of September,winter,0,summer,2,Tyler
Leon,2019-08-16,George,2019-05-19,Maria,2019-01-12,"['Leon', 'George', 'Maria']",The following events take place in the southern hemisphere. Leon cleaned the windows on the 16th of August. George cleaned the windows on the 19th of May. Maria cleaned the windows on the 12th of January. The only person that cleaned the windows in winter is,2019-08-16,16th of August,winter,0,summer,2,Leon
Alice,2019-09-01,Aaron,2019-04-01,Max,2019-01-21,"['Alice', 'Aaron', 'Max']",The following events take place in the southern hemisphere. Alice went to the cinema on the 1st of September. Aaron went to the cinema on the 1st of April. Max went to the cinema on the 21st of January. The only person that went to the cinema in winter is,2019-09-01,1st of September,winter,0,summer,2,Alice
Kevin,2019-04-25,Fred,2019-06-05,Richard,2019-11-05,"['Kevin', 'Fred', 'Richard']",The following events take place in the southern hemisphere. Kevin got a massage on the 25th of April. Fred got a massage on the 5th of June. Richard got a massage on the 5th of November. The only person that got a massage in spring is,2019-11-05,5th of November,spring,1,fall,3,Richard
George,2019-06-01,Connor,2019-11-14,William,2019-05-01,"['George', 'Connor', 'William']",The following events take place in the southern hemisphere. George donated clothes on the 1st of June. Connor donated clothes on the 14th of November. William donated clothes on the 1st of May. The only person that donated clothes in spring is,2019-11-14,14th of November,spring,1,fall,3,Connor
John,2019-06-24,Michael,2019-04-09,Scott,2019-05-03,"['John', 'Michael', 'Scott']",The following events take place in the southern hemisphere. John took a boat on the 24th of June. Michael took a boat on the 9th of April. Scott took a boat on the 3rd of May. The only person that took a boat in winter is,2019-06-24,24th of June,winter,0,summer,2,John
Richard,2019-02-17,Tyler,2019-08-07,Alex,2019-01-11,"['Richard', 'Tyler', 'Alex']",The following events take place in the southern hemisphere. Richard arrived in Canada on the 17th of February. Tyler arrived in Canada on the 7th of August. Alex arrived in Canada on the 11th of January. The only person that arrived in Canada in winter is,2019-08-07,7th of August,winter,0,summer,2,Tyler
Fred,2019-06-05,Aaron,2019-04-22,Bob,2019-03-06,"['Fred', 'Aaron', 'Bob']",The following events take place in the southern hemisphere. Fred threw a party on the 5th of June. Aaron threw a party on the 22nd of April. Bob threw a party on the 6th of March. The only person that threw a party in summer is,2019-03-06,6th of March,summer,2,winter,0,Bob
Dallas,2019-09-26,Henry,2019-09-16,Rose,2019-11-17,"['Dallas', 'Henry', 'Rose']",The following events take place in the southern hemisphere. Dallas had a picnic on the 26th of September. Henry had a picnic on the 16th of September. Rose had a picnic on the 17th of November. The only person that had a picnic in winter is,2019-09-16,16th of September,winter,0,summer,2,Henry
Peter,2019-06-01,Dallas,2019-11-27,Frank,2019-05-26,"['Peter', 'Dallas', 'Frank']",The following events take place in the southern hemisphere. Peter watched a documentary on the 1st of June. Dallas watched a documentary on the 27th of November. Frank watched a documentary on the 26th of May. The only person that watched a documentary in spring is,2019-11-27,27th of November,spring,1,fall,3,Dallas
Dean,2019-09-15,Ryan,2019-07-31,Robert,2019-06-17,"['Dean', 'Ryan', 'Robert']",The following events take place in the southern hemisphere. Dean ironed the clothes on the 15th of September. Ryan ironed the clothes on the 31st of July. Robert ironed the clothes on the 17th of June. The only person that ironed the clothes in fall is,2019-06-17,17th of June,fall,3,spring,1,Robert
Robert,2019-09-29,Fred,2019-10-23,Peter,2019-08-08,"['Robert', 'Fred', 'Peter']",The following events take place in the southern hemisphere. Robert washed the floors on the 29th of September. Fred washed the floors on the 23rd of October. Peter washed the floors on the 8th of August. The only person that washed the floors in winter is,2019-08-08,8th of August,winter,0,summer,2,Peter
Maria,2019-04-07,Jason,2019-09-04,Bob,2019-10-23,"['Maria', 'Jason', 'Bob']",The following events take place in the southern hemisphere. Maria painted a mural on the 7th of April. Jason painted a mural on the 4th of September. Bob painted a mural on the 23rd of October. The only person that painted a mural in fall is,2019-04-07,7th of April,fall,3,spring,1,Maria
Grant,2019-11-29,Aaron,2019-03-04,Richard,2019-07-10,"['Grant', 'Aaron', 'Richard']",The following events take place in the southern hemisphere. Grant took a taxi on the 29th of November. Aaron took a taxi on the 4th of March. Richard took a taxi on the 10th of July. The only person that took a taxi in spring is,2019-11-29,29th of November,spring,1,fall,3,Grant
Martin,2019-09-30,Maria,2019-03-28,Rose,2019-11-19,"['Martin', 'Maria', 'Rose']",The following events take place in the southern hemisphere. Martin arrived in Italy on the 30th of September. Maria arrived in Italy on the 28th of March. Rose arrived in Italy on the 19th of November. The only person that arrived in Italy in fall is,2019-03-28,28th of March,fall,3,spring,1,Maria
Bob,2019-07-16,Marco,2019-12-13,Jason,2019-01-03,"['Bob', 'Marco', 'Jason']",The following events take place in the southern hemisphere. Bob got surgery on the 16th of July. Marco got surgery on the 13th of December. Jason got surgery on the 3rd of January. The only person that got surgery in winter is,2019-07-16,16th of July,winter,0,summer,2,Bob
Dean,2019-12-21,Ian,2019-10-13,Kyle,2019-09-10,"['Dean', 'Ian', 'Kyle']",The following events take place in the southern hemisphere. Dean cooked lasagna on the 21st of December. Ian cooked lasagna on the 13th of October. Kyle cooked lasagna on the 10th of September. The only person that cooked lasagna in summer is,2019-12-21,21st of December,summer,2,winter,0,Dean
Maria,2019-02-26,Max,2019-05-26,Kevin,2019-10-03,"['Maria', 'Max', 'Kevin']",The following events take place in the southern hemisphere. Maria threw a party on the 26th of February. Max threw a party on the 26th of May. Kevin threw a party on the 3rd of October. The only person that threw a party in summer is,2019-02-26,26th of February,summer,2,winter,0,Maria
Ryan,2019-07-30,Neil,2019-03-27,Kevin,2019-04-25,"['Ryan', 'Neil', 'Kevin']",The following events take place in the southern hemisphere. Ryan got a raise on the 30th of July. Neil got a raise on the 27th of March. Kevin got a raise on the 25th of April. The only person that got a raise in winter is,2019-07-30,30th of July,winter,0,summer,2,Ryan
Hope,2019-10-21,Tyler,2019-11-15,Andrew,2019-02-28,"['Hope', 'Tyler', 'Andrew']",The following events take place in the southern hemisphere. Hope painted a portrait on the 21st of October. Tyler painted a portrait on the 15th of November. Andrew painted a portrait on the 28th of February. The only person that painted a portrait in summer is,2019-02-28,28th of February,summer,2,winter,0,Andrew
Brandon,2019-12-22,Hope,2019-11-03,Robert,2019-04-01,"['Brandon', 'Hope', 'Robert']",The following events take place in the southern hemisphere. Brandon filled out the application on the 22nd of December. Hope filled out the application on the 3rd of November. Robert filled out the application on the 1st of April. The only person that filled out the application in summer is,2019-12-22,22nd of December,summer,2,winter,0,Brandon
Max,2019-12-05,Ryan,2019-10-03,Brandon,2019-08-27,"['Max', 'Ryan', 'Brandon']",The following events take place in the southern hemisphere. Max washed the floors on the 5th of December. Ryan washed the floors on the 3rd of October. Brandon washed the floors on the 27th of August. The only person that washed the floors in winter is,2019-08-27,27th of August,winter,0,summer,2,Brandon
Emily,2019-12-29,Peter,2019-10-20,Jason,2019-01-03,"['Emily', 'Peter', 'Jason']",The following events take place in the southern hemisphere. Emily went to a concert on the 29th of December. Peter went to a concert on the 20th of October. Jason went to a concert on the 3rd of January. The only person that went to a concert in spring is,2019-10-20,20th of October,spring,1,fall,3,Peter
Josh,2019-06-13,Matt,2019-08-08,Laura,2019-03-08,"['Josh', 'Matt', 'Laura']",The following events take place in the southern hemisphere. Josh got a birthday gift on the 13th of June. Matt got a birthday gift on the 8th of August. Laura got a birthday gift on the 8th of March. The only person that got a birthday gift in fall is,2019-06-13,13th of June,fall,3,spring,1,Josh
Kyle,2019-05-16,Tyler,2019-04-10,George,2019-09-21,"['Kyle', 'Tyler', 'George']",The following events take place in the southern hemisphere. Kyle went to a concert on the 16th of May. Tyler went to a concert on the 10th of April. George went to a concert on the 21st of September. The only person that went to a concert in winter is,2019-09-21,21st of September,winter,0,summer,2,George
Luke,2019-03-17,Mark,2019-04-06,Jason,2019-01-03,"['Luke', 'Mark', 'Jason']",The following events take place in the southern hemisphere. Luke went hiking on the 17th of March. Mark went hiking on the 6th of April. Jason went hiking on the 3rd of January. The only person that went hiking in fall is,2019-04-06,6th of April,fall,3,spring,1,Mark
