context,correct_city,correct_country,correct_continent,correct_lat,correct_lon,correct_geodesic_dist,correct_through_earth_dist,correct_euclidean_dist,correct_answer,reference_city,reference_country,reference_continent,reference_lat,reference_lon,reference_name,name_1,city_1,country_1,continent_1,lat_1,lon_1,name_2,city_2,country_2,continent_2,lat_2,lon_2,name_3,city_3,country_3,continent_3,lat_3,lon_3
Kyle lives in Balaka. Jerry lives in Khmilnyk. Ian lives in Haa. The person who lives closest to Kyle is,Khmilnyk,Ukraine,Europe,49.5569,27.9572,7210.099393170278,6831.446009881142,64.92447074293328,Jerry,Balaka,Malawi,Africa,-14.9889,34.9591,Kyle,Kyle,Balaka,Malawi,Africa,-14.9889,34.9591,Jerry,Khmilnyk,Ukraine,Europe,49.5569,27.9572,Ian,Haa,Bhutan,Asia,27.3825,89.285
Laura lives in Kanungu. Aaron lives in Krško. Mark lives in Pompéia. The person who lives closest to Laura is,Krško,Slovenia,Europe,45.959,15.4922,5395.2635233174515,5235.48532236383,48.98459839959904,Aaron,Kanungu,Uganda,Africa,-0.8969,29.7756,Laura,Laura,Kanungu,Uganda,Africa,-0.8969,29.7756,Aaron,Krško,Slovenia,Europe,45.959,15.4922,Mark,Pompéia,Brazil,South America,-22.1089,-50.1719
Max lives in Mingxing. Grant lives in Bom Jesus do Galho. Joy lives in Matsuyama. The person who lives closest to Max is,Matsuyama,Japan,Asia,33.8333,132.7667,1866.932652035037,1860.2600791085888,20.539227684117026,Joy,Mingxing,China,Asia,37.4264,112.5442,Max,Max,Mingxing,China,Asia,37.4264,112.5442,Grant,Bom Jesus do Galho,Brazil,South America,-19.8289,-42.3158,Joy,Matsuyama,Japan,Asia,33.8333,132.7667
Luke lives in Al Wakrah. Tyler lives in Sa Kaeo. George lives in Aranyaprathet. The person who lives closest to Luke is,Sa Kaeo,Thailand,Asia,13.8206,102.0589,5404.937735144528,5244.303671334504,51.71196650263843,Tyler,Al Wakrah,Qatar,Asia,25.18,51.61,Luke,Luke,Al Wakrah,Qatar,Asia,25.18,51.61,Tyler,Sa Kaeo,Thailand,Asia,13.8206,102.0589,George,Aranyaprathet,Thailand,Asia,13.6928,102.5017
Charlie lives in Jardim. Henry lives in Uthai Thani. Tyler lives in Gakuch. The person who lives closest to Charlie is,Gakuch,Pakistan,Asia,36.1736,73.7667,14929.875080203205,11740.667021834532,142.1235966094652,Tyler,Jardim,Brazil,South America,-21.48,-56.1378,Charlie,Charlie,Jardim,Brazil,South America,-21.48,-56.1378,Henry,Uthai Thani,Thailand,Asia,15.38,100.025,Tyler,Gakuch,Pakistan,Asia,36.1736,73.7667
Steve lives in Guantánamo. Ryan lives in Capim Grosso. Connor lives in Pedersöre. The person who lives closest to Steve is,Capim Grosso,Brazil,South America,-11.3808,-40.0128,5206.715702723376,5063.021714128086,47.244280391387065,Ryan,Guantánamo,Cuba,North America,20.1383,-75.2061,Steve,Steve,Guantánamo,Cuba,North America,20.1383,-75.2061,Ryan,Capim Grosso,Brazil,South America,-11.3808,-40.0128,Connor,Pedersöre,Finland,Europe,63.6642,22.7006
Richard lives in Tall Abyaḑ. Fred lives in Cajazeiras. Marco lives in Shinyanga. The person who lives closest to Richard is,Shinyanga,Tanzania,Africa,-3.6619,33.4231,4524.1747842562245,4429.71352312878,40.73559982435511,Marco,Tall Abyaḑ,Syria,Asia,36.6965,38.9538,Richard,Richard,Tall Abyaḑ,Syria,Asia,36.6965,38.9538,Fred,Cajazeiras,Brazil,South America,-6.89,-38.5619,Marco,Shinyanga,Tanzania,Africa,-3.6619,33.4231
Bob lives in Santo Antônio. Blake lives in Trà Vinh. Aaron lives in El Realejo. The person who lives closest to Bob is,El Realejo,Nicaragua,North America,12.5333,-87.1667,6130.941631875196,5897.097524995817,56.00532378354758,Aaron,Santo Antônio,Brazil,South America,-29.8178,-50.52,Bob,Bob,Santo Antônio,Brazil,South America,-29.8178,-50.52,Blake,Trà Vinh,Vietnam,Asia,9.9333,106.35,Aaron,El Realejo,Nicaragua,North America,12.5333,-87.1667
Charlie lives in Kulhudhuffushi. April lives in Anapa. Jerry lives in Bálsamo. The person who lives closest to Charlie is,Anapa,Russia,Asia,44.8944,37.3167,5478.850334392481,5311.577184977795,52.37421352698292,April,Kulhudhuffushi,Maldives,Asia,6.6225,73.0703,Charlie,Charlie,Kulhudhuffushi,Maldives,Asia,6.6225,73.0703,April,Anapa,Russia,Asia,44.8944,37.3167,Jerry,Bálsamo,Brazil,South America,-20.735,-49.5839
Richard lives in Bonn. Rose lives in Humaitá. Bob lives in Jendouba. The person who lives closest to Richard is,Jendouba,Tunisia,Africa,36.4833,8.7833,1590.4082466703742,1586.2819437884696,14.350804897635536,Bob,Bonn,Germany,Europe,50.7353,7.1022,Richard,Richard,Bonn,Germany,Europe,50.7353,7.1022,Rose,Humaitá,Brazil,South America,-7.5061,-63.0208,Bob,Jendouba,Tunisia,Africa,36.4833,8.7833
Richard lives in Zemun. Blake lives in Kozlu. Joy lives in Trstenik. The person who lives closest to Richard is,Trstenik,Serbia,Europe,43.6186,20.9972,144.95518597148447,144.9520593737407,1.3685736370396746,Joy,Zemun,Serbia,Europe,44.85,20.4,Richard,Richard,Zemun,Serbia,Europe,44.85,20.4,Blake,Kozlu,Turkey,Europe,41.4333,31.75,Joy,Trstenik,Serbia,Europe,43.6186,20.9972
Hope lives in Bagh. Jerry lives in Monte Azul Paulista. Kevin lives in Xylókastro. The person who lives closest to Hope is,Xylókastro,Greece,Europe,38.0667,22.6333,4565.611347739351,4468.542015632827,51.32198757345627,Kevin,Bagh,Pakistan,Asia,33.9735,73.7918,Hope,Hope,Bagh,Pakistan,Asia,33.9735,73.7918,Jerry,Monte Azul Paulista,Brazil,South America,-20.9072,-48.6414,Kevin,Xylókastro,Greece,Europe,38.0667,22.6333
Joy lives in San Marcos. Michael lives in Ipatovo. William lives in Olintepeque. The person who lives closest to Joy is,Olintepeque,Guatemala,North America,14.8833,-91.5167,31.34317139125612,31.343139782876786,0.2908965623722626,William,San Marcos,Guatemala,North America,14.9653,-91.7958,Joy,Joy,San Marcos,Guatemala,North America,14.9653,-91.7958,Michael,Ipatovo,Russia,Asia,45.7167,42.0,William,Olintepeque,Guatemala,North America,14.8833,-91.5167
Hunter lives in Assen. Rachel lives in Mississauga. Jack lives in Malo Crniće. The person who lives closest to Hunter is,Malo Crniće,Serbia,Europe,44.5667,21.2833,1424.1230026208348,1421.159912945733,16.964645391224657,Jack,Assen,Netherlands,Europe,52.9953,6.5606,Hunter,Hunter,Assen,Netherlands,Europe,52.9953,6.5606,Rachel,Mississauga,Canada,North America,43.6,-79.65,Jack,Malo Crniće,Serbia,Europe,44.5667,21.2833
Maria lives in Korydallós. Steve lives in Pocheon. Kevin lives in Sibiti. The person who lives closest to Maria is,Sibiti,Congo (Brazzaville),Africa,-3.685,13.3511,4753.48065575697,4643.987698612779,42.92219200017632,Kevin,Korydallós,Greece,Europe,37.9833,23.65,Maria,Maria,Korydallós,Greece,Europe,37.9833,23.65,Steve,Pocheon,"Korea, South",Asia,37.8947,127.2002,Kevin,Sibiti,Congo (Brazzaville),Africa,-3.685,13.3511
Leon lives in Kovačica. Rachel lives in Medford. Blake lives in Banlung. The person who lives closest to Leon is,Banlung,Cambodia,Asia,13.7394,106.9873,8648.379379728987,7999.492646561169,91.88737611935603,Blake,Kovačica,Serbia,Europe,45.1117,20.6214,Leon,Leon,Kovačica,Serbia,Europe,45.1117,20.6214,Rachel,Medford,United States,North America,42.3372,-122.854,Blake,Banlung,Cambodia,Asia,13.7394,106.9873
Aaron lives in Mosta. Peter lives in San Juan Ermita. Alex lives in Tongyangdao. The person who lives closest to Aaron is,Tongyangdao,China,Asia,41.7676,109.9711,7849.37081084623,7362.253026900958,95.72440659210169,Alex,Mosta,Malta,Europe,35.9097,14.4261,Aaron,Aaron,Mosta,Malta,Europe,35.9097,14.4261,Peter,San Juan Ermita,Guatemala,North America,14.7667,-89.4333,Alex,Tongyangdao,China,Asia,41.7676,109.9711
Kevin lives in San Carlos. Max lives in Mazatlán Villa de Flores. Connor lives in Mantova. The person who lives closest to Kevin is,Mazatlán Villa de Flores,Mexico,North America,18.0167,-96.9167,2509.7713079904456,2493.5743482334747,23.12988347268529,Max,San Carlos,Colombia,South America,8.8006,-75.7022,Kevin,Kevin,San Carlos,Colombia,South America,8.8006,-75.7022,Max,Mazatlán Villa de Flores,Mexico,North America,18.0167,-96.9167,Connor,Mantova,Italy,Europe,45.1564,10.7911
Alice lives in Cocorná. Josh lives in Kafr Takhārīm. Joy lives in Karakol. The person who lives closest to Alice is,Kafr Takhārīm,Syria,Asia,36.1168,36.5152,11517.763005282763,10012.132173814154,115.67454036329688,Josh,Cocorná,Colombia,South America,6.0569,-75.1853,Alice,Alice,Cocorná,Colombia,South America,6.0569,-75.1853,Josh,Kafr Takhārīm,Syria,Asia,36.1168,36.5152,Joy,Karakol,Kyrgyzstan,Asia,42.4906,78.3936
Alice lives in Yayladağı. Steve lives in Muret. Hope lives in Olímpia. The person who lives closest to Alice is,Muret,France,Europe,43.4611,1.3267,3064.3021893982454,3034.8503534225165,35.546817623663586,Steve,Yayladağı,Turkey,Europe,35.9025,36.0606,Alice,Alice,Yayladağı,Turkey,Europe,35.9025,36.0606,Steve,Muret,France,Europe,43.4611,1.3267,Hope,Olímpia,Brazil,South America,-20.7369,-48.915
Fred lives in Boké. Brandon lives in Huế. Dean lives in Oxnard. The person who lives closest to Fred is,Oxnard,United States,North America,34.1964,-119.1815,10657.859452030845,9457.86588996036,107.42899600764218,Dean,Boké,Guinea,Africa,10.94,-14.3,Fred,Fred,Boké,Guinea,Africa,10.94,-14.3,Brandon,Huế,Vietnam,Asia,16.4619,107.5955,Dean,Oxnard,United States,North America,34.1964,-119.1815
Ian lives in Karabulak. Jack lives in Banská Bystrica. Jerry lives in La Palma. The person who lives closest to Ian is,Banská Bystrica,Slovakia,Europe,48.7353,19.1453,2067.5489554284186,2058.488099911204,26.3348872015811,Jack,Karabulak,Russia,Asia,43.3167,44.9167,Ian,Ian,Karabulak,Russia,Asia,43.3167,44.9167,Jack,Banská Bystrica,Slovakia,Europe,48.7353,19.1453,Jerry,La Palma,Panama,North America,8.3982,-78.1402
Grant lives in Sopetrán. Kyle lives in Leiden. Hope lives in Shanwei. The person who lives closest to Grant is,Leiden,Netherlands,Europe,52.16,4.49,8771.352938914599,8094.8376166651815,92.31501929686198,Kyle,Sopetrán,Colombia,South America,6.5017,-75.7433,Grant,Grant,Sopetrán,Colombia,South America,6.5017,-75.7433,Kyle,Leiden,Netherlands,Europe,52.16,4.49,Hope,Shanwei,China,Asia,22.7872,115.3756
April lives in Ciudad Miguel Alemán. Richard lives in Niterói. Matt lives in Na Wa. The person who lives closest to April is,Niterói,Brazil,South America,-22.8833,-43.1036,8136.426970599176,7594.655242754995,74.53931687270818,Richard,Ciudad Miguel Alemán,Mexico,North America,26.4003,-99.0253,April,April,Ciudad Miguel Alemán,Mexico,North America,26.4003,-99.0253,Richard,Niterói,Brazil,South America,-22.8833,-43.1036,Matt,Na Wa,Thailand,Asia,17.4897,104.1006
Jerry lives in Mocha. Hope lives in Stavroúpoli. Connor lives in Cidelândia. The person who lives closest to Jerry is,Stavroúpoli,Greece,Europe,40.6667,22.9333,3626.446359263535,3577.686970726022,34.06749024876943,Hope,Mocha,Yemen,Asia,13.3203,43.25,Jerry,Jerry,Mocha,Yemen,Asia,13.3203,43.25,Hope,Stavroúpoli,Greece,Europe,40.6667,22.9333,Connor,Cidelândia,Brazil,South America,-5.1739,-47.7819
Fred lives in Bandar-e Māhshahr. Ryan lives in Oberá. Hunter lives in Lüdenscheid. The person who lives closest to Fred is,Lüdenscheid,Germany,Europe,51.2167,7.6333,4100.511000130561,4030.1003436728824,46.40872742232866,Hunter,Bandar-e Māhshahr,Iran,Asia,30.5567,49.1897,Fred,Fred,Bandar-e Māhshahr,Iran,Asia,30.5567,49.1897,Ryan,Oberá,Argentina,South America,-27.4833,-55.1333,Hunter,Lüdenscheid,Germany,Europe,51.2167,7.6333
Dallas lives in Chiquimulilla. Max lives in Ixtapaluca. Ryan lives in Miraí. The person who lives closest to Dallas is,Ixtapaluca,Mexico,North America,19.3186,-98.8822,1075.8117963638028,1074.5340999971447,9.981967105736217,Max,Chiquimulilla,Guatemala,North America,14.0833,-90.3833,Dallas,Dallas,Chiquimulilla,Guatemala,North America,14.0833,-90.3833,Max,Ixtapaluca,Mexico,North America,19.3186,-98.8822,Ryan,Miraí,Brazil,South America,-21.1953,-42.6142
Rose lives in Cândido Mendes. Walker lives in Volgodonsk. George lives in Gaoua. The person who lives closest to Rose is,Gaoua,Burkina Faso,Africa,10.3167,-3.1667,4886.29030053999,4767.407917440505,44.14612190849837,George,Cândido Mendes,Brazil,South America,-1.4467,-45.7167,Rose,Rose,Cândido Mendes,Brazil,South America,-1.4467,-45.7167,Walker,Volgodonsk,Russia,Asia,47.5167,42.15,George,Gaoua,Burkina Faso,Africa,10.3167,-3.1667
Matt lives in Mechelen. Connor lives in La Romana. Charlie lives in Landgraaf. The person who lives closest to Matt is,Landgraaf,Netherlands,Europe,50.9083,6.0297,109.30965276870702,109.30831201966836,1.5540245815301643,Charlie,Mechelen,Belgium,Europe,51.0281,4.4803,Matt,Matt,Mechelen,Belgium,Europe,51.0281,4.4803,Connor,La Romana,Dominican Republic,North America,18.43,-68.97,Charlie,Landgraaf,Netherlands,Europe,50.9083,6.0297
April lives in Hola. George lives in Santo Antônio dos Lopes. Mark lives in Biltine. The person who lives closest to April is,Biltine,Chad,Africa,14.5275,20.9267,2756.7094335320003,2735.2543565511896,24.936255275000693,Mark,Hola,Kenya,Africa,-1.5,40.03,April,April,Hola,Kenya,Africa,-1.5,40.03,George,Santo Antônio dos Lopes,Brazil,South America,-4.8689,-44.36,Mark,Biltine,Chad,Africa,14.5275,20.9267
Grant lives in Changsha. Dean lives in Jincheng. Jerry lives in Kunduz. The person who lives closest to Grant is,Jincheng,Taiwan,Asia,24.4167,118.3167,616.5166142456139,616.2760909939908,5.977181159208742,Dean,Changsha,China,Asia,22.3773,112.6982,Grant,Grant,Changsha,China,Asia,22.3773,112.6982,Dean,Jincheng,Taiwan,Asia,24.4167,118.3167,Jerry,Kunduz,Afghanistan,Asia,36.7286,68.8681
Hunter lives in Petropavl. John lives in Saint-Dié-des-Vosges. Richard lives in Pacatuba. The person who lives closest to Hunter is,Saint-Dié-des-Vosges,France,Europe,48.28,6.95,4215.2649406055825,4138.798404487602,62.56613564684973,John,Petropavl,Kazakhstan,Asia,54.8833,69.1667,Hunter,Hunter,Petropavl,Kazakhstan,Asia,54.8833,69.1667,John,Saint-Dié-des-Vosges,France,Europe,48.28,6.95,Richard,Pacatuba,Brazil,South America,-3.9839,-38.62
Fred lives in Viseu. Neil lives in Åkersberga. Michael lives in Asbest. The person who lives closest to Fred is,Åkersberga,Sweden,Europe,59.4833,18.3,2771.161312650776,2749.3675691112917,32.27350769361769,Neil,Viseu,Portugal,Europe,40.6575,-7.9139,Fred,Fred,Viseu,Portugal,Europe,40.6575,-7.9139,Neil,Åkersberga,Sweden,Europe,59.4833,18.3,Michael,Asbest,Russia,Asia,57.0,61.4667
Mark lives in Luhansk. Neil lives in Igarapé Grande. Walker lives in Gvardeysk. The person who lives closest to Mark is,Gvardeysk,Russia,Asia,54.6667,21.0833,1423.1934880077858,1420.236194096719,19.213476865211042,Walker,Luhansk,Ukraine,Europe,48.5678,39.3031,Mark,Mark,Luhansk,Ukraine,Europe,48.5678,39.3031,Neil,Igarapé Grande,Brazil,South America,-4.585,-44.8528,Walker,Gvardeysk,Russia,Asia,54.6667,21.0833
Tyler lives in Otacílio Costa. Dean lives in Chuhuiv. Robert lives in Marechal Floriano. The person who lives closest to Tyler is,Marechal Floriano,Brazil,South America,-20.4128,-40.6828,1239.3313820120172,1237.3782551132083,11.793282359462099,Robert,Otacílio Costa,Brazil,South America,-27.4828,-50.1219,Tyler,Tyler,Otacílio Costa,Brazil,South America,-27.4828,-50.1219,Dean,Chuhuiv,Ukraine,Europe,49.8356,36.6864,Robert,Marechal Floriano,Brazil,South America,-20.4128,-40.6828
Connor lives in Pradera. Hope lives in Naftalan. Brandon lives in Puerto Francisco de Orellana. The person who lives closest to Connor is,Puerto Francisco de Orellana,Ecuador,South America,-0.4625,-76.9842,440.8117961386564,440.72387219029287,3.9644039766401193,Brandon,Pradera,Colombia,South America,3.4167,-76.1667,Connor,Connor,Pradera,Colombia,South America,3.4167,-76.1667,Hope,Naftalan,Azerbaijan,Europe,40.5058,46.8192,Brandon,Puerto Francisco de Orellana,Ecuador,South America,-0.4625,-76.9842
Maria lives in Werkendam. John lives in Saint-Étienne. Emily lives in Vaals. The person who lives closest to Maria is,Vaals,Netherlands,Europe,50.7694,6.0181,139.65459907027036,139.6518030734922,1.5324895366690119,Emily,Werkendam,Netherlands,Europe,51.8097,4.8928,Maria,Maria,Werkendam,Netherlands,Europe,51.8097,4.8928,John,Saint-Étienne,France,Europe,45.4347,4.3903,Emily,Vaals,Netherlands,Europe,50.7694,6.0181
Ian lives in Zaraza. Kevin lives in Feira Nova. Marco lives in Umm al Qaywayn. The person who lives closest to Ian is,Feira Nova,Brazil,South America,-7.9508,-35.3889,3832.0314037657045,3774.5276051099636,34.56333648362091,Kevin,Zaraza,Venezuela,South America,9.3394,-65.3167,Ian,Ian,Zaraza,Venezuela,South America,9.3394,-65.3167,Kevin,Feira Nova,Brazil,South America,-7.9508,-35.3889,Marco,Umm al Qaywayn,United Arab Emirates,Asia,25.5533,55.5475
Hunter lives in Capinópolis. Grant lives in Środa Wielkopolska. Matt lives in Ibiraci. The person who lives closest to Hunter is,Ibiraci,Brazil,South America,-20.4619,-47.1219,323.9642476675766,323.92934563135157,3.0268124504171086,Matt,Capinópolis,Brazil,South America,-18.6819,-49.57,Hunter,Hunter,Capinópolis,Brazil,South America,-18.6819,-49.57,Grant,Środa Wielkopolska,Poland,Europe,52.2333,17.2833,Matt,Ibiraci,Brazil,South America,-20.4619,-47.1219
Emily lives in Jambaló. George lives in Roseller Lim. Rachel lives in Qalāt. The person who lives closest to Emily is,Qalāt,Afghanistan,Asia,32.1061,66.9069,14525.758521745269,11577.757278330899,146.18111705747086,Rachel,Jambaló,Colombia,South America,2.85,-76.3167,Emily,Emily,Jambaló,Colombia,South America,2.85,-76.3167,George,Roseller Lim,Philippines,Asia,7.6583,122.4639,Rachel,Qalāt,Afghanistan,Asia,32.1061,66.9069
William lives in Long Beach. Joy lives in Cajazeiras. Kevin lives in Sholaqqorghan. The person who lives closest to William is,Cajazeiras,Brazil,South America,-6.89,-38.5619,9483.729619260499,8632.054449194417,89.40056418893562,Joy,Long Beach,United States,North America,33.7977,-118.167,William,William,Long Beach,United States,North America,33.7977,-118.167,Joy,Cajazeiras,Brazil,South America,-6.89,-38.5619,Kevin,Sholaqqorghan,Kazakhstan,Asia,43.765,69.1758
Henry lives in Guidan Roumdji. Kyle lives in Vezirköprü. Grant lives in Lausanne. The person who lives closest to Henry is,Lausanne,Switzerland,Europe,46.52,6.6333,3654.147947621756,3604.2657156079968,32.86255943319084,Grant,Guidan Roumdji,Niger,Africa,13.6575,6.6958,Henry,Henry,Guidan Roumdji,Niger,Africa,13.6575,6.6958,Kyle,Vezirköprü,Turkey,Europe,41.1431,35.46,Grant,Lausanne,Switzerland,Europe,46.52,6.6333
Connor lives in Warner Robins. Walker lives in Wuzhong. Max lives in Basel. The person who lives closest to Connor is,Basel,Switzerland,Europe,47.5606,7.5906,7488.085238956263,7064.458340591379,92.46229531619902,Max,Warner Robins,United States,North America,32.5961,-83.6527,Connor,Connor,Warner Robins,United States,North America,32.5961,-83.6527,Walker,Wuzhong,China,Asia,37.9978,106.1986,Max,Basel,Switzerland,Europe,47.5606,7.5906
Leon lives in Perm. Matt lives in Arlöv. Hope lives in Japurá. The person who lives closest to Leon is,Arlöv,Sweden,Europe,55.6333,13.0667,2599.7266786319556,2581.72750166622,43.31470615033652,Matt,Perm,Russia,Asia,58.0,56.3167,Leon,Leon,Perm,Russia,Asia,58.0,56.3167,Matt,Arlöv,Sweden,Europe,55.6333,13.0667,Hope,Japurá,Brazil,South America,-1.8261,-66.5989
Alex lives in General José de San Martín. Jerry lives in Falan. Scott lives in Ulan-Ude. The person who lives closest to Alex is,Falan,Colombia,South America,5.1333,-74.95,3902.163828081199,3841.4547984821643,35.308052927483836,Jerry,General José de San Martín,Argentina,South America,-26.5375,-59.3417,Alex,Alex,General José de San Martín,Argentina,South America,-26.5375,-59.3417,Jerry,Falan,Colombia,South America,5.1333,-74.95,Scott,Ulan-Ude,Russia,Asia,51.8333,107.6
Kyle lives in Kavaratti. Charlie lives in Peshkopi. Peter lives in Gafsa. The person who lives closest to Kyle is,Peshkopi,Albania,Europe,41.6833,20.4281,6129.553868817484,5895.867295485019,60.78039787571319,Charlie,Kavaratti,India,Asia,10.5626,72.6369,Kyle,Kyle,Kavaratti,India,Asia,10.5626,72.6369,Charlie,Peshkopi,Albania,Europe,41.6833,20.4281,Peter,Gafsa,Tunisia,Africa,34.4225,8.7842
Dallas lives in Maipú. John lives in La Cruz. Mark lives in Lowell. The person who lives closest to Dallas is,La Cruz,Colombia,South America,1.6047,-76.9742,4710.848855228425,4604.2622856075395,42.95515305769495,John,Maipú,Argentina,South America,-36.8667,-57.8667,Dallas,Dallas,Maipú,Argentina,South America,-36.8667,-57.8667,John,La Cruz,Colombia,South America,1.6047,-76.9742,Mark,Lowell,United States,North America,42.6389,-71.3217
Steve lives in Longueuil. Kyle lives in Santo Antônio do Içá. Frank lives in Mombasa. The person who lives closest to Steve is,Santo Antônio do Içá,Brazil,South America,-3.1019,-67.94,5436.036138185452,5272.630342307634,48.953878926291424,Kyle,Longueuil,Canada,North America,45.5333,-73.5167,Steve,Steve,Longueuil,Canada,North America,45.5333,-73.5167,Kyle,Santo Antônio do Içá,Brazil,South America,-3.1019,-67.94,Frank,Mombasa,Kenya,Africa,-4.05,39.6667
Rose lives in Fortín de las Flores. Jason lives in Tlalnelhuayocan. Charlie lives in Ihosy. The person who lives closest to Rose is,Tlalnelhuayocan,Mexico,North America,19.5667,-96.9667,74.21604845261854,74.21562882284681,0.6675311078893649,Jason,Fortín de las Flores,Mexico,North America,18.9,-97.0,Rose,Rose,Fortín de las Flores,Mexico,North America,18.9,-97.0,Jason,Tlalnelhuayocan,Mexico,North America,19.5667,-96.9667,Charlie,Ihosy,Madagascar,Africa,-22.3996,46.1167
Marco lives in Passa e Fica. Jason lives in Kostolac. Henry lives in Petrovac na Mlavi. The person who lives closest to Marco is,Petrovac na Mlavi,Serbia,Europe,44.3783,21.4194,8014.325134094618,7496.265186146567,76.40790160480786,Henry,Passa e Fica,Brazil,South America,-6.4358,-35.6428,Marco,Marco,Passa e Fica,Brazil,South America,-6.4358,-35.6428,Jason,Kostolac,Serbia,Europe,44.7167,21.1667,Henry,Petrovac na Mlavi,Serbia,Europe,44.3783,21.4194
Alice lives in Zuyevka. George lives in Izola. Walker lives in Forst (Lausitz). The person who lives closest to Alice is,Forst (Lausitz),Germany,Europe,51.7333,14.6333,2406.0666858920104,2391.793457289261,37.12026761460644,Walker,Zuyevka,Russia,Asia,58.4,51.15,Alice,Alice,Zuyevka,Russia,Asia,58.4,51.15,George,Izola,Slovenia,Europe,45.5344,13.6675,Walker,Forst (Lausitz),Germany,Europe,51.7333,14.6333
April lives in Tešanj. Henry lives in Andalucía. Peter lives in João Monlevade. The person who lives closest to April is,João Monlevade,Brazil,South America,-19.81,-43.1736,9464.949900426414,8618.231284864854,88.82914337321957,Peter,Tešanj,Bosnia and Herzegovina,Europe,44.6119,17.9855,April,April,Tešanj,Bosnia and Herzegovina,Europe,44.6119,17.9855,Henry,Andalucía,Colombia,South America,4.1667,-76.1667,Peter,João Monlevade,Brazil,South America,-19.81,-43.1736
Rose lives in Bogdanci. Joy lives in Kathmandu. Emily lives in Dortmund. The person who lives closest to Rose is,Dortmund,Germany,Europe,51.5139,7.4653,1624.4660881558727,1620.069127795012,18.29068486661995,Emily,Bogdanci,North Macedonia,Europe,41.2031,22.5728,Rose,Rose,Bogdanci,North Macedonia,Europe,41.2031,22.5728,Joy,Kathmandu,Nepal,Asia,27.71,85.32,Emily,Dortmund,Germany,Europe,51.5139,7.4653
Alex lives in Bogotol. Luke lives in Funafuti. Dallas lives in Kovancılar. The person who lives closest to Alex is,Kovancılar,Turkey,Europe,38.7217,39.8672,4091.0015333128945,4021.077930492729,52.63614557640025,Dallas,Bogotol,Russia,Asia,56.2,89.5167,Alex,Alex,Bogotol,Russia,Asia,56.2,89.5167,Luke,Funafuti,Tuvalu,Oceania,-8.5167,179.2,Dallas,Kovancılar,Turkey,Europe,38.7217,39.8672
Emily lives in Tuncheng. Blake lives in Águas Formosas. Matt lives in Sorgun. The person who lives closest to Emily is,Sorgun,Turkey,Europe,39.8144,35.1903,7378.913660651797,6973.343751038877,77.6490891605304,Matt,Tuncheng,China,Asia,19.3633,110.0978,Emily,Emily,Tuncheng,China,Asia,19.3633,110.0978,Blake,Águas Formosas,Brazil,South America,-17.0819,-40.9358,Matt,Sorgun,Turkey,Europe,39.8144,35.1903
Dallas lives in Pontarlier. Kevin lives in Jurovski Dol. Alice lives in Yayladağı. The person who lives closest to Dallas is,Jurovski Dol,Slovenia,Europe,46.6064,15.7847,718.6471783285461,718.2662426518002,9.433880797423722,Kevin,Pontarlier,France,Europe,46.9067,6.3556,Dallas,Dallas,Pontarlier,France,Europe,46.9067,6.3556,Kevin,Jurovski Dol,Slovenia,Europe,46.6064,15.7847,Alice,Yayladağı,Turkey,Europe,35.9025,36.0606
Ian lives in Lidköping. Matt lives in Capim Grosso. Alice lives in Dráma. The person who lives closest to Ian is,Dráma,Greece,Europe,41.15,24.1467,2077.589671347097,2068.396283838701,20.532484019231575,Alice,Lidköping,Sweden,Europe,58.5,13.1667,Ian,Ian,Lidköping,Sweden,Europe,58.5,13.1667,Matt,Capim Grosso,Brazil,South America,-11.3808,-40.0128,Alice,Dráma,Greece,Europe,41.15,24.1467
Kevin lives in Rebouças. Josh lives in Hamina. April lives in Francisco Morato. The person who lives closest to Kevin is,Francisco Morato,Brazil,South America,-23.2817,-46.7425,476.9589239584139,476.8475493836088,4.590888683032946,April,Rebouças,Brazil,South America,-25.6208,-50.6928,Kevin,Kevin,Rebouças,Brazil,South America,-25.6208,-50.6928,Josh,Hamina,Finland,Europe,60.5667,27.2,April,Francisco Morato,Brazil,South America,-23.2817,-46.7425
Aaron lives in Kula. Hope lives in Coaraci. April lives in Seremban. The person who lives closest to Aaron is,Coaraci,Brazil,South America,-14.6408,-39.5511,8937.665439410555,8222.583510791275,84.38510297641403,Hope,Kula,Serbia,Europe,45.6117,19.5292,Aaron,Aaron,Kula,Serbia,Europe,45.6117,19.5292,Hope,Coaraci,Brazil,South America,-14.6408,-39.5511,April,Seremban,Malaysia,Asia,2.7105,101.94
Ryan lives in Baucau. George lives in Kuala Terengganu. Dallas lives in Frontera. The person who lives closest to Ryan is,Kuala Terengganu,Malaysia,Asia,5.3304,103.12,3008.694054809863,2980.8137925124133,27.114411203269743,George,Baucau,Timor-Leste,Asia,-8.4757,126.4563,Ryan,Ryan,Baucau,Timor-Leste,Asia,-8.4757,126.4563,George,Kuala Terengganu,Malaysia,Asia,5.3304,103.12,Dallas,Frontera,Mexico,North America,18.5336,-92.6469
