name_1,date_1,name_2,date_2,name_3,date_3,alternatives,context,correct_date,correct_date_str,correct_season,correct_season_label,correct_answer
Hope,2019-07-22,Neil,2019-04-23,Andrew,2019-04-25,"['Hope', 'Neil', 'Andrew']",Hope won a contest on the 22nd of July. Neil won a contest on the 23rd of April. Andrew won a contest on the 25th of April. The only person that won a contest in summer is,2019-07-22,22nd of July,summer,2,Hope
Rose,2019-06-16,Mark,2019-06-05,Alice,2019-02-20,"['Rose', 'Mark', 'Alice']",Rose passed an exam on the 16th of June. Mark passed an exam on the 5th of June. Alice passed an exam on the 20th of February. The only person that passed an exam in winter is,2019-02-20,20th of February,winter,0,Alice
John,2019-05-11,Martin,2019-09-18,Neil,2019-03-28,"['John', 'Martin', 'Neil']",John went fishing on the 11th of May. Martin went fishing on the 18th of September. Neil went fishing on the 28th of March. The only person that went fishing in summer is,2019-09-18,18th of September,summer,2,Martin
Rachel,2019-05-26,Hunter,2019-10-31,Fred,2019-09-28,"['Rachel', 'Hunter', 'Fred']",Rachel went to the gym on the 26th of May. Hunter went to the gym on the 31st of October. Fred went to the gym on the 28th of September. The only person that went to the gym in spring is,2019-05-26,26th of May,spring,1,Rachel
Blake,2019-09-16,Connor,2019-09-26,Leon,2019-10-16,"['Blake', 'Connor', 'Leon']",Blake visited their family on the 16th of September. Connor visited their family on the 26th of September. Leon visited their family on the 16th of October. The only person that visited their family in summer is,2019-09-16,16th of September,summer,2,Blake
Grant,2019-01-24,Peter,2019-03-12,Mark,2019-10-14,"['Grant', 'Peter', 'Mark']",Grant watched TV on the 24th of January. Peter watched TV on the 12th of March. Mark watched TV on the 14th of October. The only person that watched TV in fall is,2019-10-14,14th of October,fall,3,Mark
Dallas,2019-08-11,Ian,2019-11-03,Martin,2019-04-01,"['Dallas', 'Ian', 'Martin']",Dallas got surgery on the 11th of August. Ian got surgery on the 3rd of November. Martin got surgery on the 1st of April. The only person that got surgery in summer is,2019-08-11,11th of August,summer,2,Dallas
Alice,2019-06-13,Matt,2019-01-05,Leon,2019-03-31,"['Alice', 'Matt', 'Leon']",Alice refinanced the mortgage on the 13th of June. Matt refinanced the mortgage on the 5th of January. Leon refinanced the mortgage on the 31st of March. The only person that refinanced the mortgage in winter is,2019-01-05,5th of January,winter,0,Matt
Hope,2019-03-03,Jerry,2019-03-07,Jason,2019-10-09,"['Hope', 'Jerry', 'Jason']",Hope called a friend on the 3rd of March. Jerry called a friend on the 7th of March. Jason called a friend on the 9th of October. The only person that called a friend in fall is,2019-10-09,9th of October,fall,3,Jason
Connor,2019-09-22,John,2019-08-14,Dean,2019-06-15,"['Connor', 'John', 'Dean']",Connor donated toys on the 22nd of September. John donated toys on the 14th of August. Dean donated toys on the 15th of June. The only person that donated toys in spring is,2019-06-15,15th of June,spring,1,Dean
Fred,2019-04-20,Blake,2019-07-08,Charlie,2019-11-18,"['Fred', 'Blake', 'Charlie']",Fred took a train on the 20th of April. Blake took a train on the 8th of July. Charlie took a train on the 18th of November. The only person that took a train in spring is,2019-04-20,20th of April,spring,1,Fred
Frank,2019-03-12,Charlie,2019-09-04,Fred,2019-09-18,"['Frank', 'Charlie', 'Fred']",Frank repaired the bike on the 12th of March. Charlie repaired the bike on the 4th of September. Fred repaired the bike on the 18th of September. The only person that repaired the bike in winter is,2019-03-12,12th of March,winter,0,Frank
Laura,2019-03-05,John,2019-09-19,Peter,2019-08-07,"['Laura', 'John', 'Peter']",Laura watered the plants on the 5th of March. John watered the plants on the 19th of September. Peter watered the plants on the 7th of August. The only person that watered the plants in winter is,2019-03-05,5th of March,winter,0,Laura
Alice,2019-05-28,Bob,2019-08-20,Jack,2019-01-13,"['Alice', 'Bob', 'Jack']",Alice cleaned the shed on the 28th of May. Bob cleaned the shed on the 20th of August. Jack cleaned the shed on the 13th of January. The only person that cleaned the shed in spring is,2019-05-28,28th of May,spring,1,Alice
Matt,2019-05-12,Brandon,2019-07-05,Max,2019-09-17,"['Matt', 'Brandon', 'Max']",Matt built a desktop computer on the 12th of May. Brandon built a desktop computer on the 5th of July. Max built a desktop computer on the 17th of September. The only person that built a desktop computer in spring is,2019-05-12,12th of May,spring,1,Matt
Scott,2019-10-05,Joy,2019-04-25,Peter,2019-05-11,"['Scott', 'Joy', 'Peter']",Scott compiled the spreadsheet on the 5th of October. Joy compiled the spreadsheet on the 25th of April. Peter compiled the spreadsheet on the 11th of May. The only person that compiled the spreadsheet in fall is,2019-10-05,5th of October,fall,3,Scott
Josh,2019-02-14,William,2019-02-10,Jack,2019-12-04,"['Josh', 'William', 'Jack']",Josh went to a Chinese restaurant on the 14th of February. William went to a Chinese restaurant on the 10th of February. Jack went to a Chinese restaurant on the 4th of December. The only person that went to a Chinese restaurant in fall is,2019-12-04,4th of December,fall,3,Jack
Martin,2019-10-04,Frank,2019-12-24,William,2019-10-31,"['Martin', 'Frank', 'William']",Martin cleaned the garage on the 4th of October. Frank cleaned the garage on the 24th of December. William cleaned the garage on the 31st of October. The only person that cleaned the garage in winter is,2019-12-24,24th of December,winter,0,Frank
Charlie,2019-09-12,Dallas,2019-09-23,Hope,2019-09-22,"['Charlie', 'Dallas', 'Hope']",Charlie went to the gym on the 12th of September. Dallas went to the gym on the 23rd of September. Hope went to the gym on the 22nd of September. The only person that went to the gym in fall is,2019-09-23,23rd of September,fall,3,Dallas
Tyler,2019-07-31,Ryan,2019-11-27,John,2019-09-26,"['Tyler', 'Ryan', 'John']",Tyler arrived in Germany on the 31st of July. Ryan arrived in Germany on the 27th of November. John arrived in Germany on the 26th of September. The only person that arrived in Germany in summer is,2019-07-31,31st of July,summer,2,Tyler
Emily,2019-09-03,Charlie,2019-08-12,Andrew,2019-12-02,"['Emily', 'Charlie', 'Andrew']",Emily ironed the clothes on the 3rd of September. Charlie ironed the clothes on the 12th of August. Andrew ironed the clothes on the 2nd of December. The only person that ironed the clothes in fall is,2019-12-02,2nd of December,fall,3,Andrew
Henry,2019-01-12,Martin,2019-10-03,Maria,2019-02-01,"['Henry', 'Martin', 'Maria']",Henry arrived in France on the 12th of January. Martin arrived in France on the 3rd of October. Maria arrived in France on the 1st of February. The only person that arrived in France in fall is,2019-10-03,3rd of October,fall,3,Martin
Frank,2019-06-03,Hunter,2019-10-18,Connor,2019-04-05,"['Frank', 'Hunter', 'Connor']",Frank attended a funeral on the 3rd of June. Hunter attended a funeral on the 18th of October. Connor attended a funeral on the 5th of April. The only person that attended a funeral in fall is,2019-10-18,18th of October,fall,3,Hunter
Michael,2019-05-22,John,2019-09-26,Jack,2019-03-11,"['Michael', 'John', 'Jack']",Michael got a haircut on the 22nd of May. John got a haircut on the 26th of September. Jack got a haircut on the 11th of March. The only person that got a haircut in spring is,2019-05-22,22nd of May,spring,1,Michael
Tyler,2019-09-02,Dallas,2019-11-04,Steve,2019-02-27,"['Tyler', 'Dallas', 'Steve']",Tyler cleaned the shed on the 2nd of September. Dallas cleaned the shed on the 4th of November. Steve cleaned the shed on the 27th of February. The only person that cleaned the shed in summer is,2019-09-02,2nd of September,summer,2,Tyler
Marco,2019-03-26,Neil,2019-06-13,William,2019-01-26,"['Marco', 'Neil', 'William']",Marco cleaned the shed on the 26th of March. Neil cleaned the shed on the 13th of June. William cleaned the shed on the 26th of January. The only person that cleaned the shed in winter is,2019-01-26,26th of January,winter,0,William
John,2019-08-14,Aaron,2019-07-28,Andrew,2019-05-26,"['John', 'Aaron', 'Andrew']",John purchased a new laptop on the 14th of August. Aaron purchased a new laptop on the 28th of July. Andrew purchased a new laptop on the 26th of May. The only person that purchased a new laptop in spring is,2019-05-26,26th of May,spring,1,Andrew
Hope,2019-07-13,Jason,2019-09-24,Brandon,2019-02-28,"['Hope', 'Jason', 'Brandon']",Hope went to the cinema on the 13th of July. Jason went to the cinema on the 24th of September. Brandon went to the cinema on the 28th of February. The only person that went to the cinema in summer is,2019-07-13,13th of July,summer,2,Hope
Dean,2019-05-15,Scott,2019-12-27,Aaron,2019-05-13,"['Dean', 'Scott', 'Aaron']",Dean ironed the clothes on the 15th of May. Scott ironed the clothes on the 27th of December. Aaron ironed the clothes on the 13th of May. The only person that ironed the clothes in winter is,2019-12-27,27th of December,winter,0,Scott
Andrew,2019-12-13,Rachel,2019-02-01,Max,2019-10-31,"['Andrew', 'Rachel', 'Max']",Andrew took an exam on the 13th of December. Rachel took an exam on the 1st of February. Max took an exam on the 31st of October. The only person that took an exam in winter is,2019-02-01,1st of February,winter,0,Rachel
Grant,2019-07-30,Rachel,2019-12-03,Maria,2019-08-17,"['Grant', 'Rachel', 'Maria']",Grant played beer pong on the 30th of July. Rachel played beer pong on the 3rd of December. Maria played beer pong on the 17th of August. The only person that played beer pong in fall is,2019-12-03,3rd of December,fall,3,Rachel
Alice,2019-09-08,Leon,2019-12-05,Scott,2019-06-13,"['Alice', 'Leon', 'Scott']",Alice attended a funeral on the 8th of September. Leon attended a funeral on the 5th of December. Scott attended a funeral on the 13th of June. The only person that attended a funeral in summer is,2019-09-08,8th of September,summer,2,Alice
Ryan,2019-04-06,Rachel,2019-10-20,Alex,2019-03-13,"['Ryan', 'Rachel', 'Alex']",Ryan arrived in France on the 6th of April. Rachel arrived in France on the 20th of October. Alex arrived in France on the 13th of March. The only person that arrived in France in spring is,2019-04-06,6th of April,spring,1,Ryan
Brandon,2019-06-06,Charlie,2019-09-25,Kyle,2019-01-17,"['Brandon', 'Charlie', 'Kyle']",Brandon took a bus on the 6th of June. Charlie took a bus on the 25th of September. Kyle took a bus on the 17th of January. The only person that took a bus in spring is,2019-06-06,6th of June,spring,1,Brandon
Laura,2019-03-01,Michael,2019-08-21,Neil,2019-04-20,"['Laura', 'Michael', 'Neil']",Laura went to the museum on the 1st of March. Michael went to the museum on the 21st of August. Neil went to the museum on the 20th of April. The only person that went to the museum in winter is,2019-03-01,1st of March,winter,0,Laura
Frank,2019-11-27,Martin,2019-01-03,Richard,2019-01-01,"['Frank', 'Martin', 'Richard']",Frank mowed the lawn on the 27th of November. Martin mowed the lawn on the 3rd of January. Richard mowed the lawn on the 1st of January. The only person that mowed the lawn in fall is,2019-11-27,27th of November,fall,3,Frank
Peter,2019-02-25,Luke,2019-09-23,Neil,2019-11-03,"['Peter', 'Luke', 'Neil']",Peter took a walk in the park on the 25th of February. Luke took a walk in the park on the 23rd of September. Neil took a walk in the park on the 3rd of November. The only person that took a walk in the park in winter is,2019-02-25,25th of February,winter,0,Peter
Neil,2019-05-16,April,2019-11-23,Steve,2019-09-23,"['Neil', 'April', 'Steve']",Neil arrived in the UK on the 16th of May. April arrived in the UK on the 23rd of November. Steve arrived in the UK on the 23rd of September. The only person that arrived in the UK in spring is,2019-05-16,16th of May,spring,1,Neil
Kevin,2019-07-22,Josh,2019-08-06,Charlie,2019-06-02,"['Kevin', 'Josh', 'Charlie']",Kevin cleaned the garage on the 22nd of July. Josh cleaned the garage on the 6th of August. Charlie cleaned the garage on the 2nd of June. The only person that cleaned the garage in spring is,2019-06-02,2nd of June,spring,1,Charlie
Luke,2019-04-27,Blake,2019-07-08,April,2019-04-02,"['Luke', 'Blake', 'April']",Luke bought a new car on the 27th of April. Blake bought a new car on the 8th of July. April bought a new car on the 2nd of April. The only person that bought a new car in summer is,2019-07-08,8th of July,summer,2,Blake
Jerry,2019-07-05,Ryan,2019-07-11,Emily,2019-10-16,"['Jerry', 'Ryan', 'Emily']",Jerry went to a festival on the 5th of July. Ryan went to a festival on the 11th of July. Emily went to a festival on the 16th of October. The only person that went to a festival in fall is,2019-10-16,16th of October,fall,3,Emily
Rose,2019-02-04,Hunter,2019-10-31,Scott,2019-07-15,"['Rose', 'Hunter', 'Scott']",Rose went to the zoo on the 4th of February. Hunter went to the zoo on the 31st of October. Scott went to the zoo on the 15th of July. The only person that went to the zoo in winter is,2019-02-04,4th of February,winter,0,Rose
Bob,2019-02-22,Josh,2019-09-27,Max,2019-05-04,"['Bob', 'Josh', 'Max']",Bob renovated the bathroom on the 22nd of February. Josh renovated the bathroom on the 27th of September. Max renovated the bathroom on the 4th of May. The only person that renovated the bathroom in winter is,2019-02-22,22nd of February,winter,0,Bob
Rachel,2019-07-05,Hunter,2019-05-18,Brandon,2019-02-28,"['Rachel', 'Hunter', 'Brandon']",Rachel ironed the clothes on the 5th of July. Hunter ironed the clothes on the 18th of May. Brandon ironed the clothes on the 28th of February. The only person that ironed the clothes in summer is,2019-07-05,5th of July,summer,2,Rachel
Ian,2019-08-25,Connor,2019-03-19,Steve,2019-03-25,"['Ian', 'Connor', 'Steve']",Ian won the lottery on the 25th of August. Connor won the lottery on the 19th of March. Steve won the lottery on the 25th of March. The only person that won the lottery in summer is,2019-08-25,25th of August,summer,2,Ian
Kevin,2019-10-01,Brandon,2019-11-13,Rose,2019-04-26,"['Kevin', 'Brandon', 'Rose']",Kevin got a raise on the 1st of October. Brandon got a raise on the 13th of November. Rose got a raise on the 26th of April. The only person that got a raise in spring is,2019-04-26,26th of April,spring,1,Rose
Ryan,2019-05-22,Rose,2019-01-20,Luke,2019-08-29,"['Ryan', 'Rose', 'Luke']",Ryan visited their family on the 22nd of May. Rose visited their family on the 20th of January. Luke visited their family on the 29th of August. The only person that visited their family in spring is,2019-05-22,22nd of May,spring,1,Ryan
Bob,2019-03-30,John,2019-10-10,Walker,2019-02-27,"['Bob', 'John', 'Walker']",Bob cleaned the attic on the 30th of March. John cleaned the attic on the 10th of October. Walker cleaned the attic on the 27th of February. The only person that cleaned the attic in spring is,2019-03-30,30th of March,spring,1,Bob
Dean,2019-08-07,Andrew,2019-09-01,Maria,2019-11-17,"['Dean', 'Andrew', 'Maria']",Dean watched a movie on the 7th of August. Andrew watched a movie on the 1st of September. Maria watched a movie on the 17th of November. The only person that watched a movie in fall is,2019-11-17,17th of November,fall,3,Maria
Jack,2019-01-06,Brandon,2019-09-06,Max,2019-06-30,"['Jack', 'Brandon', 'Max']",Jack washed the floors on the 6th of January. Brandon washed the floors on the 6th of September. Max washed the floors on the 30th of June. The only person that washed the floors in winter is,2019-01-06,6th of January,winter,0,Jack
Ian,2019-01-21,Mark,2019-05-04,Jerry,2019-01-14,"['Ian', 'Mark', 'Jerry']",Ian got a birthday gift on the 21st of January. Mark got a birthday gift on the 4th of May. Jerry got a birthday gift on the 14th of January. The only person that got a birthday gift in spring is,2019-05-04,4th of May,spring,1,Mark
Alice,2019-11-30,Peter,2019-09-07,Richard,2019-07-04,"['Alice', 'Peter', 'Richard']",Alice baked a cake on the 30th of November. Peter baked a cake on the 7th of September. Richard baked a cake on the 4th of July. The only person that baked a cake in fall is,2019-11-30,30th of November,fall,3,Alice
Brandon,2019-06-06,Tyler,2019-04-17,Emily,2019-09-10,"['Brandon', 'Tyler', 'Emily']",Brandon watered the plants on the 6th of June. Tyler watered the plants on the 17th of April. Emily watered the plants on the 10th of September. The only person that watered the plants in summer is,2019-09-10,10th of September,summer,2,Emily
Bob,2019-06-02,Maria,2019-09-09,Brandon,2019-09-06,"['Bob', 'Maria', 'Brandon']",Bob visited a new country on the 2nd of June. Maria visited a new country on the 9th of September. Brandon visited a new country on the 6th of September. The only person that visited a new country in spring is,2019-06-02,2nd of June,spring,1,Bob
Fred,2019-04-20,Tyler,2019-09-02,Martin,2019-06-27,"['Fred', 'Tyler', 'Martin']",Fred took a bus on the 20th of April. Tyler took a bus on the 2nd of September. Martin took a bus on the 27th of June. The only person that took a bus in spring is,2019-04-20,20th of April,spring,1,Fred
Leon,2019-12-05,Ian,2019-08-26,Walker,2019-10-13,"['Leon', 'Ian', 'Walker']",Leon got a raise on the 5th of December. Ian got a raise on the 26th of August. Walker got a raise on the 13th of October. The only person that got a raise in summer is,2019-08-26,26th of August,summer,2,Ian
Matt,2019-05-23,Steve,2019-11-12,Dallas,2019-11-04,"['Matt', 'Steve', 'Dallas']",Matt harvested a garden on the 23rd of May. Steve harvested a garden on the 12th of November. Dallas harvested a garden on the 4th of November. The only person that harvested a garden in spring is,2019-05-23,23rd of May,spring,1,Matt
Hope,2019-08-06,Kyle,2019-01-17,Neil,2019-06-28,"['Hope', 'Kyle', 'Neil']",Hope attended a wedding on the 6th of August. Kyle attended a wedding on the 17th of January. Neil attended a wedding on the 28th of June. The only person that attended a wedding in winter is,2019-01-17,17th of January,winter,0,Kyle
Hope,2019-08-06,Jack,2019-08-15,Fred,2019-06-05,"['Hope', 'Jack', 'Fred']",Hope participated in a triathlon on the 6th of August. Jack participated in a triathlon on the 15th of August. Fred participated in a triathlon on the 5th of June. The only person that participated in a triathlon in spring is,2019-06-05,5th of June,spring,1,Fred
Hope,2019-07-22,Laura,2019-01-31,Dean,2019-12-06,"['Hope', 'Laura', 'Dean']",Hope went to a festival on the 22nd of July. Laura went to a festival on the 31st of January. Dean went to a festival on the 6th of December. The only person that went to a festival in summer is,2019-07-22,22nd of July,summer,2,Hope
Marco,2019-02-16,Grant,2019-07-26,Fred,2019-06-05,"['Marco', 'Grant', 'Fred']",Marco built a desktop computer on the 16th of February. Grant built a desktop computer on the 26th of July. Fred built a desktop computer on the 5th of June. The only person that built a desktop computer in winter is,2019-02-16,16th of February,winter,0,Marco
Andrew,2019-04-29,Scott,2019-06-27,Robert,2019-02-13,"['Andrew', 'Scott', 'Robert']",Andrew repaired the bike on the 29th of April. Scott repaired the bike on the 27th of June. Robert repaired the bike on the 13th of February. The only person that repaired the bike in spring is,2019-04-29,29th of April,spring,1,Andrew
Rose,2019-06-16,Scott,2019-06-27,Henry,2019-02-05,"['Rose', 'Scott', 'Henry']",Rose won a contest on the 16th of June. Scott won a contest on the 27th of June. Henry won a contest on the 5th of February. The only person that won a contest in spring is,2019-06-16,16th of June,spring,1,Rose
Marco,2019-01-25,Walker,2019-03-29,Dean,2019-09-24,"['Marco', 'Walker', 'Dean']",Marco received a promotion on the 25th of January. Walker received a promotion on the 29th of March. Dean received a promotion on the 24th of September. The only person that received a promotion in winter is,2019-01-25,25th of January,winter,0,Marco
Jason,2019-08-24,Connor,2019-06-28,Laura,2019-01-14,"['Jason', 'Connor', 'Laura']",Jason painted a mural on the 24th of August. Connor painted a mural on the 28th of June. Laura painted a mural on the 14th of January. The only person that painted a mural in winter is,2019-01-14,14th of January,winter,0,Laura
Luke,2019-04-14,Dean,2019-09-17,Marco,2019-09-21,"['Luke', 'Dean', 'Marco']",Luke refinanced the mortgage on the 14th of April. Dean refinanced the mortgage on the 17th of September. Marco refinanced the mortgage on the 21st of September. The only person that refinanced the mortgage in spring is,2019-04-14,14th of April,spring,1,Luke
Joy,2019-11-04,Robert,2019-02-01,Connor,2019-10-14,"['Joy', 'Robert', 'Connor']",Joy sent a postcard on the 4th of November. Robert sent a postcard on the 1st of February. Connor sent a postcard on the 14th of October. The only person that sent a postcard in winter is,2019-02-01,1st of February,winter,0,Robert
Hope,2019-05-05,Joy,2019-11-11,Rachel,2019-03-13,"['Hope', 'Joy', 'Rachel']",Hope got surgery on the 5th of May. Joy got surgery on the 11th of November. Rachel got surgery on the 13th of March. The only person that got surgery in spring is,2019-05-05,5th of May,spring,1,Hope
Jason,2019-10-09,Emily,2019-10-17,Blake,2019-07-08,"['Jason', 'Emily', 'Blake']",Jason mowed the lawn on the 9th of October. Emily mowed the lawn on the 17th of October. Blake mowed the lawn on the 8th of July. The only person that mowed the lawn in summer is,2019-07-08,8th of July,summer,2,Blake
Walker,2019-02-27,Michael,2019-08-27,Connor,2019-06-28,"['Walker', 'Michael', 'Connor']",Walker had a barbecue on the 27th of February. Michael had a barbecue on the 27th of August. Connor had a barbecue on the 28th of June. The only person that had a barbecue in winter is,2019-02-27,27th of February,winter,0,Walker
Scott,2019-06-16,Ryan,2019-08-30,Alice,2019-06-03,"['Scott', 'Ryan', 'Alice']",Scott sent a package on the 16th of June. Ryan sent a package on the 30th of August. Alice sent a package on the 3rd of June. The only person that sent a package in summer is,2019-08-30,30th of August,summer,2,Ryan
Jason,2019-04-09,Alice,2019-02-19,Fred,2019-11-23,"['Jason', 'Alice', 'Fred']",Jason participated in a triathlon on the 9th of April. Alice participated in a triathlon on the 19th of February. Fred participated in a triathlon on the 23rd of November. The only person that participated in a triathlon in spring is,2019-04-09,9th of April,spring,1,Jason
Mark,2019-03-01,Jack,2019-03-11,Luke,2019-04-14,"['Mark', 'Jack', 'Luke']",Mark cleaned the shed on the 1st of March. Jack cleaned the shed on the 11th of March. Luke cleaned the shed on the 14th of April. The only person that cleaned the shed in spring is,2019-04-14,14th of April,spring,1,Luke
Luke,2019-04-10,Blake,2019-12-18,Connor,2019-01-28,"['Luke', 'Blake', 'Connor']",Luke arrived in Spain on the 10th of April. Blake arrived in Spain on the 18th of December. Connor arrived in Spain on the 28th of January. The only person that arrived in Spain in spring is,2019-04-10,10th of April,spring,1,Luke
April,2019-04-04,John,2019-11-20,Laura,2019-09-07,"['April', 'John', 'Laura']",April donated toys on the 4th of April. John donated toys on the 20th of November. Laura donated toys on the 7th of September. The only person that donated toys in spring is,2019-04-04,4th of April,spring,1,April
Grant,2019-07-26,John,2019-12-08,Leon,2019-12-20,"['Grant', 'John', 'Leon']",Grant took a walk in the park on the 26th of July. John took a walk in the park on the 8th of December. Leon took a walk in the park on the 20th of December. The only person that took a walk in the park in summer is,2019-07-26,26th of July,summer,2,Grant
Marco,2019-09-18,April,2019-10-21,Richard,2019-05-02,"['Marco', 'April', 'Richard']",Marco took an exam on the 18th of September. April took an exam on the 21st of October. Richard took an exam on the 2nd of May. The only person that took an exam in summer is,2019-09-18,18th of September,summer,2,Marco
John,2019-09-06,Richard,2019-10-11,Walker,2019-05-06,"['John', 'Richard', 'Walker']",John reorganized the closet on the 6th of September. Richard reorganized the closet on the 11th of October. Walker reorganized the closet on the 6th of May. The only person that reorganized the closet in summer is,2019-09-06,6th of September,summer,2,John
Emily,2019-04-19,Steve,2019-08-24,Max,2019-04-25,"['Emily', 'Steve', 'Max']",Emily ran a marathon on the 19th of April. Steve ran a marathon on the 24th of August. Max ran a marathon on the 25th of April. The only person that ran a marathon in summer is,2019-08-24,24th of August,summer,2,Steve
Michael,2019-03-12,Kyle,2019-08-13,Frank,2019-10-20,"['Michael', 'Kyle', 'Frank']",Michael arrived in Spain on the 12th of March. Kyle arrived in Spain on the 13th of August. Frank arrived in Spain on the 20th of October. The only person that arrived in Spain in winter is,2019-03-12,12th of March,winter,0,Michael
Luke,2019-09-24,Alex,2019-05-09,Tyler,2019-05-17,"['Luke', 'Alex', 'Tyler']",Luke renovated the bathroom on the 24th of September. Alex renovated the bathroom on the 9th of May. Tyler renovated the bathroom on the 17th of May. The only person that renovated the bathroom in fall is,2019-09-24,24th of September,fall,3,Luke
Marco,2019-10-20,Rachel,2019-05-26,Kyle,2019-05-07,"['Marco', 'Rachel', 'Kyle']",Marco went to the beach on the 20th of October. Rachel went to the beach on the 26th of May. Kyle went to the beach on the 7th of May. The only person that went to the beach in fall is,2019-10-20,20th of October,fall,3,Marco
Luke,2019-11-24,Scott,2019-06-13,Bob,2019-06-21,"['Luke', 'Scott', 'Bob']",Luke got a birthday gift on the 24th of November. Scott got a birthday gift on the 13th of June. Bob got a birthday gift on the 21st of June. The only person that got a birthday gift in fall is,2019-11-24,24th of November,fall,3,Luke
Joy,2019-11-11,Dean,2019-01-06,Bob,2019-03-15,"['Joy', 'Dean', 'Bob']",Joy reorganized the closet on the 11th of November. Dean reorganized the closet on the 6th of January. Bob reorganized the closet on the 15th of March. The only person that reorganized the closet in fall is,2019-11-11,11th of November,fall,3,Joy
Bob,2019-12-09,Leon,2019-05-15,Peter,2019-03-01,"['Bob', 'Leon', 'Peter']",Bob went to the zoo on the 9th of December. Leon went to the zoo on the 15th of May. Peter went to the zoo on the 1st of March. The only person that went to the zoo in fall is,2019-12-09,9th of December,fall,3,Bob
Connor,2019-05-19,April,2019-08-04,Martin,2019-03-10,"['Connor', 'April', 'Martin']",Connor played beer pong on the 19th of May. April played beer pong on the 4th of August. Martin played beer pong on the 10th of March. The only person that played beer pong in spring is,2019-05-19,19th of May,spring,1,Connor
Hope,2019-07-13,Robert,2019-02-13,Michael,2019-06-28,"['Hope', 'Robert', 'Michael']",Hope went hiking on the 13th of July. Robert went hiking on the 13th of February. Michael went hiking on the 28th of June. The only person that went hiking in winter is,2019-02-13,13th of February,winter,0,Robert
Leon,2019-09-22,Rachel,2019-06-12,Tyler,2019-01-04,"['Leon', 'Rachel', 'Tyler']",Leon went to a Thai restaurant on the 22nd of September. Rachel went to a Thai restaurant on the 12th of June. Tyler went to a Thai restaurant on the 4th of January. The only person that went to a Thai restaurant in summer is,2019-09-22,22nd of September,summer,2,Leon
Tyler,2019-12-23,Jason,2019-10-09,Emily,2019-09-10,"['Tyler', 'Jason', 'Emily']",Tyler arrived in France on the 23rd of December. Jason arrived in France on the 9th of October. Emily arrived in France on the 10th of September. The only person that arrived in France in winter is,2019-12-23,23rd of December,winter,0,Tyler
William,2019-08-24,Charlie,2019-08-12,Laura,2019-03-01,"['William', 'Charlie', 'Laura']",William painted a portrait on the 24th of August. Charlie painted a portrait on the 12th of August. Laura painted a portrait on the 1st of March. The only person that painted a portrait in winter is,2019-03-01,1st of March,winter,0,Laura
Joy,2019-10-12,Richard,2019-04-21,Alex,2019-02-04,"['Joy', 'Richard', 'Alex']",Joy arrived in France on the 12th of October. Richard arrived in France on the 21st of April. Alex arrived in France on the 4th of February. The only person that arrived in France in fall is,2019-10-12,12th of October,fall,3,Joy
Kevin,2019-03-04,Hunter,2019-05-20,William,2019-04-16,"['Kevin', 'Hunter', 'William']",Kevin arrived in the UK on the 4th of March. Hunter arrived in the UK on the 20th of May. William arrived in the UK on the 16th of April. The only person that arrived in the UK in winter is,2019-03-04,4th of March,winter,0,Kevin
Ryan,2019-08-26,Fred,2019-12-05,Joy,2019-11-06,"['Ryan', 'Fred', 'Joy']",Ryan got a raise on the 26th of August. Fred got a raise on the 5th of December. Joy got a raise on the 6th of November. The only person that got a raise in summer is,2019-08-26,26th of August,summer,2,Ryan
Dean,2019-12-06,Walker,2019-08-29,William,2019-02-08,"['Dean', 'Walker', 'William']",Dean renovated the bathroom on the 6th of December. Walker renovated the bathroom on the 29th of August. William renovated the bathroom on the 8th of February. The only person that renovated the bathroom in fall is,2019-12-06,6th of December,fall,3,Dean
Richard,2019-07-21,William,2019-02-10,Grant,2019-06-05,"['Richard', 'William', 'Grant']",Richard had a picnic on the 21st of July. William had a picnic on the 10th of February. Grant had a picnic on the 5th of June. The only person that had a picnic in summer is,2019-07-21,21st of July,summer,2,Richard
John,2019-11-20,Kyle,2019-06-30,Peter,2019-08-03,"['John', 'Kyle', 'Peter']",John compiled the spreadsheet on the 20th of November. Kyle compiled the spreadsheet on the 30th of June. Peter compiled the spreadsheet on the 3rd of August. The only person that compiled the spreadsheet in fall is,2019-11-20,20th of November,fall,3,John
Rose,2019-05-05,Matt,2019-06-22,Hunter,2019-08-28,"['Rose', 'Matt', 'Hunter']",Rose went to a Chinese restaurant on the 5th of May. Matt went to a Chinese restaurant on the 22nd of June. Hunter went to a Chinese restaurant on the 28th of August. The only person that went to a Chinese restaurant in spring is,2019-05-05,5th of May,spring,1,Rose
Bob,2019-10-31,Alice,2019-11-30,Connor,2019-04-05,"['Bob', 'Alice', 'Connor']",Bob attended a wedding on the 31st of October. Alice attended a wedding on the 30th of November. Connor attended a wedding on the 5th of April. The only person that attended a wedding in spring is,2019-04-05,5th of April,spring,1,Connor
Jerry,2019-12-06,Alex,2019-07-23,Peter,2019-04-24,"['Jerry', 'Alex', 'Peter']",Jerry took a bus on the 6th of December. Alex took a bus on the 23rd of July. Peter took a bus on the 24th of April. The only person that took a bus in fall is,2019-12-06,6th of December,fall,3,Jerry
